crop_name	adm_id	year	ndvi
maize	IN-06-0008	2022	0.521358974
maize	IN-06-0008	2023	0.528906977
maize	IN-06-1060	2001	0.317375
maize	IN-06-1060	2002	0.306333333
maize	IN-06-1060	2003	0.333052632
maize	IN-06-1060	2004	0.343682927
maize	IN-06-1060	2005	0.338717949
maize	IN-06-1060	2006	0.353390244
maize	IN-06-1060	2007	0.38102381
maize	IN-06-1060	2008	0.370666667
maize	IN-06-1060	2009	0.363047619
maize	IN-06-1060	2010	0.401119048
maize	IN-06-1060	2011	0.385394737
maize	IN-06-1060	2012	0.370897436
maize	IN-06-1060	2013	0.381457143
maize	IN-06-1060	2014	0.395463415
maize	IN-06-1060	2015	0.391282051
maize	IN-06-1060	2016	0.383815789
maize	IN-06-1060	2017	0.4177
maize	IN-06-1060	2018	0.388179487
maize	IN-06-1060	2019	0.430820513
maize	IN-06-1060	2020	0.470860465
maize	IN-06-1060	2021	0.453853659
maize	IN-06-1060	2022	0.448878049
maize	IN-06-1060	2023	0.444878049
maize	IN-06-0040	2001	0.405365854
maize	IN-06-0040	2002	0.399348837
maize	IN-06-0040	2003	0.416365854
maize	IN-06-0040	2004	0.410095238
maize	IN-06-0040	2005	0.428585366
maize	IN-06-0040	2006	0.428487179
maize	IN-06-0040	2007	0.443
maize	IN-06-0040	2008	0.436128205
maize	IN-06-0040	2009	0.438204545
maize	IN-06-0040	2010	0.4571
maize	IN-06-0040	2011	0.433605263
maize	IN-06-0040	2012	0.43497561
maize	IN-06-0040	2013	0.454135135
maize	IN-06-0040	2014	0.460804878
maize	IN-06-0040	2015	0.481682927
maize	IN-06-0040	2016	0.45152381
maize	IN-06-0040	2017	0.462717949
maize	IN-06-0040	2018	0.427435897
maize	IN-06-0040	2019	0.453102564
maize	IN-06-0040	2020	0.541613636
maize	IN-06-0040	2021	0.509738095
maize	IN-06-0040	2022	0.514166667
maize	IN-06-0040	2023	0.502675
maize	IN-06-0027	2001	0.331363636
maize	IN-06-0027	2002	0.328909091
maize	IN-06-0027	2003	0.347162791
maize	IN-06-0027	2004	0.33572093
maize	IN-06-0027	2005	0.333046512
maize	IN-06-0027	2006	0.326911111
maize	IN-06-0027	2007	0.315777778
maize	IN-06-0027	2008	0.350463415
maize	IN-06-0027	2009	0.352837209
maize	IN-06-0027	2010	0.372642857
maize	IN-06-0027	2011	0.383631579
maize	IN-06-0027	2012	0.379333333
maize	IN-06-0027	2013	0.405886364
maize	IN-06-0027	2014	0.3948
maize	IN-06-0027	2015	0.383170732
maize	IN-06-0027	2016	0.373142857
maize	IN-06-0027	2017	0.3929
maize	IN-06-0027	2018	0.3769
maize	IN-06-0027	2019	0.4052
maize	IN-06-0027	2020	0.425860465
maize	IN-06-0027	2021	0.416255814
maize	IN-06-0027	2022	0.423813953
maize	IN-06-0027	2023	0.431466667
maize	IN-06-0502	2001	0.381925
maize	IN-06-0502	2002	0.374463415
maize	IN-06-0502	2003	0.394820513
maize	IN-06-0502	2004	0.41095
maize	IN-06-0502	2005	0.41355814
maize	IN-06-0502	2006	0.41274359
maize	IN-06-0502	2007	0.429511628
maize	IN-06-0502	2008	0.411810811
maize	IN-06-0502	2009	0.434953488
maize	IN-06-0502	2010	0.441619048
maize	IN-06-0502	2011	0.404432432
maize	IN-06-0502	2012	0.402121951
maize	IN-06-0502	2013	0.437605263
maize	IN-06-0502	2014	0.436925
maize	IN-06-0502	2015	0.437825
maize	IN-06-0502	2016	0.419
maize	IN-06-0502	2017	0.446131579
maize	IN-06-0502	2018	0.408923077
maize	IN-06-0502	2019	0.44575
maize	IN-06-0502	2020	0.508414634
maize	IN-06-0502	2021	0.472078947
maize	IN-06-0502	2022	0.483435897
maize	IN-06-0502	2023	0.496615385
maize	IN-06-1082	2001	0.383842105
maize	IN-06-1082	2002	0.377775
maize	IN-06-1082	2003	0.380108108
maize	IN-06-1082	2004	0.4031
maize	IN-06-1082	2005	0.405880952
maize	IN-06-1082	2006	0.41325
maize	IN-06-1082	2007	0.437571429
maize	IN-06-1082	2008	0.425973684
maize	IN-06-1082	2009	0.422536585
maize	IN-06-1082	2010	0.448634146
maize	IN-06-1082	2011	0.433394737
maize	IN-06-1082	2012	0.418589744
maize	IN-06-1082	2013	0.441735294
maize	IN-06-1082	2014	0.452261905
maize	IN-06-1082	2015	0.463512195
maize	IN-06-1082	2016	0.451026316
maize	IN-06-1082	2017	0.474333333
maize	IN-06-1082	2018	0.421575
maize	IN-06-1082	2019	0.464324324
maize	IN-06-1082	2020	0.51872093
maize	IN-06-1082	2021	0.485105263
maize	IN-06-1082	2022	0.471921053
maize	IN-06-1082	2023	0.493526316
maize	IN-06-0016	2001	0.391214286
maize	IN-06-0016	2002	0.380255814
maize	IN-06-0016	2003	0.421452381
maize	IN-06-0016	2004	0.436866667
maize	IN-06-0016	2005	0.423666667
maize	IN-06-0016	2006	0.405069767
maize	IN-06-0016	2007	0.384318182
maize	IN-06-0016	2008	0.380214286
maize	IN-06-0016	2009	0.429911111
maize	IN-06-0016	2010	0.444222222
maize	IN-06-0016	2011	0.432318182
maize	IN-06-0016	2012	0.421674419
maize	IN-06-0016	2013	0.452840909
maize	IN-06-0016	2014	0.449522727
maize	IN-06-0016	2015	0.432644444
maize	IN-06-0016	2016	0.397
maize	IN-06-0016	2017	0.441651163
maize	IN-06-0016	2018	0.370195122
maize	IN-06-0016	2019	0.434658537
maize	IN-06-0016	2020	0.492644444
maize	IN-06-0016	2021	0.459177778
maize	IN-06-0016	2022	0.468095238
maize	IN-06-0016	2023	0.480073171
maize	IN-06-0009	2001	0.399682927
maize	IN-06-0009	2002	0.397954545
maize	IN-06-0009	2003	0.413146341
maize	IN-06-0009	2004	0.42355814
maize	IN-06-0009	2005	0.43302381
maize	IN-06-0009	2006	0.442121951
maize	IN-06-0009	2007	0.441511628
maize	IN-06-0009	2008	0.421575
maize	IN-06-0009	2009	0.430422222
maize	IN-06-0009	2010	0.46275
maize	IN-06-0009	2011	0.44695122
maize	IN-06-0009	2012	0.442658537
maize	IN-06-0009	2013	0.448526316
maize	IN-06-0009	2014	0.466825
maize	IN-06-0009	2015	0.476761905
maize	IN-06-0009	2016	0.449
maize	IN-06-0009	2017	0.467902439
maize	IN-06-0009	2018	0.429125
maize	IN-06-0009	2019	0.463358974
maize	IN-06-0009	2020	0.539636364
maize	IN-06-0009	2021	0.50827907
maize	IN-06-0009	2022	0.511619048
maize	IN-06-0009	2023	0.504302326
maize	IN-06-0014	2001	0.387073171
maize	IN-06-0014	2002	0.364697674
maize	IN-06-0014	2003	0.406219512
maize	IN-06-0014	2004	0.395139535
maize	IN-06-0014	2005	0.388409091
maize	IN-06-0014	2006	0.40097619
maize	IN-06-0014	2007	0.400022727
maize	IN-06-0014	2008	0.39402439
maize	IN-06-0014	2009	0.417434783
maize	IN-06-0014	2010	0.408047619
maize	IN-06-0014	2011	0.416238095
maize	IN-06-0014	2012	0.389804878
maize	IN-06-0014	2013	0.432428571
maize	IN-06-0014	2014	0.424880952
maize	IN-06-0014	2015	0.427954545
maize	IN-06-0014	2016	0.412853659
maize	IN-06-0014	2017	0.426880952
maize	IN-06-0014	2018	0.382707317
maize	IN-06-0014	2019	0.413578947
maize	IN-06-0014	2020	0.478186047
maize	IN-06-0014	2021	0.454953488
maize	IN-06-0014	2022	0.462069767
maize	IN-06-0014	2023	0.452571429
maize	IN-06-0025	2001	0.368232558
maize	IN-06-0025	2002	0.348186047
maize	IN-06-0025	2003	0.370125
maize	IN-06-0025	2004	0.369888889
maize	IN-06-0025	2005	0.367863636
maize	IN-06-0025	2006	0.377795455
maize	IN-06-0025	2007	0.365733333
maize	IN-06-0025	2008	0.371209302
maize	IN-06-0025	2009	0.394681818
maize	IN-06-0025	2010	0.405622222
maize	IN-06-0025	2011	0.424714286
maize	IN-06-0025	2012	0.397731707
maize	IN-06-0025	2013	0.446454545
maize	IN-06-0025	2014	0.43195
maize	IN-06-0025	2015	0.416209302
maize	IN-06-0025	2016	0.408170732
maize	IN-06-0025	2017	0.432128205
maize	IN-06-0025	2018	0.404131579
maize	IN-06-0025	2019	0.450176471
maize	IN-06-0025	2020	0.460177778
maize	IN-06-0025	2021	0.463613636
maize	IN-06-0025	2022	0.474953488
maize	IN-06-0025	2023	0.46504878
maize	IN-06-0032	2001	0.38255
maize	IN-06-0032	2002	0.379487805
maize	IN-06-0032	2003	0.41115
maize	IN-06-0032	2004	0.4184
maize	IN-06-0032	2005	0.41995
maize	IN-06-0032	2006	0.433634146
maize	IN-06-0032	2007	0.434047619
maize	IN-06-0032	2008	0.423925
maize	IN-06-0032	2009	0.441325581
maize	IN-06-0032	2010	0.438625
maize	IN-06-0032	2011	0.43572973
maize	IN-06-0032	2012	0.3943
maize	IN-06-0032	2013	0.453472222
maize	IN-06-0032	2014	0.454738095
maize	IN-06-0032	2015	0.464925
maize	IN-06-0032	2016	0.443473684
maize	IN-06-0032	2017	0.462439024
maize	IN-06-0032	2018	0.406435897
maize	IN-06-0032	2019	0.446657895
maize	IN-06-0032	2020	0.516488372
maize	IN-06-0032	2021	0.49647619
maize	IN-06-0032	2022	0.502820513
maize	IN-06-0032	2023	0.501175
maize	IN-06-0033	2001	0.306146341
maize	IN-06-0033	2002	0.3024
maize	IN-06-0033	2003	0.3394
maize	IN-06-0033	2004	0.349525
maize	IN-06-0033	2005	0.364804878
maize	IN-06-0033	2006	0.359794872
maize	IN-06-0033	2007	0.399395349
maize	IN-06-0033	2008	0.389897436
maize	IN-06-0033	2009	0.365675
maize	IN-06-0033	2010	0.401418605
maize	IN-06-0033	2011	0.394648649
maize	IN-06-0033	2012	0.394317073
maize	IN-06-0033	2013	0.422257143
maize	IN-06-0033	2014	0.407097561
maize	IN-06-0033	2015	0.417025
maize	IN-06-0033	2016	0.418394737
maize	IN-06-0033	2017	0.416157895
maize	IN-06-0033	2018	0.401948718
maize	IN-06-0033	2019	0.426216216
maize	IN-06-0033	2020	0.476418605
maize	IN-06-0033	2021	0.45404878
maize	IN-06-0033	2022	0.459052632
maize	IN-06-0033	2023	0.467372093
maize	IN-06-1057	2001	0.410452381
maize	IN-06-1057	2002	0.399547619
maize	IN-06-1057	2003	0.431238095
maize	IN-06-1057	2004	0.431285714
maize	IN-06-1057	2005	0.444045455
maize	IN-06-1057	2006	0.424780488
maize	IN-06-1057	2007	0.436204545
maize	IN-06-1057	2008	0.427263158
maize	IN-06-1057	2009	0.431644444
maize	IN-06-1057	2010	0.447906977
maize	IN-06-1057	2011	0.442658537
maize	IN-06-1057	2012	0.420947368
maize	IN-06-1057	2013	0.455578947
maize	IN-06-1057	2014	0.462146341
maize	IN-06-1057	2015	0.487761905
maize	IN-06-1057	2016	0.439868421
maize	IN-06-1057	2017	0.449341463
maize	IN-06-1057	2018	0.409487179
maize	IN-06-1057	2019	0.454475
maize	IN-06-1057	2020	0.506902439
maize	IN-06-1057	2021	0.475707317
maize	IN-06-1057	2022	0.487604651
maize	IN-06-1057	2023	0.46685
maize	IN-06-0036	2001	0.3301
maize	IN-06-0036	2002	0.327906977
maize	IN-06-0036	2003	0.3827
maize	IN-06-0036	2004	0.359829268
maize	IN-06-0036	2005	0.377714286
maize	IN-06-0036	2006	0.37935
maize	IN-06-0036	2007	0.387512195
maize	IN-06-0036	2008	0.386658537
maize	IN-06-0036	2009	0.409511628
maize	IN-06-0036	2010	0.414
maize	IN-06-0036	2011	0.427692308
maize	IN-06-0036	2012	0.3935
maize	IN-06-0036	2013	0.424194444
maize	IN-06-0036	2014	0.417953488
maize	IN-06-0036	2015	0.427333333
maize	IN-06-0036	2016	0.418
maize	IN-06-0036	2017	0.435789474
maize	IN-06-0036	2018	0.408794872
maize	IN-06-0036	2019	0.470131579
maize	IN-06-0036	2020	0.48625
maize	IN-06-0036	2021	0.462375
maize	IN-06-0036	2022	0.467926829
maize	IN-06-0036	2023	0.471825
maize	IN-06-0024	2001	0.358309524
maize	IN-06-0024	2002	0.333837209
maize	IN-06-0024	2003	0.35797561
maize	IN-06-0024	2004	0.3547
maize	IN-06-0024	2005	0.393804348
maize	IN-06-0024	2006	0.381928571
maize	IN-06-0024	2007	0.408325581
maize	IN-06-0024	2008	0.386292683
maize	IN-06-0024	2009	0.411642857
maize	IN-06-0024	2010	0.401071429
maize	IN-06-0024	2011	0.399675
maize	IN-06-0024	2012	0.380225
maize	IN-06-0024	2013	0.430125
maize	IN-06-0024	2014	0.424404762
maize	IN-06-0024	2015	0.414209302
maize	IN-06-0024	2016	0.388717949
maize	IN-06-0024	2017	0.429804878
maize	IN-06-0024	2018	0.378324324
maize	IN-06-0024	2019	0.425513514
maize	IN-06-0024	2020	0.490777778
maize	IN-06-0024	2021	0.449116279
maize	IN-06-0024	2022	0.477511628
maize	IN-06-0024	2023	0.466547619
maize	IN-06-0022	2001	0.377422222
maize	IN-06-0022	2002	0.342795455
maize	IN-06-0022	2003	0.372186047
maize	IN-06-0022	2004	0.361488889
maize	IN-06-0022	2005	0.362116279
maize	IN-06-0022	2006	0.375355556
maize	IN-06-0022	2007	0.348133333
maize	IN-06-0022	2008	0.358704545
maize	IN-06-0022	2009	0.381930233
maize	IN-06-0022	2010	0.392386364
maize	IN-06-0022	2011	0.423418605
maize	IN-06-0022	2012	0.397219512
maize	IN-06-0022	2013	0.44852381
maize	IN-06-0022	2014	0.420575
maize	IN-06-0022	2015	0.411444444
maize	IN-06-0022	2016	0.404219512
maize	IN-06-0022	2017	0.401902439
maize	IN-06-0022	2018	0.373390244
maize	IN-06-0022	2019	0.431027778
maize	IN-06-0022	2020	0.452113636
maize	IN-06-0022	2021	0.444372093
maize	IN-06-0022	2022	0.448243902
maize	IN-06-0022	2023	0.45302381
maize	IN-06-1058	2001	0.420333333
maize	IN-06-1058	2002	0.429121951
maize	IN-06-1058	2003	0.418567568
maize	IN-06-1058	2004	0.438810811
maize	IN-06-1058	2005	0.463075
maize	IN-06-1058	2006	0.464794872
maize	IN-06-1058	2007	0.468853659
maize	IN-06-1058	2008	0.467414634
maize	IN-06-1058	2009	0.47197619
maize	IN-06-1058	2010	0.480675
maize	IN-06-1058	2011	0.493263158
maize	IN-06-1058	2012	0.45535
maize	IN-06-1058	2013	0.491277778
maize	IN-06-1058	2014	0.467589744
maize	IN-06-1058	2015	0.49355
maize	IN-06-1058	2016	0.483756757
maize	IN-06-1058	2017	0.503763158
maize	IN-06-1058	2018	0.456864865
maize	IN-06-1058	2019	0.48375
maize	IN-06-1058	2020	0.531775
maize	IN-06-1058	2021	0.495026316
maize	IN-06-1058	2022	0.522102564
maize	IN-06-1058	2023	0.521864865
maize	IN-06-0043	2001	0.442219512
maize	IN-06-0043	2002	0.436804878
maize	IN-06-0043	2003	0.441025
maize	IN-06-0043	2004	0.444785714
maize	IN-06-0043	2005	0.445560976
maize	IN-06-0043	2006	0.45755
maize	IN-06-0043	2007	0.474534884
maize	IN-06-0043	2008	0.474285714
maize	IN-06-0043	2009	0.47255814
maize	IN-06-0043	2010	0.468219512
maize	IN-06-0043	2011	0.496121951
maize	IN-06-0043	2012	0.4609
maize	IN-06-0043	2013	0.475257143
maize	IN-06-0043	2014	0.4725
maize	IN-06-0043	2015	0.485195122
maize	IN-06-0043	2016	0.49297561
maize	IN-06-0043	2017	0.522075
maize	IN-06-0043	2018	0.477526316
maize	IN-06-0043	2019	0.508225
maize	IN-06-0043	2020	0.533395349
maize	IN-06-0043	2021	0.542186047
maize	IN-06-0043	2022	0.53347619
maize	IN-06-0043	2023	0.5488
maize	IN-06-0028	2001	0.354974359
maize	IN-06-0028	2002	0.354463415
maize	IN-06-0028	2003	0.366710526
maize	IN-06-0028	2004	0.41295
maize	IN-06-0028	2005	0.403829268
maize	IN-06-0028	2006	0.393846154
maize	IN-06-0028	2007	0.434
maize	IN-06-0028	2008	0.396138889
maize	IN-06-0028	2009	0.387641026
maize	IN-06-0028	2010	0.421026316
maize	IN-06-0028	2011	0.424756757
maize	IN-06-0028	2012	0.40525641
maize	IN-06-0028	2013	0.436852941
maize	IN-06-0028	2014	0.425736842
maize	IN-06-0028	2015	0.452315789
maize	IN-06-0028	2016	0.409621622
maize	IN-06-0028	2017	0.422605263
maize	IN-06-0028	2018	0.394324324
maize	IN-06-0028	2019	0.409205882
maize	IN-06-0028	2020	0.485333333
maize	IN-06-0028	2021	0.437
maize	IN-06-0028	2022	0.472459459
maize	IN-06-0028	2023	0.472297297
maize	IN-06-0007	2001	0.432642857
maize	IN-06-0007	2002	0.416333333
maize	IN-06-0007	2003	0.435292683
maize	IN-06-0007	2004	0.448093023
maize	IN-06-0007	2005	0.437878049
maize	IN-06-0007	2006	0.455357143
maize	IN-06-0007	2007	0.449363636
maize	IN-06-0007	2008	0.449025
maize	IN-06-0007	2009	0.444477273
maize	IN-06-0007	2010	0.449634146
maize	IN-06-0007	2011	0.469146341
maize	IN-06-0007	2012	0.459
maize	IN-06-0007	2013	0.472736842
maize	IN-06-0007	2014	0.485534884
maize	IN-06-0007	2015	0.500813953
maize	IN-06-0007	2016	0.497804878
maize	IN-06-0007	2017	0.500512821
maize	IN-06-0007	2018	0.47274359
maize	IN-06-0007	2019	0.493333333
maize	IN-06-0007	2020	0.537863636
maize	IN-06-0007	2021	0.526463415
maize	IN-06-0007	2022	0.53304878
maize	IN-06-0007	2023	0.527488372
maize	IN-06-0034	2001	0.288051282
maize	IN-06-0034	2002	0.290105263
maize	IN-06-0034	2003	0.322447368
maize	IN-06-0034	2004	0.349205128
maize	IN-06-0034	2005	0.345076923
maize	IN-06-0034	2006	0.336108108
maize	IN-06-0034	2007	0.369682927
maize	IN-06-0034	2008	0.365305556
maize	IN-06-0034	2009	0.336526316
maize	IN-06-0034	2010	0.335486486
maize	IN-06-0034	2011	0.333441176
maize	IN-06-0034	2012	0.351
maize	IN-06-0034	2013	0.391705882
maize	IN-06-0034	2014	0.383315789
maize	IN-06-0034	2015	0.368615385
maize	IN-06-0034	2016	0.359314286
maize	IN-06-0034	2017	0.386416667
maize	IN-06-0034	2018	0.377945946
maize	IN-06-0034	2019	0.40559375
maize	IN-06-0034	2020	0.46744186
maize	IN-06-0034	2021	0.431473684
maize	IN-06-0034	2022	0.436342105
maize	IN-06-0034	2023	0.432194444
maize	IN-06-1061	2001	0.39897561
maize	IN-06-1061	2002	0.4025
maize	IN-06-1061	2003	0.416170732
maize	IN-06-1061	2004	0.43
maize	IN-06-1061	2005	0.414711111
maize	IN-06-1061	2006	0.420547619
maize	IN-06-1061	2007	0.417613636
maize	IN-06-1061	2008	0.4198
maize	IN-06-1061	2009	0.429065217
maize	IN-06-1061	2010	0.439311111
maize	IN-06-1061	2011	0.426804878
maize	IN-06-1061	2012	0.426380952
maize	IN-06-1061	2013	0.47135
maize	IN-06-1061	2014	0.461642857
maize	IN-06-1061	2015	0.465933333
maize	IN-06-1061	2016	0.449682927
maize	IN-06-1061	2017	0.4515
maize	IN-06-1061	2018	0.419410256
maize	IN-06-1061	2019	0.446315789
maize	IN-06-1061	2020	0.510186047
maize	IN-06-1061	2021	0.476813953
maize	IN-06-1061	2022	0.487121951
maize	IN-06-1061	2023	0.482651163
maize	IN-06-0012	2001	0.4078
maize	IN-06-0012	2002	0.40752381
maize	IN-06-0012	2003	0.435804878
maize	IN-06-0012	2004	0.447619048
maize	IN-06-0012	2005	0.449902439
maize	IN-06-0012	2006	0.440125
maize	IN-06-0012	2007	0.4525
maize	IN-06-0012	2008	0.443026316
maize	IN-06-0012	2009	0.444022727
maize	IN-06-0012	2010	0.452071429
maize	IN-06-0012	2011	0.4585
maize	IN-06-0012	2012	0.45675
maize	IN-06-0012	2013	0.485512821
maize	IN-06-0012	2014	0.493659091
maize	IN-06-0012	2015	0.502604651
maize	IN-06-0012	2016	0.453973684
maize	IN-06-0012	2017	0.463538462
maize	IN-06-0012	2018	0.44635
maize	IN-06-0012	2019	0.471948718
maize	IN-06-0012	2020	0.52704878
maize	IN-06-0012	2021	0.500875
maize	IN-06-0012	2022	0.504238095
maize	IN-06-0012	2023	0.488076923
maize	IN-06-0026	2001	0.354666667
maize	IN-06-0026	2002	0.329347826
maize	IN-06-0026	2003	0.343444444
maize	IN-06-0026	2004	0.333177778
maize	IN-06-0026	2005	0.345511111
maize	IN-06-0026	2006	0.337977273
maize	IN-06-0026	2007	0.335377778
maize	IN-06-0026	2008	0.371883721
maize	IN-06-0026	2009	0.365454545
maize	IN-06-0026	2010	0.385954545
maize	IN-06-0026	2011	0.409159091
maize	IN-06-0026	2012	0.380547619
maize	IN-06-0026	2013	0.424477273
maize	IN-06-0026	2014	0.413813953
maize	IN-06-0026	2015	0.399431818
maize	IN-06-0026	2016	0.384575
maize	IN-06-0026	2017	0.401731707
maize	IN-06-0026	2018	0.386804878
maize	IN-06-0026	2019	0.41625641
maize	IN-06-0026	2020	0.431454545
maize	IN-06-0026	2021	0.432311111
maize	IN-06-0026	2022	0.432302326
maize	IN-06-0026	2023	0.4355
maize	IN-06-0010	2001	0.437341463
maize	IN-06-0010	2002	0.421404762
maize	IN-06-0010	2003	0.433
maize	IN-06-0010	2004	0.458809524
maize	IN-06-0010	2005	0.447625
maize	IN-06-0010	2006	0.470292683
maize	IN-06-0010	2007	0.4685
maize	IN-06-0010	2008	0.448785714
maize	IN-06-0010	2009	0.459090909
maize	IN-06-0010	2010	0.4658
maize	IN-06-0010	2011	0.468463415
maize	IN-06-0010	2012	0.45602439
maize	IN-06-0010	2013	0.482538462
maize	IN-06-0010	2014	0.508146341
maize	IN-06-0010	2015	0.484775
maize	IN-06-0010	2016	0.500536585
maize	IN-06-0010	2017	0.516365854
maize	IN-06-0010	2018	0.466975
maize	IN-06-0010	2019	0.488025641
maize	IN-06-0010	2020	0.54
maize	IN-06-0010	2021	0.52295
maize	IN-06-0010	2022	0.528780488
maize	IN-06-0010	2023	0.5175
maize	IN-06-1062	2001	0.33395122
maize	IN-06-1062	2002	0.315454545
maize	IN-06-1062	2003	0.333833333
maize	IN-06-1062	2004	0.345
maize	IN-06-1062	2005	0.380913043
maize	IN-06-1062	2006	0.362974359
maize	IN-06-1062	2007	0.378863636
maize	IN-06-1062	2008	0.376097561
maize	IN-06-1062	2009	0.355833333
maize	IN-06-1062	2010	0.380227273
maize	IN-06-1062	2011	0.398684211
maize	IN-06-1062	2012	0.386153846
maize	IN-06-1062	2013	0.411405405
maize	IN-06-1062	2014	0.405292683
maize	IN-06-1062	2015	0.389744186
