crop_name	adm_id	year	fpar
maize	IN-06-1081	2023	42.28930556
maize	IN-06-0008	2001	37.94036111
maize	IN-06-0008	2002	38.49291667
maize	IN-06-0008	2003	37.3765
maize	IN-06-0008	2004	39.737
maize	IN-06-0008	2005	38.73994444
maize	IN-06-0008	2006	38.99683333
maize	IN-06-0008	2007	39.99894444
maize	IN-06-0008	2008	39.4255
maize	IN-06-0008	2009	38.42391667
maize	IN-06-0008	2010	41.48958333
maize	IN-06-0008	2011	39.75088889
maize	IN-06-0008	2012	39.55355556
maize	IN-06-0008	2013	41.00469444
maize	IN-06-0008	2014	43.22472222
maize	IN-06-0008	2015	42.76352778
maize	IN-06-0008	2016	39.32994444
maize	IN-06-0008	2017	41.77744444
maize	IN-06-0008	2018	39.78625
maize	IN-06-0008	2019	41.30902778
maize	IN-06-0008	2020	46.39913889
maize	IN-06-0008	2021	45.00758333
maize	IN-06-0008	2022	43.86522222
maize	IN-06-0008	2023	45.39408333
maize	IN-06-1060	2001	25.72941667
maize	IN-06-1060	2002	25.81561111
maize	IN-06-1060	2003	29.76533333
maize	IN-06-1060	2004	28.61788889
maize	IN-06-1060	2005	29.81161111
maize	IN-06-1060	2006	27.73802778
maize	IN-06-1060	2007	31.44002778
maize	IN-06-1060	2008	30.54186111
maize	IN-06-1060	2009	29.77163889
maize	IN-06-1060	2010	32.86127778
maize	IN-06-1060	2011	32.30583333
maize	IN-06-1060	2012	31.09258333
maize	IN-06-1060	2013	32.23855556
maize	IN-06-1060	2014	34.29122222
maize	IN-06-1060	2015	35.53647222
maize	IN-06-1060	2016	34.85063889
maize	IN-06-1060	2017	37.60441667
maize	IN-06-1060	2018	34.64983333
maize	IN-06-1060	2019	36.98444444
maize	IN-06-1060	2020	42.21897222
maize	IN-06-1060	2021	38.13683333
maize	IN-06-1060	2022	38.984
maize	IN-06-1060	2023	39.35475
maize	IN-06-0040	2001	32.74944444
maize	IN-06-0040	2002	34.79977778
maize	IN-06-0040	2003	34.80233333
maize	IN-06-0040	2004	36.20902778
maize	IN-06-0040	2005	35.74030556
maize	IN-06-0040	2006	36.15388889
maize	IN-06-0040	2007	37.31547222
maize	IN-06-0040	2008	36.20630556
maize	IN-06-0040	2009	36.74313889
maize	IN-06-0040	2010	39.85272222
maize	IN-06-0040	2011	38.66416667
maize	IN-06-0040	2012	35.99072222
maize	IN-06-0040	2013	37.14147222
maize	IN-06-0040	2014	39.9675
maize	IN-06-0040	2015	41.74175
maize	IN-06-0040	2016	37.14186111
maize	IN-06-0040	2017	41.43086111
maize	IN-06-0040	2018	37.62394444
maize	IN-06-0040	2019	39.37605556
maize	IN-06-0040	2020	47.4565
maize	IN-06-0040	2021	44.47802778
maize	IN-06-0040	2022	44.47766667
maize	IN-06-0040	2023	45.70272222
maize	IN-06-0027	2001	30.37797222
maize	IN-06-0027	2002	30.86713889
maize	IN-06-0027	2003	31.49036111
maize	IN-06-0027	2004	32.12780556
maize	IN-06-0027	2005	30.30572222
maize	IN-06-0027	2006	29.06877778
maize	IN-06-0027	2007	27.94744444
maize	IN-06-0027	2008	31.37177778
maize	IN-06-0027	2009	32.63191667
maize	IN-06-0027	2010	34.539
maize	IN-06-0027	2011	35.50008333
maize	IN-06-0027	2012	33.36936111
maize	IN-06-0027	2013	37.07261111
maize	IN-06-0027	2014	36.21611111
maize	IN-06-0027	2015	36.07311111
maize	IN-06-0027	2016	35.17802778
maize	IN-06-0027	2017	35.87358333
maize	IN-06-0027	2018	33.97633333
maize	IN-06-0027	2019	38.14002778
maize	IN-06-0027	2020	38.38591667
maize	IN-06-0027	2021	38.10175
maize	IN-06-0027	2022	38.7755
maize	IN-06-0027	2023	40.02447222
maize	IN-06-0502	2001	32.47475
maize	IN-06-0502	2002	32.99938889
maize	IN-06-0502	2003	33.49044444
maize	IN-06-0502	2004	36.00313889
maize	IN-06-0502	2005	35.08544444
maize	IN-06-0502	2006	35.00769444
maize	IN-06-0502	2007	37.98847222
maize	IN-06-0502	2008	37.51530556
maize	IN-06-0502	2009	37.24230556
maize	IN-06-0502	2010	39.72994444
maize	IN-06-0502	2011	36.91222222
maize	IN-06-0502	2012	35.38908333
maize	IN-06-0502	2013	37.38447222
maize	IN-06-0502	2014	38.37344444
maize	IN-06-0502	2015	38.55513889
maize	IN-06-0502	2016	36.87638889
maize	IN-06-0502	2017	40.15166667
maize	IN-06-0502	2018	36.87063889
maize	IN-06-0502	2019	39.17147222
maize	IN-06-0502	2020	43.57327778
maize	IN-06-0502	2021	41.77591667
maize	IN-06-0502	2022	41.06125
maize	IN-06-0502	2023	43.94683333
maize	IN-06-1082	2001	32.41686111
maize	IN-06-1082	2002	31.68663889
maize	IN-06-1082	2003	33.68772222
maize	IN-06-1082	2004	34.45752778
maize	IN-06-1082	2005	33.58333333
maize	IN-06-1082	2006	32.89019444
maize	IN-06-1082	2007	36.23636111
maize	IN-06-1082	2008	35.30780556
maize	IN-06-1082	2009	34.97458333
maize	IN-06-1082	2010	37.51919444
maize	IN-06-1082	2011	36.17136111
maize	IN-06-1082	2012	34.35538889
maize	IN-06-1082	2013	36.87216667
maize	IN-06-1082	2014	38.52636111
maize	IN-06-1082	2015	39.11766667
maize	IN-06-1082	2016	37.98366667
maize	IN-06-1082	2017	41.76861111
maize	IN-06-1082	2018	37.45569444
maize	IN-06-1082	2019	39.62552778
maize	IN-06-1082	2020	45.65444444
maize	IN-06-1082	2021	42.16533333
maize	IN-06-1082	2022	41.77388889
maize	IN-06-1082	2023	41.78311111
maize	IN-06-0016	2001	33.03780556
maize	IN-06-0016	2002	32.58911111
maize	IN-06-0016	2003	35.69761111
maize	IN-06-0016	2004	36.88286111
maize	IN-06-0016	2005	35.22955556
maize	IN-06-0016	2006	34.15011111
maize	IN-06-0016	2007	32.67838889
maize	IN-06-0016	2008	31.84705556
maize	IN-06-0016	2009	36.76925
maize	IN-06-0016	2010	36.99077778
maize	IN-06-0016	2011	37.32269444
maize	IN-06-0016	2012	36.50575
maize	IN-06-0016	2013	38.71363889
maize	IN-06-0016	2014	39.39516667
maize	IN-06-0016	2015	37.24594444
maize	IN-06-0016	2016	32.71913889
maize	IN-06-0016	2017	37.69769444
maize	IN-06-0016	2018	33.33338889
maize	IN-06-0016	2019	38.24575
maize	IN-06-0016	2020	42.41972222
maize	IN-06-0016	2021	39.62138889
maize	IN-06-0016	2022	40.93233333
maize	IN-06-0016	2023	42.53558333
maize	IN-06-0009	2001	33.08522222
maize	IN-06-0009	2002	32.99388889
maize	IN-06-0009	2003	34.08208333
maize	IN-06-0009	2004	36.07541667
maize	IN-06-0009	2005	35.23902778
maize	IN-06-0009	2006	35.78083333
maize	IN-06-0009	2007	37.23555556
maize	IN-06-0009	2008	36.03686111
maize	IN-06-0009	2009	35.16533333
maize	IN-06-0009	2010	39.53538889
maize	IN-06-0009	2011	37.84361111
maize	IN-06-0009	2012	36.7195
maize	IN-06-0009	2013	37.20872222
maize	IN-06-0009	2014	40.10286111
maize	IN-06-0009	2015	41.20502778
maize	IN-06-0009	2016	37.74430556
maize	IN-06-0009	2017	40.63038889
maize	IN-06-0009	2018	38.65494444
maize	IN-06-0009	2019	39.40013889
maize	IN-06-0009	2020	46.94738889
maize	IN-06-0009	2021	44.01658333
maize	IN-06-0009	2022	44.64697222
maize	IN-06-0009	2023	45.39911111
maize	IN-06-0014	2001	33.163
maize	IN-06-0014	2002	31.36972222
maize	IN-06-0014	2003	34.69788889
maize	IN-06-0014	2004	35.13058333
maize	IN-06-0014	2005	33.21025
maize	IN-06-0014	2006	33.58511111
maize	IN-06-0014	2007	34.59911111
maize	IN-06-0014	2008	34.19086111
maize	IN-06-0014	2009	35.72466667
maize	IN-06-0014	2010	36.96458333
maize	IN-06-0014	2011	36.02305556
maize	IN-06-0014	2012	35.12
maize	IN-06-0014	2013	36.59113889
maize	IN-06-0014	2014	38.45294444
maize	IN-06-0014	2015	37.76916667
maize	IN-06-0014	2016	35.46011111
maize	IN-06-0014	2017	37.74947222
maize	IN-06-0014	2018	34.84747222
maize	IN-06-0014	2019	38.08780556
maize	IN-06-0014	2020	42.24869444
maize	IN-06-0014	2021	39.84130556
maize	IN-06-0014	2022	40.72169444
maize	IN-06-0014	2023	41.44402778
maize	IN-06-0025	2001	32.07258333
maize	IN-06-0025	2002	32.13038889
maize	IN-06-0025	2003	34.39572222
maize	IN-06-0025	2004	34.27347222
maize	IN-06-0025	2005	31.97636111
maize	IN-06-0025	2006	33.10255556
maize	IN-06-0025	2007	32.35713889
maize	IN-06-0025	2008	32.37652778
maize	IN-06-0025	2009	35.76194444
maize	IN-06-0025	2010	35.4505
maize	IN-06-0025	2011	37.27375
maize	IN-06-0025	2012	35.31416667
maize	IN-06-0025	2013	40.30855556
maize	IN-06-0025	2014	39.29863889
maize	IN-06-0025	2015	38.42133333
maize	IN-06-0025	2016	37.90288889
maize	IN-06-0025	2017	39.75605556
maize	IN-06-0025	2018	36.94636111
maize	IN-06-0025	2019	41.68716667
maize	IN-06-0025	2020	42.39011111
maize	IN-06-0025	2021	42.56527778
maize	IN-06-0025	2022	44.13875
maize	IN-06-0025	2023	43.01094444
maize	IN-06-0032	2001	32.06052778
maize	IN-06-0032	2002	33.02858333
maize	IN-06-0032	2003	34.47405556
maize	IN-06-0032	2004	35.48980556
maize	IN-06-0032	2005	36.28088889
maize	IN-06-0032	2006	34.88977778
maize	IN-06-0032	2007	37.51811111
maize	IN-06-0032	2008	36.20627778
maize	IN-06-0032	2009	36.38622222
maize	IN-06-0032	2010	38.10455556
maize	IN-06-0032	2011	38.36366667
maize	IN-06-0032	2012	35.0315
maize	IN-06-0032	2013	37.41561111
maize	IN-06-0032	2014	38.65702778
maize	IN-06-0032	2015	40.17005556
maize	IN-06-0032	2016	38.81827778
maize	IN-06-0032	2017	40.52380556
maize	IN-06-0032	2018	36.07063889
maize	IN-06-0032	2019	37.68591667
maize	IN-06-0032	2020	45.86627778
maize	IN-06-0032	2021	41.49605556
maize	IN-06-0032	2022	42.49716667
maize	IN-06-0032	2023	44.21719444
maize	IN-06-0033	2001	24.22725
maize	IN-06-0033	2002	25.47872222
maize	IN-06-0033	2003	30.16394444
maize	IN-06-0033	2004	29.22586111
maize	IN-06-0033	2005	31.39486111
maize	IN-06-0033	2006	29.72944444
maize	IN-06-0033	2007	33.54866667
maize	IN-06-0033	2008	33.31347222
maize	IN-06-0033	2009	32.26822222
maize	IN-06-0033	2010	35.04569444
maize	IN-06-0033	2011	34.83822222
maize	IN-06-0033	2012	33.62269444
maize	IN-06-0033	2013	35.98261111
maize	IN-06-0033	2014	36.89352778
maize	IN-06-0033	2015	37.513
maize	IN-06-0033	2016	37.00994444
maize	IN-06-0033	2017	40.02397222
maize	IN-06-0033	2018	36.63944444
maize	IN-06-0033	2019	39.39441667
maize	IN-06-0033	2020	43.24858333
maize	IN-06-0033	2021	40.38586111
maize	IN-06-0033	2022	41.87202778
maize	IN-06-0033	2023	41.20566667
maize	IN-06-1057	2001	31.26630556
maize	IN-06-1057	2002	30.95127778
maize	IN-06-1057	2003	31.72613889
maize	IN-06-1057	2004	33.73116667
maize	IN-06-1057	2005	32.15175
maize	IN-06-1057	2006	31.75363889
maize	IN-06-1057	2007	34.01194444
maize	IN-06-1057	2008	32.79780556
maize	IN-06-1057	2009	33.68386111
maize	IN-06-1057	2010	35.237
maize	IN-06-1057	2011	34.08316667
maize	IN-06-1057	2012	34.39644444
maize	IN-06-1057	2013	37.23808333
maize	IN-06-1057	2014	37.20908333
maize	IN-06-1057	2015	38.88313889
maize	IN-06-1057	2016	34.12336111
maize	IN-06-1057	2017	36.34522222
maize	IN-06-1057	2018	33.30819444
maize	IN-06-1057	2019	38.03211111
maize	IN-06-1057	2020	42.03247222
maize	IN-06-1057	2021	40.50658333
maize	IN-06-1057	2022	40.55452778
maize	IN-06-1057	2023	41.81052778
maize	IN-06-0036	2001	26.25613889
maize	IN-06-0036	2002	27.26158333
maize	IN-06-0036	2003	31.00486111
maize	IN-06-0036	2004	29.75055556
maize	IN-06-0036	2005	30.50372222
maize	IN-06-0036	2006	29.46163889
maize	IN-06-0036	2007	32.04455556
maize	IN-06-0036	2008	32.62411111
maize	IN-06-0036	2009	33.06713889
maize	IN-06-0036	2010	34.57116667
maize	IN-06-0036	2011	35.87844444
maize	IN-06-0036	2012	32.51030556
maize	IN-06-0036	2013	34.81086111
maize	IN-06-0036	2014	35.62633333
maize	IN-06-0036	2015	37.37486111
maize	IN-06-0036	2016	36.84558333
maize	IN-06-0036	2017	40.16830556
maize	IN-06-0036	2018	37.03488889
maize	IN-06-0036	2019	40.21563889
maize	IN-06-0036	2020	44.20988889
maize	IN-06-0036	2021	41.36094444
maize	IN-06-0036	2022	42.00330556
maize	IN-06-0036	2023	41.50347222
maize	IN-06-0024	2001	31.63963889
maize	IN-06-0024	2002	29.88786111
maize	IN-06-0024	2003	31.31144444
maize	IN-06-0024	2004	30.92488889
maize	IN-06-0024	2005	32.86427778
maize	IN-06-0024	2006	32.18083333
maize	IN-06-0024	2007	35.58638889
maize	IN-06-0024	2008	35.40669444
maize	IN-06-0024	2009	36.99058333
maize	IN-06-0024	2010	36.35788889
maize	IN-06-0024	2011	35.825
maize	IN-06-0024	2012	34.87997222
maize	IN-06-0024	2013	37.82122222
maize	IN-06-0024	2014	38.05319444
maize	IN-06-0024	2015	37.89675
maize	IN-06-0024	2016	35.61661111
maize	IN-06-0024	2017	37.66183333
maize	IN-06-0024	2018	34.06422222
maize	IN-06-0024	2019	39.58805556
maize	IN-06-0024	2020	43.67713889
maize	IN-06-0024	2021	38.71294444
maize	IN-06-0024	2022	42.97569444
maize	IN-06-0024	2023	42.72155556
maize	IN-06-0022	2001	32.66119444
maize	IN-06-0022	2002	31.05841667
maize	IN-06-0022	2003	32.96216667
maize	IN-06-0022	2004	34.45716667
maize	IN-06-0022	2005	33.14497222
maize	IN-06-0022	2006	32.67211111
maize	IN-06-0022	2007	30.58672222
maize	IN-06-0022	2008	32.19841667
maize	IN-06-0022	2009	35.05544444
maize	IN-06-0022	2010	35.10458333
maize	IN-06-0022	2011	38.64688889
maize	IN-06-0022	2012	36.10288889
maize	IN-06-0022	2013	40.94105556
maize	IN-06-0022	2014	38.96788889
maize	IN-06-0022	2015	37.9655
maize	IN-06-0022	2016	37.85586111
maize	IN-06-0022	2017	37.06636111
maize	IN-06-0022	2018	35.19352778
maize	IN-06-0022	2019	41.49316667
maize	IN-06-0022	2020	41.75358333
maize	IN-06-0022	2021	41.2605
maize	IN-06-0022	2022	43.13775
maize	IN-06-0022	2023	42.368
maize	IN-06-1058	2001	37.56033333
maize	IN-06-1058	2002	37.91322222
maize	IN-06-1058	2003	37.98877778
maize	IN-06-1058	2004	38.96972222
maize	IN-06-1058	2005	40.74238889
maize	IN-06-1058	2006	39.33283333
maize	IN-06-1058	2007	41.158
maize	IN-06-1058	2008	40.38927778
maize	IN-06-1058	2009	40.72927778
maize	IN-06-1058	2010	42.58708333
maize	IN-06-1058	2011	42.65858333
maize	IN-06-1058	2012	39.25008333
maize	IN-06-1058	2013	40.49505556
maize	IN-06-1058	2014	42.43936111
maize	IN-06-1058	2015	42.63186111
maize	IN-06-1058	2016	41.86319444
maize	IN-06-1058	2017	43.72405556
maize	IN-06-1058	2018	39.98827778
maize	IN-06-1058	2019	43.87366667
maize	IN-06-1058	2020	48.76641667
maize	IN-06-1058	2021	45.97277778
maize	IN-06-1058	2022	45.86313889
maize	IN-06-1058	2023	48.19097222
maize	IN-06-0043	2001	37.4285
maize	IN-06-0043	2002	35.82263889
maize	IN-06-0043	2003	36.19555556
maize	IN-06-0043	2004	38.73480556
maize	IN-06-0043	2005	38.14041667
maize	IN-06-0043	2006	38.05097222
maize	IN-06-0043	2007	40.56897222
maize	IN-06-0043	2008	40.33033333
maize	IN-06-0043	2009	40.26797222
maize	IN-06-0043	2010	41.75227778
maize	IN-06-0043	2011	41.30791667
maize	IN-06-0043	2012	39.31875
maize	IN-06-0043	2013	38.47997222
maize	IN-06-0043	2014	41.54411111
maize	IN-06-0043	2015	42.01813889
maize	IN-06-0043	2016	41.92413889
maize	IN-06-0043	2017	44.53975
maize	IN-06-0043	2018	41.24758333
maize	IN-06-0043	2019	43.61255556
maize	IN-06-0043	2020	48.58175
maize	IN-06-0043	2021	47.86636111
maize	IN-06-0043	2022	48.42758333
maize	IN-06-0043	2023	50.56105556
maize	IN-06-0028	2001	29.16477778
maize	IN-06-0028	2002	29.96188889
maize	IN-06-0028	2003	31.03377778
maize	IN-06-0028	2004	33.72341667
maize	IN-06-0028	2005	33.66980556
maize	IN-06-0028	2006	31.79108333
maize	IN-06-0028	2007	36.04069444
maize	IN-06-0028	2008	34.40922222
maize	IN-06-0028	2009	33.66875
maize	IN-06-0028	2010	35.31766667
maize	IN-06-0028	2011	34.77102778
maize	IN-06-0028	2012	33.30513889
maize	IN-06-0028	2013	35.29316667
maize	IN-06-0028	2014	36.837
maize	IN-06-0028	2015	38.72447222
maize	IN-06-0028	2016	34.35127778
maize	IN-06-0028	2017	37.86716667
maize	IN-06-0028	2018	34.56341667
maize	IN-06-0028	2019	35.44902778
maize	IN-06-0028	2020	42.08430556
maize	IN-06-0028	2021	37.24594444
maize	IN-06-0028	2022	38.4825
maize	IN-06-0028	2023	39.84988889
maize	IN-06-0007	2001	34.77461111
maize	IN-06-0007	2002	34.16741667
maize	IN-06-0007	2003	36.23141667
maize	IN-06-0007	2004	37.77122222
maize	IN-06-0007	2005	34.93608333
maize	IN-06-0007	2006	36.71413889
maize	IN-06-0007	2007	36.75536111
maize	IN-06-0007	2008	37.49127778
maize	IN-06-0007	2009	37.56341667
maize	IN-06-0007	2010	38.10363889
maize	IN-06-0007	2011	38.65608333
maize	IN-06-0007	2012	38.92302778
maize	IN-06-0007	2013	40.83833333
maize	IN-06-0007	2014	42.29947222
maize	IN-06-0007	2015	43.51369444
maize	IN-06-0007	2016	41.92897222
maize	IN-06-0007	2017	43.71180556
maize	IN-06-0007	2018	40.90061111
maize	IN-06-0007	2019	45.01572222
maize	IN-06-0007	2020	48.47233333
maize	IN-06-0007	2021	48.17275
maize	IN-06-0007	2022	49.25602778
maize	IN-06-0007	2023	50.188
maize	IN-06-0034	2001	24.47013889
maize	IN-06-0034	2002	26.77725
maize	IN-06-0034	2003	31.79747222
maize	IN-06-0034	2004	30.70108333
maize	IN-06-0034	2005	32.13688889
maize	IN-06-0034	2006	31.25983333
maize	IN-06-0034	2007	33.73361111
maize	IN-06-0034	2008	33.17402778
maize	IN-06-0034	2009	32.28419444
maize	IN-06-0034	2010	33.06369444
maize	IN-06-0034	2011	32.73041667
maize	IN-06-0034	2012	32.76383333
maize	IN-06-0034	2013	35.49233333
maize	IN-06-0034	2014	36.90819444
maize	IN-06-0034	2015	35.49605556
maize	IN-06-0034	2016	35.69772222
maize	IN-06-0034	2017	39.90125
maize	IN-06-0034	2018	36.03344444
maize	IN-06-0034	2019	39.09025
maize	IN-06-0034	2020	43.98305556
maize	IN-06-0034	2021	40.84897222
maize	IN-06-0034	2022	42.32352778
maize	IN-06-0034	2023	40.97113889
maize	IN-06-1061	2001	33.41677778
maize	IN-06-1061	2002	33.08891667
maize	IN-06-1061	2003	35.23805556
maize	IN-06-1061	2004	36.83738889
maize	IN-06-1061	2005	34.24661111
maize	IN-06-1061	2006	34.57269444
maize	IN-06-1061	2007	35.11947222
maize	IN-06-1061	2008	35.20377778
maize	IN-06-1061	2009	36.44847222
maize	IN-06-1061	2010	37.01586111
maize	IN-06-1061	2011	36.19261111
maize	IN-06-1061	2012	37.14930556
maize	IN-06-1061	2013	39.49502778
maize	IN-06-1061	2014	40.31813889
maize	IN-06-1061	2015	41.04644444
maize	IN-06-1061	2016	37.80441667
maize	IN-06-1061	2017	39.7115
maize	IN-06-1061	2018	37.15502778
maize	IN-06-1061	2019	41.63658333
maize	IN-06-1061	2020	45.25586111
maize	IN-06-1061	2021	43.37708333
maize	IN-06-1061	2022	44.32497222
maize	IN-06-1061	2023	44.78536111
maize	IN-06-0012	2001	32.68755556
maize	IN-06-0012	2002	33.60063889
maize	IN-06-0012	2003	35.05886111
maize	IN-06-0012	2004	35.87533333
maize	IN-06-0012	2005	35.45211111
maize	IN-06-0012	2006	35.59158333
maize	IN-06-0012	2007	37.15433333
maize	IN-06-0012	2008	36.43502778
maize	IN-06-0012	2009	37.34613889
maize	IN-06-0012	2010	38.43702778
maize	IN-06-0012	2011	37.45702778
maize	IN-06-0012	2012	38.11863889
maize	IN-06-0012	2013	40.74355556
maize	IN-06-0012	2014	41.9135
maize	IN-06-0012	2015	42.50522222
maize	IN-06-0012	2016	38.31119444
maize	IN-06-0012	2017	41.39588889
maize	IN-06-0012	2018	38.27519444
maize	IN-06-0012	2019	41.92386111
maize	IN-06-0012	2020	46.24922222
maize	IN-06-0012	2021	44.15355556
maize	IN-06-0012	2022	44.1085
maize	IN-06-0012	2023	45.63319444
maize	IN-06-0026	2001	31.81969444
maize	IN-06-0026	2002	31.75466667
maize	IN-06-0026	2003	31.45188889
maize	IN-06-0026	2004	32.66236111
maize	IN-06-0026	2005	32.55119444
maize	IN-06-0026	2006	30.53355556
maize	IN-06-0026	2007	30.19394444
maize	IN-06-0026	2008	34.17902778
maize	IN-06-0026	2009	34.76986111
maize	IN-06-0026	2010	36.81705556
maize	IN-06-0026	2011	38.61666667
maize	IN-06-0026	2012	36.20466667
maize	IN-06-0026	2013	40.45052778
maize	IN-06-0026	2014	38.46108333
maize	IN-06-0026	2015	38.59516667
maize	IN-06-0026	2016	38.28411111
maize	IN-06-0026	2017	39.09252778
maize	IN-06-0026	2018	37.43983333
maize	IN-06-0026	2019	41.7675
maize	IN-06-0026	2020	41.34011111
maize	IN-06-0026	2021	40.75202778
maize	IN-06-0026	2022	41.84627778
maize	IN-06-0026	2023	41.93816667
maize	IN-06-0010	2001	34.96361111
maize	IN-06-0010	2002	34.29358333
maize	IN-06-0010	2003	36.20605556
maize	IN-06-0010	2004	38.71552778
maize	IN-06-0010	2005	36.35036111
maize	IN-06-0010	2006	38.16158333
maize	IN-06-0010	2007	38.18197222
maize	IN-06-0010	2008	36.65986111
maize	IN-06-0010	2009	37.59830556
maize	IN-06-0010	2010	39.89388889
maize	IN-06-0010	2011	38.45558333
maize	IN-06-0010	2012	37.44175
maize	IN-06-0010	2013	38.51247222
maize	IN-06-0010	2014	42.49433333
maize	IN-06-0010	2015	41.19786111
maize	IN-06-0010	2016	41.26833333
maize	IN-06-0010	2017	42.10705556
maize	IN-06-0010	2018	39.67755556
maize	IN-06-0010	2019	42.04719444
maize	IN-06-0010	2020	45.9965
maize	IN-06-0010	2021	45.33505556
maize	IN-06-0010	2022	45.07308333
maize	IN-06-0010	2023	47.74925
maize	IN-06-1062	2001	31.51155556
maize	IN-06-1062	2002	29.75563889
maize	IN-06-1062	2003	31.00872222
maize	IN-06-1062	2004	31.82877778
maize	IN-06-1062	2005	35.90497222
maize	IN-06-1062	2006	34.74983333
maize	IN-06-1062	2007	35.63902778
maize	IN-06-1062	2008	35.71061111
maize	IN-06-1062	2009	34.43763889
maize	IN-06-1062	2010	33.92713889
maize	IN-06-1062	2011	39.10386111
maize	IN-06-1062	2012	37.485
