crop_name	adm_id	awc	bulk_density	drainage_class
maize	IN-12-1040	14.453	1.53	5
maize	IN-01-0052	13.421	1.596	4
maize	IN-08-0719	13.957	1.453	4
maize	IN-12-1031	14.551	1.483	5
maize	IN-12-0224	15.569	1.495	5
maize	IN-12-0200	14.021	1.58	5
maize	IN-12-0233	15.579	1.494	5
maize	IN-08-0702	13.227	1.428	5
maize	IN-12-0220	15.734	1.49	5
maize	IN-12-1034	15.395	1.494	5
maize	IN-12-0215	12.843	1.617	5
maize	IN-12-0236	15.569	1.495	5
maize	IN-08-0729	14.461	1.551	4
maize	IN-12-0199	14.578	1.483	5
maize	IN-14-0002	10.739	1.573	4
maize	IN-12-0223	15.569	1.495	5
maize	IN-12-1044	13.935	1.517	4
maize	IN-08-0714	11.344	1.418	4
maize	IN-12-0205	13.811	1.508	5
maize	IN-14-0004	10.735	1.574	4
maize	IN-12-0192	11.919	1.541	5
maize	IN-12-1036	13.014	1.505	4
maize	IN-12-1037	12.899	1.613	5
maize	IN-01-0054	13.424	1.494	5
maize	IN-01-0053	13.59	1.475	5
maize	IN-08-0703	9.843	1.436	4
maize	IN-08-0730	10.871	1.562	4
maize	IN-12-0222	15.284	1.49	5
maize	IN-14-1056	10.737	1.574	4
maize	IN-12-0231	15.569	1.495	5
maize	IN-14-0001	10.71	1.592	4
maize	IN-01-0046	13.506	1.432	4
maize	IN-12-0198	12.189	1.549	5
maize	IN-12-0209	14.46	1.491	5
maize	IN-08-0720	13.129	1.34	4
maize	IN-12-1038	11.267	1.552	5
maize	IN-12-0219	15.43	1.495	5
maize	IN-12-0232	15.569	1.495	5
maize	IN-12-0221	15.493	1.495	5
maize	IN-01-0049	14.913	1.531	4
maize	IN-12-0214	12.824	1.618	5
maize	IN-12-0229	15.209	1.491	5
maize	IN-19-0654	10.338	1.365	4
maize	IN-08-0716	10.862	1.423	4
maize	IN-12-0213	12.92	1.602	5
maize	IN-14-1066	11.777	1.553	5
maize	IN-12-0218	15.135	1.501	5
maize	IN-12-0211	12.819	1.62	5
maize	IN-12-1041	14.578	1.483	5
maize	IN-12-0547	14.518	1.487	5
maize	IN-12-0548	14.461	1.491	5
maize	IN-12-2013	14.172	1.562	5
maize	IN-12-1042	13.931	1.532	5
maize	IN-08-0707	11.383	1.408	5
maize	IN-12-0230	15.58	1.494	5
maize	IN-08-0725	10.154	1.427	4
maize	IN-19-0659	12.247	1.434	6
maize	IN-14-2039	10.736	1.574	4
maize	IN-14-1067	10.747	1.573	4
maize	IN-14-1065	11.497	1.598	4
maize	IN-19-0655	13.859	1.367	5
maize	IN-19-0656	12.061	1.372	5
maize	IN-01-0048	13.318	1.393	5
maize	IN-01-0051	15.101	1.58	4
maize	IN-12-1029	15.721	1.483	5
maize	IN-12-0212	12.86	1.627	5
maize	IN-12-0225	15.569	1.495	5
maize	IN-12-0533	12.925	1.613	5
maize	IN-12-0197	14.222	1.494	5
maize	IN-19-0657	13.118	1.402	5
maize	IN-08-0722	13.018	1.403	4
maize	IN-12-0195	12.416	1.526	5
maize	IN-12-0530	15.569	1.495	5
maize	IN-12-0191	12.052	1.539	5
maize	IN-12-0217	13.166	1.512	4
maize	IN-14-2040	10.736	1.574	4
maize	IN-12-0190	13.405	1.517	5
maize	IN-08-0723	11.08	1.553	4
maize	IN-01-0050	12.795	1.43	4
maize	IN-19-0663	13.617	1.378	5
maize	IN-12-0203	14.905	1.486	5
maize	IN-01-0504	13.962	1.465	5
maize	IN-12-0235	14.865	1.499	5
maize	IN-08-0711	9.979	1.437	4
maize	IN-12-0227	15.174	1.49	5
maize	IN-14-0005	12.494	1.474	5
maize	IN-14-0003	10.711	1.591	4
maize	IN-08-0712	13.159	1.559	4
maize	IN-12-2031	14.544	1.553	5
maize	IN-12-1045	15.553	1.495	5
maize	IN-12-0532	15.577	1.494	5
maize	IN-12-0529	13.124	1.511	4
maize	IN-01-0044	13.236	1.368	5
maize	IN-08-0732	14.606	1.552	4
maize	IN-14-2041	11.556	1.54	4
maize	IN-12-0234	15.569	1.495	5
maize	IN-08-0713	10.83	1.565	4
maize	IN-14-0006	11.319	1.549	4
maize	IN-19-0661	13.068	1.403	5
maize	IN-12-0226	15.151	1.49	5
maize	IN-12-0216	13.935	1.517	4
maize	IN-01-0045	12.534	1.373	4
maize	IN-01-0503	13.313	1.346	5
maize	IN-19-0664	12.861	1.333	5
maize	IN-01-0047	13.286	1.405	5
maize	IN-08-0728	13.916	1.522	4
maize	IN-12-0210	13.794	1.526	4
maize	IN-09-0166	13.327	1.472	5
maize	IN-09-0174	15.643	1.446	6
maize	IN-13-0823	15.134	1.307	3
maize	IN-09-0173	15.127	1.449	6
maize	IN-09-0172	11.61	1.473	5
maize	IN-13-0810	13.823	1.415	4
maize	IN-09-0168	12.577	1.526	5
maize	IN-12-0531	15.687	1.49	5
maize	IN-09-1019	11.43	1.472	5
maize	IN-13-0803	15.868	1.423	2
maize	IN-09-1017	12.786	1.52	5
maize	IN-13-0802	16.949	1.421	2
maize	IN-13-0824	11.112	1.458	4
maize	IN-13-0817	11.946	1.369	5
maize	IN-13-0801	14.352	1.339	2
maize	IN-17-2018	13.405	1.539	6
maize	IN-17-0615	12.818	1.475	5
maize	IN-17-0622	11.695	1.42	4
maize	IN-17-1047	13.858	1.523	5
maize	IN-17-0601	22.592	1.22	2
maize	IN-17-0610	11.809	1.412	4
maize	IN-17-2019	11.542	1.419	4
maize	IN-17-0602	11.451	1.412	4
maize	IN-17-1048	11.706	1.423	4
maize	IN-17-0616	18.286	1.386	2
maize	IN-17-0603	12.27	1.421	4
maize	IN-17-0604	12.627	1.416	4
maize	IN-17-0617	12.172	1.389	5
maize	IN-17-1049	22.32	1.224	2
maize	IN-17-0609	12.181	1.405	5
maize	IN-17-0618	11.515	1.412	4
maize	IN-17-2028	12.351	1.395	5
maize	IN-17-0605	12.025	1.417	4
maize	IN-17-0606	13.301	1.429	5
maize	IN-17-0619	22.778	1.218	2
maize	IN-17-0620	13.836	1.517	5
maize	IN-17-0607	12.483	1.459	4
maize	IN-17-1050	12.344	1.422	4
maize	IN-17-0621	11.512	1.414	4
maize	IN-17-1051	11.541	1.412	4
maize	IN-17-2017	11.709	1.431	4
maize	IN-17-0608	12.22	1.44	5
maize	IN-03-2056	13.913	1.524	5
maize	IN-03-1001	13.909	1.517	5
maize	IN-03-2053	14.442	1.534	5
maize	IN-03-0129	15.259	1.541	4
maize	IN-03-0132	14.689	1.507	6
maize	IN-03-0126	15.409	1.535	4
maize	IN-03-1004	13.562	1.421	5
maize	IN-03-0127	13.368	1.351	5
maize	IN-12-0196	13.443	1.503	5
maize	IN-19-0651	13.97	1.365	5
maize	IN-16-0238	13.623	1.369	5
maize	IN-03-2050	14.391	1.566	4
maize	IN-05-1010	14.747	1.607	4
maize	IN-16-1032	13.624	1.368	5
maize	IN-12-1033	11.267	1.552	5
maize	IN-08-0701	12.255	1.413	4
maize	IN-05-0073	13.807	1.554	5
maize	IN-14-2034	10.748	1.576	4
maize	IN-14-2036	10.887	1.571	4
maize	IN-03-0123	12.883	1.475	6
maize	IN-05-0075	13.962	1.535	4
maize	IN-14-2037	10.728	1.579	4
maize	IN-05-0077	14.282	1.552	4
maize	IN-14-2014	14.033	1.361	5
maize	IN-18-0626	13.322	1.527	6
maize	IN-15-0953	11.334	1.387	5
maize	IN-18-0627	14.484	1.535	5
maize	IN-16-1035	13.489	1.4	5
maize	IN-15-0952	10.558	1.464	4
maize	IN-03-2052	15.091	1.548	4
maize	IN-05-2005	13.675	1.452	5
maize	IN-05-0072	13.445	1.554	5
maize	IN-03-1002	13.321	1.46	4
maize	IN-05-0080	13.408	1.379	5
maize	IN-03-0128	13.234	1.333	5
maize	IN-14-1055	13.729	1.397	5
maize	IN-05-1012	13.536	1.458	5
maize	IN-15-0914	13.937	1.319	4
maize	IN-15-0940	12.419	1.417	5
maize	IN-05-0074	12.856	1.395	5
maize	IN-15-0910	12.983	1.39	5
maize	IN-19-0653	13.788	1.372	5
maize	IN-12-0207	14.442	1.484	5
maize	IN-05-1013	13.301	1.567	5
maize	IN-08-0705	12.052	1.381	4
maize	IN-15-0954	14.07	1.5	4
maize	IN-14-2038	10.902	1.564	4
maize	IN-03-2054	15.536	1.455	4
maize	IN-15-0933	13.002	1.42	4
maize	IN-15-0937	14.504	1.511	5
maize	IN-15-0942	12.206	1.448	5
maize	IN-18-0628	12.806	1.515	6
maize	IN-12-2033	12.018	1.539	5
maize	IN-16-0527	15.535	1.48	4
maize	IN-05-0069	13.027	1.358	5
maize	IN-12-1039	11.267	1.552	5
maize	IN-05-1014	13.552	1.516	5
maize	IN-15-0913	11.756	1.442	4
maize	IN-08-0717	10.187	1.463	4
maize	IN-08-0731	10.736	1.574	4
maize	IN-14-1068	11.045	1.558	4
maize	IN-05-0079	14.713	1.556	4
maize	IN-08-0710	13.126	1.341	4
maize	IN-18-0629	13.574	1.533	5
maize	IN-14-1070	11.009	1.559	4
maize	IN-19-0662	12.547	1.431	6
maize	IN-08-0718	11.57	1.416	4
maize	IN-15-2023	12.213	1.422	5
maize	IN-05-0082	12.604	1.33	5
maize	IN-15-0955	12.831	1.435	4
maize	IN-05-0065	13.727	1.464	5
maize	IN-05-1015	13.075	1.572	5
maize	IN-08-0708	12.382	1.452	4
maize	IN-18-0631	13.621	1.368	5
maize	IN-15-0963	11.275	1.558	4
maize	IN-15-0941	12.176	1.446	5
maize	IN-14-1069	13.493	1.411	5
maize	IN-03-2055	14.919	1.545	4
maize	IN-05-0068	13.705	1.463	5
maize	IN-18-0634	14.416	1.523	5
maize	IN-16-0237	13.735	1.511	5
maize	IN-03-1003	14.487	1.528	5
maize	IN-08-0726	10.983	1.401	4
maize	IN-15-0957	14.043	1.517	5
maize	IN-15-0915	13.924	1.479	5
maize	IN-15-0944	13.325	1.4	5
maize	IN-16-0243	13.574	1.509	5
maize	IN-15-0943	10.205	1.493	4
maize	IN-14-0501	11.071	1.566	4
maize	IN-15-2024	11.672	1.397	5
maize	IN-05-2004	13.696	1.451	5
maize	IN-12-0204	14.438	1.489	5
maize	IN-15-0916	12.559	1.394	5
maize	IN-08-0724	13.135	1.34	4
maize	IN-16-1043	14.319	1.259	5
maize	IN-12-0189	12.173	1.537	5
maize	IN-15-0938	16.925	1.447	4
maize	IN-15-0964	12.296	1.415	5
maize	IN-12-2032	11.267	1.552	5
maize	IN-18-0635	14.044	1.451	5
maize	IN-05-0070	12.83	1.351	5
maize	IN-12-1046	15.561	1.495	5
maize	IN-15-0965	10.993	1.547	4
maize	IN-18-0636	14.668	1.515	5
maize	IN-12-0228	15.569	1.495	5
maize	IN-18-0633	13.375	1.571	5
maize	IN-03-2001	14.339	1.494	4
maize	IN-16-0242	13.621	1.368	5
maize	IN-16-1030	13.411	1.498	6
maize	IN-05-1016	12.745	1.419	6
maize	IN-18-0637	12.899	1.551	6
maize	IN-05-0081	12.695	1.349	5
maize	IN-03-0125	14.348	1.535	5
maize	IN-05-0076	15.202	1.581	4
maize	IN-05-2025	15.442	1.581	4
maize	IN-03-0122	15.716	1.552	4
maize	IN-03-1006	15.564	1.546	4
maize	IN-03-0135	15.823	1.573	4
maize	IN-03-0138	14.818	1.544	4
maize	IN-03-2051	15.855	1.579	4
maize	IN-03-0131	14.115	1.524	5
maize	IN-03-0133	13.051	1.506	5
maize	IN-03-0518	13.37	1.509	5
maize	IN-03-1005	13.254	1.488	5
maize	IN-20-0063	13.964	1.433	5
maize	IN-04-0183	15.107	1.488	4
maize	IN-02-0945	16.778	1.412	5
maize	IN-02-0961	16.489	1.463	4
maize	IN-02-0949	14.024	1.51	5
maize	IN-13-0807	12.212	1.454	4
maize	IN-13-0805	13.453	1.448	4
maize	IN-09-2010	11.563	1.471	5
maize	IN-02-0931	15.219	1.489	5
maize	IN-02-0948	12.607	1.498	4
maize	IN-02-0909	16.135	1.47	4
maize	IN-04-0179	12.821	1.443	6
maize	IN-02-0921	14.912	1.514	5
maize	IN-02-0947	14.839	1.511	5
maize	IN-16-0240	13.786	1.343	5
maize	IN-13-0820	12.942	1.423	5
maize	IN-02-0903	15.761	1.474	5
maize	IN-13-0813	16.309	1.351	4
maize	IN-09-0546	11.267	1.552	5
maize	IN-09-2043	15.659	1.449	6
maize	IN-02-0912	13.989	1.511	5
maize	IN-02-0924	15.533	1.482	5
maize	IN-09-0165	13.902	1.478	4
maize	IN-04-0180	12.88	1.508	5
maize	IN-13-0811	14.294	1.487	5
maize	IN-04-0177	15.562	1.445	6
maize	IN-09-0169	15.444	1.482	4
maize	IN-20-0055	13.792	1.397	5
maize	IN-13-0812	14.513	1.488	6
maize	IN-04-1008	15.13	1.446	6
maize	IN-04-0181	13.484	1.459	6
maize	IN-04-0524	11.163	1.474	5
maize	IN-20-0062	13.841	1.406	5
maize	IN-04-0184	11.201	1.503	5
maize	IN-02-0932	16.775	1.425	5
maize	IN-02-0936	15.648	1.471	5
maize	IN-20-2107	13.89	1.475	5
maize	IN-02-0946	16.374	1.36	4
maize	IN-13-0816	18.386	1.396	2
maize	IN-04-0185	11.828	1.537	5
maize	IN-02-0956	15.624	1.482	5
maize	IN-09-0171	11.188	1.493	5
maize	IN-02-0935	16.813	1.42	5
maize	IN-02-0929	16.138	1.47	5
maize	IN-20-0058	14.929	1.512	5
maize	IN-04-0182	10.489	1.453	6
maize	IN-13-0814	16.694	1.433	4
maize	IN-09-0545	15.664	1.445	6
maize	IN-20-2112	13.838	1.396	5
maize	IN-04-2002	11.328	1.538	5
maize	IN-09-1018	15.697	1.445	6
maize	IN-02-0908	16.428	1.463	4
maize	IN-02-0902	15.415	1.476	5
maize	IN-02-0918	14.517	1.525	5
maize	IN-20-0059	14.259	1.43	5
maize	IN-02-0919	14.467	1.507	5
maize	IN-20-0056	14.752	1.577	4
maize	IN-04-2003	11.141	1.551	5
maize	IN-04-1009	14.336	1.505	4
maize	IN-04-0525	11.208	1.507	5
maize	IN-02-0926	15.574	1.459	5
maize	IN-09-2030	15.481	1.476	4
maize	IN-09-0176	11.417	1.487	5
maize	IN-02-0907	15.253	1.499	5
maize	IN-16-0239	13.685	1.36	5
maize	IN-20-0520	13.805	1.4	5
maize	IN-04-0526	12.629	1.455	6
maize	IN-04-0186	14.525	1.453	6
maize	IN-02-0922	14.378	1.508	5
maize	IN-02-0904	16.609	1.431	5
maize	IN-02-0930	15.281	1.479	5
maize	IN-02-0906	15.613	1.472	5
maize	IN-09-2011	15.64	1.48	4
maize	IN-02-0958	14.504	1.511	5
maize	IN-02-0960	16.136	1.47	5
maize	IN-04-0178	15.697	1.445	6
maize	IN-02-0928	16.157	1.457	5
maize	IN-02-0923	15.79	1.477	5
maize	IN-04-0187	11.19	1.489	5
maize	IN-02-0951	16.808	1.42	5
maize	IN-09-2009	11.163	1.474	5
maize	IN-13-0819	16.645	1.418	5
maize	IN-16-0241	13.906	1.324	5
maize	IN-02-0927	16.497	1.458	4
maize	IN-04-0523	15.197	1.486	4
maize	IN-04-2057	10.635	1.442	6
maize	IN-13-2063	12.383	1.505	4
maize	IN-13-2062	12.432	1.438	5
maize	IN-20-2108	16.639	1.631	4
maize	IN-20-2101	14.237	1.48	5
maize	IN-20-2102	14.582	1.544	4
maize	IN-20-2103	14.527	1.533	4
maize	IN-20-2115	14.085	1.462	5
maize	IN-20-2111	13.421	1.526	4
maize	IN-20-2109	13.977	1.41	5
maize	IN-20-2110	16.007	1.589	4
maize	IN-20-2117	14.442	1.538	4
maize	IN-20-2116	13.792	1.397	5
maize	IN-20-2114	13.792	1.397	5
maize	IN-20-2113	14.568	1.461	5
maize	IN-20-0061	13.838	1.412	5
maize	IN-20-2121	13.792	1.397	5
maize	IN-20-2119	13.792	1.397	5
maize	IN-20-2120	13.792	1.397	5
maize	IN-20-0060	13.792	1.397	5
maize	IN-20-2118	14.01	1.434	5
maize	IN-20-2105	14.47	1.523	4
maize	IN-20-2104	14.85	1.594	4
maize	IN-20-2106	14.062	1.443	5
maize	IN-20-0057	13.985	1.437	5
maize	IN-11-0083	12.958	1.483	5
maize	IN-11-0999	11.749	1.477	6
maize	IN-11-0087	13.399	1.437	5
maize	IN-11-0084	13.352	1.462	5
maize	IN-11-0506	13.659	1.484	5
maize	IN-11-0509	13.079	1.391	5
maize	IN-11-0507	13.769	1.399	5
maize	IN-11-0543	13.418	1.471	5
maize	IN-11-0094	13.572	1.383	5
maize	IN-11-0090	13.343	1.583	4
maize	IN-11-0093	12.081	1.331	4
maize	IN-11-0542	13.31	1.402	4
maize	IN-11-1023	13.78	1.442	5
maize	IN-11-0508	12.266	1.464	5
maize	IN-11-0085	13.902	1.461	5
maize	IN-11-0086	13.487	1.473	5
maize	IN-11-0512	13.076	1.486	5
maize	IN-11-1025	13.377	1.429	5
maize	IN-11-0092	12.87	1.61	5
maize	IN-11-0088	14.154	1.507	4
maize	IN-11-0521	13.767	1.458	5
maize	IN-11-0513	13.15	1.574	4
maize	IN-11-0510	13.431	1.557	5
maize	IN-11-1080	13.549	1.487	5
maize	IN-03-0121	14.019	1.52	5
maize	IN-10-0139	12.91	1.5	5
maize	IN-10-0140	13.05	1.492	5
maize	IN-14-2035	11.827	1.518	4
maize	IN-10-0141	14.669	1.604	4
maize	IN-10-0536	14.534	1.556	4
maize	IN-10-0142	12.272	1.449	6
maize	IN-10-0143	12.413	1.523	5
maize	IN-10-0144	13.386	1.53	5
maize	IN-10-0145	9.812	1.441	6
maize	IN-05-1011	13.619	1.463	5
maize	IN-10-0147	13.365	1.536	5
maize	IN-10-0537	13.401	1.531	5
maize	IN-08-0704	10.785	1.569	4
maize	IN-10-0519	13.543	1.496	5
maize	IN-12-0206	14.248	1.54	5
maize	IN-12-0528	13.261	1.51	5
maize	IN-10-0539	13.041	1.444	6
maize	IN-10-0151	12.764	1.497	5
maize	IN-10-0152	11.871	1.459	5
maize	IN-10-0153	12.923	1.448	6
maize	IN-14-1059	10.736	1.574	4
maize	IN-10-0156	11.4	1.445	6
maize	IN-08-0706	13.092	1.425	5
maize	IN-10-1020	13.563	1.462	5
maize	IN-10-0150	12.473	1.449	6
maize	IN-10-0157	14.54	1.558	4
maize	IN-10-0158	12.133	1.452	6
maize	IN-14-2015	13.954	1.402	4
maize	IN-19-0658	11.649	1.362	5
maize	IN-10-0159	14.235	1.454	6
maize	IN-03-0134	15.287	1.562	4
maize	IN-10-2012	13.325	1.63	4
maize	IN-10-0538	13.571	1.536	5
maize	IN-03-0136	12.422	1.518	5
maize	IN-10-0160	13.626	1.517	5
maize	IN-12-0202	15.025	1.491	5
maize	IN-10-0161	10.121	1.448	6
maize	IN-10-0162	14.15	1.456	6
maize	IN-10-0163	13.474	1.53	5
maize	IN-10-0164	12.765	1.531	5
maize	IN-07-0102	14.374	1.545	4
maize	IN-07-0114	14.531	1.554	4
maize	IN-13-2060	13.889	1.524	5
maize	IN-07-0115	14.507	1.547	4
maize	IN-02-0920	15.089	1.496	5
maize	IN-07-0108	14.404	1.531	4
maize	IN-07-0119	14.452	1.519	4
maize	IN-07-0110	14.481	1.54	4
maize	IN-07-0113	14.442	1.54	4
maize	IN-07-0120	14.443	1.515	4
maize	IN-07-0100	14.391	1.54	4
maize	IN-04-0188	10.958	1.557	5
maize	IN-04-1007	15.697	1.445	6
maize	IN-07-0516	14.133	1.519	4
maize	IN-07-1072	14.261	1.482	4
maize	IN-07-1073	14.398	1.525	4
maize	IN-02-0934	14.53	1.54	5
maize	IN-07-0101	14.582	1.555	4
maize	IN-07-0514	14.498	1.547	4
maize	IN-07-0107	10.545	1.44	4
maize	IN-13-0804	16.983	1.438	2
maize	IN-07-0118	14.455	1.521	4
maize	IN-07-0111	14.353	1.509	4
maize	IN-07-1074	13.952	1.495	5
maize	IN-07-0099	13.973	1.496	4
maize	IN-07-2059	13.31	1.345	5
maize	IN-07-0109	14.695	1.548	4
maize	IN-07-0103	14.257	1.564	4
maize	IN-07-0097	13.232	1.339	5
maize	IN-07-0098	12.948	1.355	5
maize	IN-07-0105	14.418	1.546	4
maize	IN-07-0104	13.737	1.488	4
maize	IN-07-0517	11.641	1.389	5
maize	IN-07-0106	14.625	1.559	4
maize	IN-07-1076	13.676	1.381	4
maize	IN-07-0096	13.323	1.359	4
maize	IN-07-0117	14.435	1.513	4
maize	IN-07-1075	14.428	1.534	4
maize	IN-07-0116	14.424	1.53	4
maize	IN-13-2061	10.179	1.489	4
maize	IN-11-0091	12.706	1.477	5
maize	IN-12-0193	11.267	1.552	5
maize	IN-10-0154	14.56	1.559	4
maize	IN-12-0201	14.105	1.5	5
maize	IN-07-0112	14.513	1.551	4
maize	IN-19-0652	13.293	1.392	5
maize	IN-08-0709	11.495	1.431	4
maize	IN-14-2042	10.736	1.574	4
maize	IN-19-0660	12.672	1.373	5
maize	IN-13-0806	12.505	1.533	5
maize	IN-09-0167	11.57	1.507	5
maize	IN-09-0170	13.337	1.582	5
maize	IN-09-0175	11.404	1.473	5
maize	IN-03-0124	14.613	1.552	4
maize	IN-03-0137	14.721	1.553	4
maize	IN-05-0549	12.928	1.348	5
maize	IN-05-0550	13.189	1.367	5
maize	IN-05-0071	11.599	1.393	5
maize	IN-16-0244	15.408	1.494	4
maize	IN-03-0130	15.757	1.512	4
maize	IN-05-0067	13.641	1.453	5
maize	IN-08-0721	12.388	1.476	5
maize	IN-05-0078	16.243	1.62	4
maize	IN-05-0066	13.683	1.47	5
maize	IN-02-0950	14.079	1.491	5
maize	IN-02-0925	15.484	1.463	5
maize	IN-02-0905	16.771	1.419	5
maize	IN-11-1077	13.455	1.475	4
maize	IN-11-1022	13.778	1.397	5
maize	IN-11-1024	13.977	1.499	5
maize	IN-11-0089	13.238	1.432	4
maize	IN-11-1026	13.629	1.398	4
maize	IN-11-2020	13.459	1.398	5
maize	IN-11-1027	13.483	1.494	5
maize	IN-10-0146	14.038	1.523	4
maize	IN-10-0148	9.619	1.441	6
maize	IN-10-0149	13.476	1.559	5
maize	IN-10-0155	9.821	1.443	6
maize	IN-07-0515	14.525	1.553	4
