crop_name	adm_id	year	ssm	rsm
maize	IN-06-2006	2012	4.91273224	295.6046366
maize	IN-06-2006	2013	5.256506849	311.7506767
maize	IN-06-2006	2014	5.221728767	297.6240986
maize	IN-06-2006	2015	4.835986301	288.8492658
maize	IN-06-2006	2016	4.694191257	299.8696421
maize	IN-06-2006	2017	4.78199726	289.5295534
maize	IN-06-2006	2018	4.571610959	296.0940767
maize	IN-06-2006	2019	5.032432877	319.1549123
maize	IN-06-2006	2020	5.571571038	304.2466148
maize	IN-06-2006	2021	5.363476712	302.6401123
maize	IN-06-2006	2022	5.275479452	301.3125041
maize	IN-06-2006	2023	5.368539726	302.0146438
maize	IN-06-1071	2003	4.373398204	222.1801048
maize	IN-06-1071	2004	4.054319672	203.7015055
maize	IN-06-1071	2005	3.865194521	198.043926
maize	IN-06-1071	2006	3.840487671	194.3319644
maize	IN-06-1071	2007	3.826306849	193.8677233
maize	IN-06-1071	2008	3.819893151	195.6152877
maize	IN-06-1071	2009	3.463947945	186.0121836
maize	IN-06-1071	2010	3.445293151	184.5272795
maize	IN-06-1071	2011	3.866882192	202.6500932
maize	IN-06-1071	2012	3.953797814	201.8014016
maize	IN-06-1071	2013	4.419693151	221.6265479
maize	IN-06-1071	2014	4.0944	203.1125096
maize	IN-06-1071	2015	3.842558904	191.4574767
maize	IN-06-1071	2016	4.060199454	207.8068197
maize	IN-06-1071	2017	3.650978082	189.1116329
maize	IN-06-1071	2018	3.634183562	188.0110164
maize	IN-06-1071	2019	3.962334247	201.8019068
maize	IN-06-1071	2020	4.38715847	213.7121913
maize	IN-06-1071	2021	4.062046575	202.0977644
maize	IN-06-1071	2022	4.042608219	203.3011288
maize	IN-06-1071	2023	3.862235616	194.4027151
maize	IN-06-1081	2003	4.995505988	298.321512
maize	IN-06-1081	2004	5.011218579	289.3162732
maize	IN-06-1081	2005	4.610383562	282.0281644
maize	IN-06-1081	2006	4.68350411	282.4916767
maize	IN-06-1081	2007	4.657958904	280.1334986
maize	IN-06-1081	2008	4.899471233	292.1126
maize	IN-06-1081	2009	4.584558904	281.4256137
maize	IN-06-1081	2010	4.683008219	283.8899233
maize	IN-06-1081	2011	5.057446575	300.3567315
maize	IN-06-1081	2012	5.21754918	299.293041
maize	IN-06-1081	2013	5.887819178	318.0473315
maize	IN-06-1081	2014	5.362509589	295.3104904
maize	IN-06-1081	2015	5.229923288	286.5713041
maize	IN-06-1081	2016	4.927625683	293.3120601
maize	IN-06-1081	2017	4.586356164	277.0673315
maize	IN-06-1081	2018	4.583194521	284.1571178
maize	IN-06-1081	2019	4.999542466	296.4163151
maize	IN-06-1081	2020	5.268844262	289.6739508
maize	IN-06-1081	2021	5.091854795	291.1301863
maize	IN-06-1081	2022	5.259383562	294.2838192
maize	IN-06-1081	2023	5.176030137	286.6284411
maize	IN-06-0008	2003	5.532838323	314.2310958
maize	IN-06-0008	2004	5.333379781	296.7670464
maize	IN-06-0008	2005	5.147786301	297.4777616
maize	IN-06-0008	2006	5.319873973	294.808737
maize	IN-06-0008	2007	5.44770411	302.5037973
maize	IN-06-0008	2008	5.502358904	304.1412055
maize	IN-06-0008	2009	4.924717808	294.4726685
maize	IN-06-0008	2010	5.243865753	302.6873452
maize	IN-06-0008	2011	5.368619178	303.5334986
maize	IN-06-0008	2012	5.512275956	307.7830492
maize	IN-06-0008	2013	6.049928767	328.0852274
maize	IN-06-0008	2014	5.597356164	300.0102411
maize	IN-06-0008	2015	5.585969863	296.109674
maize	IN-06-0008	2016	5.429773224	303.3725328
maize	IN-06-0008	2017	5.139073973	291.3441808
maize	IN-06-0008	2018	5.113646575	293.4754466
maize	IN-06-0008	2019	5.625326027	311.9037753
maize	IN-06-0008	2020	6.352087432	322.6771667
maize	IN-06-0008	2021	5.595405479	300.1568932
maize	IN-06-0008	2022	5.836410959	313.4687068
maize	IN-06-0008	2023	5.645643836	301.9086575
maize	IN-06-1060	2003	4.316670659	291.8746108
maize	IN-06-1060	2004	4.305508197	290.4388388
maize	IN-06-1060	2005	3.923569863	285.8067315
maize	IN-06-1060	2006	4.540241096	297.4033945
maize	IN-06-1060	2007	5.151419178	302.4743068
maize	IN-06-1060	2008	4.881665753	292.2073096
maize	IN-06-1060	2009	4.379082192	288.4841945
maize	IN-06-1060	2010	4.482608219	291.0000082
maize	IN-06-1060	2011	4.623134247	294.2746274
maize	IN-06-1060	2012	4.763456284	294.8857186
maize	IN-06-1060	2013	5.230550685	312.1701699
maize	IN-06-1060	2014	5.064210959	294.1966082
maize	IN-06-1060	2015	4.784391781	287.5957014
maize	IN-06-1060	2016	4.526860656	295.2251011
maize	IN-06-1060	2017	4.584224658	287.4210192
maize	IN-06-1060	2018	4.273191781	288.4612466
maize	IN-06-1060	2019	4.808947945	313.1383836
maize	IN-06-1060	2020	5.580431694	304.3608907
maize	IN-06-1060	2021	5.235369863	299.2866493
maize	IN-06-1060	2022	5.373709589	305.2550247
maize	IN-06-1060	2023	5.379673973	301.3731151
maize	IN-06-0040	2003	5.212823353	302.6382515
maize	IN-06-0040	2004	4.957825137	291.6970656
maize	IN-06-0040	2005	4.668410959	289.687789
maize	IN-06-0040	2006	5.166452055	299.1611918
maize	IN-06-0040	2007	5.367334247	304.4510603
maize	IN-06-0040	2008	5.231356164	298.6486466
maize	IN-06-0040	2009	5.031879452	300.6675014
maize	IN-06-0040	2010	5.336043836	304.9519671
maize	IN-06-0040	2011	5.535073973	311.4818274
maize	IN-06-0040	2012	5.661551913	316.2522104
maize	IN-06-0040	2013	6.128186301	334.8987178
maize	IN-06-0040	2014	5.673958904	305.122189
maize	IN-06-0040	2015	5.72129589	302.0868493
maize	IN-06-0040	2016	5.482601093	312.6034536
maize	IN-06-0040	2017	5.241358904	292.967263
maize	IN-06-0040	2018	5.190646575	300.0631589
maize	IN-06-0040	2019	5.689939726	323.3181863
maize	IN-06-0040	2020	6.499144809	329.9376913
maize	IN-06-0040	2021	5.819391781	309.6519973
maize	IN-06-0040	2022	6.040665753	323.2896466
maize	IN-06-0040	2023	6.136591781	316.6895863
maize	IN-06-0027	2003	4.25444012	217.8390958
maize	IN-06-0027	2004	4.072598361	200.3337678
maize	IN-06-0027	2005	3.904745205	195.1336247
maize	IN-06-0027	2006	3.511534247	178.2272
maize	IN-06-0027	2007	3.286972603	170.1842192
maize	IN-06-0027	2008	3.843071233	196.2851753
maize	IN-06-0027	2009	3.28269589	171.9486959
maize	IN-06-0027	2010	3.269780822	177.1239534
maize	IN-06-0027	2011	3.513071233	182.7186521
maize	IN-06-0027	2012	3.595300546	186.1593716
maize	IN-06-0027	2013	4.011583562	198.7176027
maize	IN-06-0027	2014	3.455210959	177.3982274
maize	IN-06-0027	2015	3.040893151	163.0080877
maize	IN-06-0027	2016	2.873912568	167.6511885
maize	IN-06-0027	2017	2.677345205	158.430263
maize	IN-06-0027	2018	2.992868493	167.5385507
maize	IN-06-0027	2019	2.836386301	166.6550493
maize	IN-06-0027	2020	2.91547541	162.7626175
maize	IN-06-0027	2021	2.703180822	165.8035616
maize	IN-06-0027	2022	3.133808219	168.8714082
maize	IN-06-0027	2023	3.170389041	168.5361014
maize	IN-06-0502	2003	4.843568862	296.515976
maize	IN-06-0502	2004	4.88613388	295.581082
maize	IN-06-0502	2005	4.274457534	285.9526
maize	IN-06-0502	2006	4.773476712	296.6753479
maize	IN-06-0502	2007	4.995969863	296.7341534
maize	IN-06-0502	2008	4.903150685	297.0961452
maize	IN-06-0502	2009	4.767715068	294.9441808
maize	IN-06-0502	2010	4.996934247	298.1220438
maize	IN-06-0502	2011	5.391378082	315.8643781
maize	IN-06-0502	2012	5.493469945	311.350377
maize	IN-06-0502	2013	6.074372603	330.2032795
maize	IN-06-0502	2014	5.568630137	306.6432521
maize	IN-06-0502	2015	5.716246575	307.6365562
maize	IN-06-0502	2016	5.512674863	317.6237978
maize	IN-06-0502	2017	5.268958904	297.0595726
maize	IN-06-0502	2018	5.064164384	300.5256986
maize	IN-06-0502	2019	5.677539726	321.4541781
maize	IN-06-0502	2020	5.838939891	311.5595792
maize	IN-06-0502	2021	5.581884932	308.9980082
maize	IN-06-0502	2022	5.634632877	312.8068877
maize	IN-06-0502	2023	5.769016438	309.5708658
maize	IN-06-1082	2003	4.706670659	295.4313473
maize	IN-06-1082	2004	4.247374317	286.3536148
maize	IN-06-1082	2005	3.945134247	284.4749863
maize	IN-06-1082	2006	4.662287671	294.5723781
maize	IN-06-1082	2007	5.025983562	300.3814986
maize	IN-06-1082	2008	4.780454795	291.3210219
maize	IN-06-1082	2009	4.471063014	291.2090822
maize	IN-06-1082	2010	4.765441096	295.8694055
maize	IN-06-1082	2011	4.852441096	294.4376329
maize	IN-06-1082	2012	4.854480874	299.144
maize	IN-06-1082	2013	5.404345205	318.6596795
maize	IN-06-1082	2014	5.137375342	295.4347068
maize	IN-06-1082	2015	4.908635616	288.6091479
maize	IN-06-1082	2016	4.615150273	296.2651667
maize	IN-06-1082	2017	4.56730411	285.8309342
maize	IN-06-1082	2018	4.296961644	286.5247123
maize	IN-06-1082	2019	4.709010959	308.5910055
maize	IN-06-1082	2020	5.79084153	309.1610628
maize	IN-06-1082	2021	5.337758904	299.9031479
maize	IN-06-1082	2022	5.542358904	309.0693507
maize	IN-06-1082	2023	5.634027397	304.7351288
maize	IN-06-0016	2003	5.038586826	276.7386886
maize	IN-06-0016	2004	4.851836066	261.880877
maize	IN-06-0016	2005	4.646109589	260.0038959
maize	IN-06-0016	2006	4.301531507	244.3700219
maize	IN-06-0016	2007	4.145684932	240.2773178
maize	IN-06-0016	2008	4.567263014	260.8168521
maize	IN-06-0016	2009	4.18470411	243.2143068
maize	IN-06-0016	2010	4.211767123	244.5707616
maize	IN-06-0016	2011	4.465769863	258.263211
maize	IN-06-0016	2012	4.753169399	263.1397459
maize	IN-06-0016	2013	5.313515068	280.6233836
maize	IN-06-0016	2014	4.788687671	256.8719479
maize	IN-06-0016	2015	4.379926027	242.6322219
maize	IN-06-0016	2016	4.420243169	255.4824918
maize	IN-06-0016	2017	3.8792	237.6330822
maize	IN-06-0016	2018	3.996054795	244.0277671
maize	IN-06-0016	2019	4.373745205	253.9428521
maize	IN-06-0016	2020	4.692030055	251.6506667
maize	IN-06-0016	2021	4.431038356	248.2588301
maize	IN-06-0016	2022	4.66679726	254.6028055
maize	IN-06-0016	2023	4.616643836	249.4956521
maize	IN-06-0009	2003	5.314023952	301.6624102
maize	IN-06-0009	2004	4.992642077	288.1774563
maize	IN-06-0009	2005	4.738736986	285.7049589
maize	IN-06-0009	2006	5.092353425	289.9731452
maize	IN-06-0009	2007	5.267726027	295.8588247
maize	IN-06-0009	2008	5.163446575	292.0854767
maize	IN-06-0009	2009	4.876994521	291.857463
maize	IN-06-0009	2010	5.136783562	296.3030877
maize	IN-06-0009	2011	5.367260274	302.227474
maize	IN-06-0009	2012	5.508412568	305.7500137
maize	IN-06-0009	2013	6.086408219	327.1445562
maize	IN-06-0009	2014	5.584893151	297.9388904
maize	IN-06-0009	2015	5.644490411	296.609137
maize	IN-06-0009	2016	5.408978142	302.556153
maize	IN-06-0009	2017	5.111753425	285.8575397
maize	IN-06-0009	2018	5.036167123	289.3955123
maize	IN-06-0009	2019	5.564213699	310.4148685
maize	IN-06-0009	2020	6.395650273	323.716429
maize	IN-06-0009	2021	5.627276712	299.3867753
maize	IN-06-0009	2022	5.878345205	313.9354904
maize	IN-06-0009	2023	5.859293151	304.5723589
maize	IN-06-0014	2003	5.470032934	310.0944012
maize	IN-06-0014	2004	5.233284153	294.7877213
maize	IN-06-0014	2005	4.992271233	294.0584438
maize	IN-06-0014	2006	4.973926027	286.2148932
maize	IN-06-0014	2007	4.901950685	285.3657178
maize	IN-06-0014	2008	5.005126027	293.8386329
maize	IN-06-0014	2009	4.738624658	285.9676548
maize	IN-06-0014	2010	4.768569863	286.3458329
maize	IN-06-0014	2011	5.103463014	301.0607945
maize	IN-06-0014	2012	5.387013661	302.3383634
maize	IN-06-0014	2013	5.972756164	320.4610438
maize	IN-06-0014	2014	5.528419178	297.1289479
maize	IN-06-0014	2015	5.331882192	288.6451644
maize	IN-06-0014	2016	5.228601093	298.5654536
maize	IN-06-0014	2017	4.950315068	285.0723479
maize	IN-06-0014	2018	4.816224658	286.5242877
maize	IN-06-0014	2019	5.317468493	300.0628959
maize	IN-06-0014	2020	5.592781421	298.2998142
maize	IN-06-0014	2021	5.268794521	291.1925589
maize	IN-06-0014	2022	5.494871233	300.4374384
maize	IN-06-0014	2023	5.425531507	293.3317781
maize	IN-06-0025	2003	4.014637725	212.8290898
maize	IN-06-0025	2004	3.842598361	198.0603443
maize	IN-06-0025	2005	3.74730137	196.7512521
maize	IN-06-0025	2006	3.468024658	184.3302466
maize	IN-06-0025	2007	3.295663014	177.5150548
maize	IN-06-0025	2008	3.806142466	201.0532795
maize	IN-06-0025	2009	3.31369863	179.572474
maize	IN-06-0025	2010	3.315717808	181.4129918
maize	IN-06-0025	2011	3.579868493	192.6852493
maize	IN-06-0025	2012	3.736997268	197.9500656
maize	IN-06-0025	2013	4.23189863	214.1605288
maize	IN-06-0025	2014	3.627673973	189.5584932
maize	IN-06-0025	2015	3.253342466	174.9739014
maize	IN-06-0025	2016	3.205202186	181.4917814
maize	IN-06-0025	2017	2.829805479	166.9133397
maize	IN-06-0025	2018	3.070484932	178.673537
maize	IN-06-0025	2019	3.207112329	184.2683836
maize	IN-06-0025	2020	3.437726776	180.1129645
maize	IN-06-0025	2021	3.14420274	179.1655233
maize	IN-06-0025	2022	3.488583562	184.2705233
maize	IN-06-0025	2023	3.546684932	183.7854055
maize	IN-06-0032	2003	4.720601796	295.5353593
maize	IN-06-0032	2004	4.636581967	293.5902568
maize	IN-06-0032	2005	4.263723288	288.252137
maize	IN-06-0032	2006	4.937745205	304.2569288
maize	IN-06-0032	2007	5.288210959	307.4052603
maize	IN-06-0032	2008	5.033884932	298.7600658
maize	IN-06-0032	2009	4.745545205	295.4989726
maize	IN-06-0032	2010	4.93900274	297.815189
maize	IN-06-0032	2011	5.26130137	311.4306986
maize	IN-06-0032	2012	5.386161202	310.860653
maize	IN-06-0032	2013	5.903942466	328.911526
maize	IN-06-0032	2014	5.4684	304.5092
maize	IN-06-0032	2015	5.668019178	306.7651452
maize	IN-06-0032	2016	5.447612022	317.4297814
maize	IN-06-0032	2017	5.232427397	296.8925178
maize	IN-06-0032	2018	4.961608219	300.5136466
maize	IN-06-0032	2019	5.626893151	325.6964658
maize	IN-06-0032	2020	5.927803279	314.6521967
maize	IN-06-0032	2021	5.586967123	308.8744384
maize	IN-06-0032	2022	5.734468493	315.7942822
maize	IN-06-0032	2023	5.938564384	316.4845068
maize	IN-06-0033	2003	4.419889222	292.3372156
maize	IN-06-0033	2004	4.475303279	293.9169781
maize	IN-06-0033	2005	4.125093151	288.1698521
maize	IN-06-0033	2006	4.790643836	304.3529616
maize	IN-06-0033	2007	5.385134247	310.5526986
maize	IN-06-0033	2008	5.06450137	296.3804329
maize	IN-06-0033	2009	4.497030137	290.0336822
maize	IN-06-0033	2010	4.52379726	290.7945315
maize	IN-06-0033	2011	4.756564384	299.9759945
maize	IN-06-0033	2012	4.993117486	300.6503197
maize	IN-06-0033	2013	5.423509589	316.1084877
maize	IN-06-0033	2014	5.168989041	296.9163863
maize	IN-06-0033	2015	5.047008219	293.153211
maize	IN-06-0033	2016	4.864565574	304.6525984
maize	IN-06-0033	2017	4.785306849	290.2142329
maize	IN-06-0033	2018	4.580221918	296.2858986
maize	IN-06-0033	2019	5.133073973	319.3620247
maize	IN-06-0033	2020	5.612978142	305.8635628
maize	IN-06-0033	2021	5.329542466	302.7396356
maize	IN-06-0033	2022	5.354063014	304.7666192
maize	IN-06-0033	2023	5.450449315	304.8401479
maize	IN-06-1057	2003	5.577335329	302.3460449
maize	IN-06-1057	2004	5.310322404	281.2791366
maize	IN-06-1057	2005	5.195884932	283.7837041
maize	IN-06-1057	2006	5.088306849	272.7477068
maize	IN-06-1057	2007	5.019317808	271.9699096
maize	IN-06-1057	2008	5.117676712	279.0102521
maize	IN-06-1057	2009	4.70949863	268.1200932
maize	IN-06-1057	2010	4.730339726	268.1778932
maize	IN-06-1057	2011	5.09389863	284.7017507
maize	IN-06-1057	2012	5.306538251	283.9325437
maize	IN-06-1057	2013	5.85290137	307.2469096
maize	IN-06-1057	2014	5.507063014	283.8438164
maize	IN-06-1057	2015	5.262534247	273.1944712
maize	IN-06-1057	2016	5.311095628	286.9330628
maize	IN-06-1057	2017	4.946969863	270.3387425
maize	IN-06-1057	2018	4.870054795	269.8031178
maize	IN-06-1057	2019	5.320750685	284.9616658
maize	IN-06-1057	2020	5.735278689	291.4019945
maize	IN-06-1057	2021	5.314443836	278.5728192
maize	IN-06-1057	2022	5.405150685	284.6376411
maize	IN-06-1057	2023	5.243975342	276.0360685
maize	IN-06-0036	2003	4.678670659	295.6051467
maize	IN-06-0036	2004	4.292579235	288.9005219
maize	IN-06-0036	2005	4.031673973	286.3216959
maize	IN-06-0036	2006	4.751684932	297.9356301
maize	IN-06-0036	2007	5.074947945	302.7350274
maize	IN-06-0036	2008	4.800775342	293.9899671
maize	IN-06-0036	2009	4.533621918	292.7808822
maize	IN-06-0036	2010	4.773520548	295.719674
maize	IN-06-0036	2011	5.008153425	302.1775233
maize	IN-06-0036	2012	5.101642077	304.7963852
maize	IN-06-0036	2013	5.607032877	322.3825288
maize	IN-06-0036	2014	5.219934247	298.3070438
maize	IN-06-0036	2015	5.258030137	296.4086986
maize	IN-06-0036	2016	5.008489071	306.380888
maize	IN-06-0036	2017	4.935326027	291.5388932
maize	IN-06-0036	2018	4.645405479	292.9924384
maize	IN-06-0036	2019	5.217871233	317.8938301
maize	IN-06-0036	2020	5.904120219	313.330041
maize	IN-06-0036	2021	5.384778082	302.3908082
maize	IN-06-0036	2022	5.586742466	310.710074
maize	IN-06-0036	2023	5.856156164	313.5942384
maize	IN-06-0024	2003	4.511853293	274.1376677
maize	IN-06-0024	2004	4.695863388	273.2846202
maize	IN-06-0024	2005	4.335569863	265.5859452
maize	IN-06-0024	2006	4.529630137	270.3685041
maize	IN-06-0024	2007	4.559654795	268.5801288
maize	IN-06-0024	2008	4.700676712	275.1978521
maize	IN-06-0024	2009	4.354619178	266.2781425
maize	IN-06-0024	2010	4.385756164	267.2730849
maize	IN-06-0024	2011	4.853852055	286.5994192
maize	IN-06-0024	2012	4.973986339	283.1542732
maize	IN-06-0024	2013	5.694030137	306.060126
maize	IN-06-0024	2014	5.142317808	282.2330548
maize	IN-06-0024	2015	5.048715068	274.693011
maize	IN-06-0024	2016	4.785418033	281.187776
maize	IN-06-0024	2017	4.413926027	263.2944301
maize	IN-06-0024	2018	4.430564384	271.9639726
maize	IN-06-0024	2019	4.881180822	284.6310904
maize	IN-06-0024	2020	5.007680328	274.5946366
maize	IN-06-0024	2021	4.912942466	278.7041233
maize	IN-06-0024	2022	4.988413699	279.1357945
maize	IN-06-0024	2023	4.933041096	273.033411
maize	IN-06-0022	2003	4.301356287	233.1491138
maize	IN-06-0022	2004	4.178527322	216.3058224
maize	IN-06-0022	2005	4.108690411	216.4959973
maize	IN-06-0022	2006	3.779358904	203.0202082
maize	IN-06-0022	2007	3.583189041	197.1762712
maize	IN-06-0022	2008	4.053131507	218.8239671
maize	IN-06-0022	2009	3.589906849	198.5011397
maize	IN-06-0022	2010	3.575238356	202.1868164
maize	IN-06-0022	2011	3.84630137	210.2925041
maize	IN-06-0022	2012	4.00868306	215.6628005
maize	IN-06-0022	2013	4.483534247	230.6721699
maize	IN-06-0022	2014	3.949128767	208.2037233
maize	IN-06-0022	2015	3.456493151	192.9436548
maize	IN-06-0022	2016	3.336980874	198.9846612
maize	IN-06-0022	2017	3.01750137	187.1990219
maize	IN-06-0022	2018	3.314912329	198.015926
maize	IN-06-0022	2019	3.398372603	201.9964438
maize	IN-06-0022	2020	3.620234973	197.0095874
maize	IN-06-0022	2021	3.342010959	199.1299918
maize	IN-06-0022	2022	3.748147945	202.7615589
maize	IN-06-0022	2023	3.805315068	201.486463
maize	IN-06-1058	2003	4.879703593	300.1029341
maize	IN-06-1058	2004	4.673846995	293.8518689
maize	IN-06-1058	2005	4.345076712	291.0765479
maize	IN-06-1058	2006	5.036326027	305.0918959
maize	IN-06-1058	2007	5.229942466	305.6728904
maize	IN-06-1058	2008	4.9862	298.7601041
maize	IN-06-1058	2009	4.803317808	299.3093041
maize	IN-06-1058	2010	5.105687671	302.852337
maize	IN-06-1058	2011	5.377076712	313.407937
maize	IN-06-1058	2012	5.462172131	313.6004235
maize	IN-06-1058	2013	5.940717808	331.7117699
maize	IN-06-1058	2014	5.460663014	304.7407918
maize	IN-06-1058	2015	5.587216438	304.4494603
maize	IN-06-1058	2016	5.364565574	315.698959
maize	IN-06-1058	2017	5.222912329	297.0485123
maize	IN-06-1058	2018	5.026778082	302.0809233
maize	IN-06-1058	2019	5.641035616	327.2280466
maize	IN-06-1058	2020	6.220530055	322.953847
maize	IN-06-1058	2021	5.630358904	309.1143205
maize	IN-06-1058	2022	5.82349863	318.5122493
maize	IN-06-1058	2023	6.103953425	320.9278603
maize	IN-06-0043	2003	5.129838323	307.4038892
maize	IN-06-0043	2004	4.95110929	297.7352158
maize	IN-06-0043	2005	4.495441096	292.4558219
maize	IN-06-0043	2006	4.965961644	300.5598219
maize	IN-06-0043	2007	5.139276712	301.5941918
maize	IN-06-0043	2008	5.028191781	301.1600274
maize	IN-06-0043	2009	4.893134247	301.6476685
maize	IN-06-0043	2010	5.160610959	304.8863342
maize	IN-06-0043	2011	5.477638356	317.4235863
maize	IN-06-0043	2012	5.603336066	316.5028306
maize	IN-06-0043	2013	6.093019178	332.8082137
maize	IN-06-0043	2014	5.511726027	304.4139288
maize	IN-06-0043	2015	5.680468493	305.609737
maize	IN-06-0043	2016	5.492945355	316.9651694
maize	IN-06-0043	2017	5.314191781	299.088189
maize	IN-06-0043	2018	5.217312329	304.5869452
maize	IN-06-0043	2019	5.758830137	325.0699068
maize	IN-06-0043	2020	6.294811475	324.720388
maize	IN-06-0043	2021	5.712405479	311.4350767
maize	IN-06-0043	2022	5.907649315	321.3609452
maize	IN-06-0043	2023	6.073224658	318.2022137
maize	IN-06-0028	2003	4.534113772	292.715009
maize	IN-06-0028	2004	4.482054645	292.9403333
maize	IN-06-0028	2005	4.078569863	286.3325178
maize	IN-06-0028	2006	4.788791781	301.9092274
maize	IN-06-0028	2007	5.341534247	308.9183836
maize	IN-06-0028	2008	5.071232877	296.8488521
maize	IN-06-0028	2009	4.590005479	291.6205014
maize	IN-06-0028	2010	4.632471233	292.3068055
maize	IN-06-0028	2011	4.974276712	304.0053836
maize	IN-06-0028	2012	5.165265027	304.6448989
maize	IN-06-0028	2013	5.655460274	320.8511123
maize	IN-06-0028	2014	5.267515068	298.987737
maize	IN-06-0028	2015	5.3898	299.2837753
maize	IN-06-0028	2016	5.170934426	310.9150929
maize	IN-06-0028	2017	4.998835616	292.5818795
maize	IN-06-0028	2018	4.739865753	297.0634466
maize	IN-06-0028	2019	5.323238356	320.8045233
maize	IN-06-0028	2020	5.693327869	307.4571858
maize	IN-06-0028	2021	5.44589589	305.1085178
maize	IN-06-0028	2022	5.499284932	309.0794904
maize	IN-06-0028	2023	5.671389041	309.830811
maize	IN-06-0007	2003	5.591389222	317.0901407
maize	IN-06-0007	2004	5.312180328	301.2119262
maize	IN-06-0007	2005	5.150638356	303.1342466
maize	IN-06-0007	2006	5.167643836	296.0206658
maize	IN-06-0007	2007	5.142608219	296.3673562
maize	IN-06-0007	2008	5.185043836	301.9967562
maize	IN-06-0007	2009	4.831561644	294.6633507
maize	IN-06-0007	2010	4.879778082	294.8651644
maize	IN-06-0007	2011	5.234249315	309.1388712
maize	IN-06-0007	2012	5.533699454	309.8733661
maize	IN-06-0007	2013	6.06309863	327.1381342
maize	IN-06-0007	2014	5.677038356	305.1038521
maize	IN-06-0007	2015	5.522613699	298.1705479
maize	IN-06-0007	2016	5.420571038	307.1093197
maize	IN-06-0007	2017	5.112156164	294.2012603
maize	IN-06-0007	2018	4.987057534	295.5002055
maize	IN-06-0007	2019	5.535432877	309.2602767
maize	IN-06-0007	2020	5.886008197	310.4624153
maize	IN-06-0007	2021	5.425	299.6595178
maize	IN-06-0007	2022	5.638134247	309.0733616
maize	IN-06-0007	2023	5.567156164	302.4370932
maize	IN-06-0034	2003	4.309242515	290.9651317
maize	IN-06-0034	2004	4.364540984	291.131724
maize	IN-06-0034	2005	4.066312329	287.9743589
maize	IN-06-0034	2006	4.715180822	301.9470356
maize	IN-06-0034	2007	5.319917808	306.3053699
maize	IN-06-0034	2008	5.084457534	297.5931507
maize	IN-06-0034	2009	4.186317808	285.702937
maize	IN-06-0034	2010	4.178876712	288.7300384
maize	IN-06-0034	2011	4.541723288	297.6214521
maize	IN-06-0034	2012	4.908	296.6341257
maize	IN-06-0034	2013	5.232994521	307.4804082
maize	IN-06-0034	2014	5.051586301	294.4681945
maize	IN-06-0034	2015	4.880671233	290.496726
maize	IN-06-0034	2016	4.713811475	298.5984208
