crop_name	adm_id	year	tmin	tmax	prec	rad	tavg	et0	vpd	cwb
maize	IN-06-2058	2018	20.28520548	31.74562192	2.947989041	18066354.6	25.8633589	4.95609589	32.57024932	-2.008106849
maize	IN-06-2058	2019	20.52524658	30.9179863	4.735515068	17468662.61	25.47236438	4.708090411	28.84041918	0.027424658
maize	IN-06-2058	2020	20.01425137	31.15815847	2.532396175	18246594.01	25.28086339	4.714467213	28.76084426	-2.182071038
maize	IN-06-2058	2021	19.78617534	30.82321096	3.158734247	17898275.2	24.97278356	4.597610959	27.54507945	-1.438876712
maize	IN-06-2058	2022	20.12352877	31.48687123	3.21390137	18589249.53	25.51654247	4.897153425	30.69217534	-1.683252055
maize	IN-06-2058	2023	19.94712877	30.86089863	2.623482192	18062888.57	25.11678356	4.623657534	27.46983014	-2.000175342
maize	IN-06-0031	2001	19.94293425	30.9811589	2.827312329	19089575.46	25.35810411	5.142164384	30.54164932	-2.314852055
maize	IN-06-0031	2002	20.5291589	31.72876712	1.417720548	19623413.01	26.08391781	5.504060274	33.30120822	-4.086339726
maize	IN-06-0031	2003	20.53705479	31.22169589	1.460556164	18924904.12	25.83501918	5.209106849	31.11994247	-3.748550685
maize	IN-06-0031	2004	20.47879508	31.33169672	2.632068306	19220919.46	25.84214481	5.279196721	31.45643716	-2.647128415
maize	IN-06-0031	2005	19.78802192	30.74116986	1.422717808	19242680.27	25.22450411	5.161394521	30.77038082	-3.738676712
maize	IN-06-0031	2006	20.55252603	31.21326849	2.791616438	18813370.72	25.86160822	5.067986301	30.16987123	-2.276369863
maize	IN-06-0031	2007	20.16692877	30.98383836	2.138613699	19087252.98	25.5363863	5.012449315	29.86705753	-2.873835616
maize	IN-06-0031	2008	19.84914208	30.51869126	2.003120219	18782345.55	25.06663934	4.959931694	28.62472678	-2.956811475
maize	IN-06-0031	2009	20.83400822	31.50282466	1.965660274	19103031.49	26.17196438	5.222019178	30.93717808	-3.256358904
maize	IN-06-0031	2010	21.26787671	31.79168219	1.809093151	18743935.61	26.52818082	5.29029589	32.12109863	-3.48120274
maize	IN-06-0031	2011	20.40973425	31.00281096	2.674909589	18572574.84	25.69840822	4.937268493	29.67490411	-2.262358904
maize	IN-06-0031	2012	19.88298634	30.58636612	2.611008197	18822312.19	25.16634973	5.073098361	29.60394809	-2.462090164
maize	IN-06-0031	2013	19.8912	30.00994795	3.039876712	17859839.78	24.83944384	4.679747945	26.77062192	-1.639871233
maize	IN-06-0031	2014	20.39531781	30.68967671	2.161315068	18912891.54	25.46801644	4.987361644	28.90129589	-2.826046575
maize	IN-06-0031	2015	20.79534247	31.24592603	2.429876712	18711978.63	25.83299726	5.006884932	29.99150137	-2.577008219
maize	IN-06-0031	2016	20.93443989	31.6482541	3.35142623	18431852.59	26.12503005	5.014120219	30.60269945	-1.662693989
maize	IN-06-0031	2017	20.40738356	30.93627671	2.166865753	18783056.41	25.48943562	4.968654795	28.99301918	-2.801789041
maize	IN-06-0031	2018	20.48230137	31.31185205	2.664690411	18368335.02	25.75760822	5.012561644	30.81286575	-2.347871233
maize	IN-06-0031	2019	20.60510685	30.38885753	4.69049589	17708423.38	25.26287671	4.698008219	26.89268767	-0.007512329
maize	IN-06-0031	2020	20.2604153	30.74413934	2.175510929	18536865.52	25.20871858	4.764084699	27.2978306	-2.58857377
maize	IN-06-0031	2021	20.12680822	30.32112329	2.570479452	18140616.07	24.94014247	4.635767123	26.03985479	-2.065287671
maize	IN-06-0031	2022	20.40751233	30.93485479	2.907084932	18810069.36	25.45120822	4.919158904	28.7628274	-2.012073973
maize	IN-06-0031	2023	20.18022192	30.26119178	2.277008219	18334115.56	24.9768274	4.599873973	25.40105753	-2.322865753
maize	IN-06-2006	2001	20.20146575	31.16674795	1.703183562	19149618.83	25.25205205	4.970380822	29.0416411	-3.26719726
maize	IN-06-2006	2002	20.33109315	31.44603288	2.029794521	19166893.9	25.49791233	5.089257534	30.26107123	-3.059463014
maize	IN-06-2006	2003	20.60783288	31.32793699	2.743482192	18964121.79	25.60239178	4.990290411	29.19615342	-2.246808219
maize	IN-06-2006	2004	20.58410656	31.32607377	2.933756831	18979288.97	25.57689344	4.954803279	29.23425137	-2.021046448
maize	IN-06-2006	2005	20.05297808	31.03416986	2.22060274	19353677.27	25.20078082	5.050309589	29.79944384	-2.829706849
maize	IN-06-2006	2006	20.58323288	31.19796164	3.589320548	18712909.9	25.54497534	4.829657534	28.05979726	-1.240336986
maize	IN-06-2006	2007	20.70291233	31.5397863	3.739068493	18862171.95	25.79929589	4.882158904	29.26736712	-1.143090411
maize	IN-06-2006	2008	20.49294262	31.10030328	2.120382514	18620505.89	25.41118579	4.908398907	28.79991803	-2.788016393
maize	IN-06-2006	2009	21.14352877	32.02921918	2.230947945	19146223.09	26.30703836	5.131452055	30.88018356	-2.90050411
maize	IN-06-2006	2010	21.49594247	31.91528493	2.516389041	18641867.47	26.44627397	4.995715068	29.77756164	-2.479326027
maize	IN-06-2006	2011	20.76377534	31.50867397	2.944726027	18466448.51	25.84831781	4.811983562	29.24640822	-1.867257534
maize	IN-06-2006	2012	20.44386612	31.2718224	3.048010929	18920782.84	25.51009016	5.004412568	29.54663388	-1.956401639
maize	IN-06-2006	2013	20.63010411	30.54023836	3.919632877	17784706.09	25.21541096	4.651131507	26.44147945	-0.73149863
maize	IN-06-2006	2014	21.06305479	31.46185479	2.111550685	18881579.46	25.96625753	4.965391781	28.90653699	-2.853841096
maize	IN-06-2006	2015	21.38659452	31.73453699	1.739046575	18703843.98	26.18881096	4.924838356	29.13429589	-3.185791781
maize	IN-06-2006	2016	21.11260929	31.74743716	2.571191257	18311752.91	26.03965847	4.852680328	28.90879235	-2.281489071
maize	IN-06-2006	2017	21.24452877	31.83098356	2.636021918	18802507.58	26.16165205	5.021967123	29.75749589	-2.385945205
maize	IN-06-2006	2018	21.14947397	31.98869863	2.333706849	18719757.73	26.24766301	5.035515068	30.98113699	-2.701808219
maize	IN-06-2006	2019	21.37229589	31.01960274	4.614087671	17828328.97	25.84786849	4.751945205	26.90966849	-0.137857534
maize	IN-06-2006	2020	21.30612568	31.41690984	2.601874317	18406117.71	25.95021311	4.767737705	27.42666667	-2.165863388
maize	IN-06-2006	2021	21.17439178	31.33414521	2.485649315	18050027.21	25.80670685	4.674175342	27.1298137	-2.188526027
maize	IN-06-2006	2022	21.11400274	31.48854247	2.686663014	18772068.36	25.88903562	4.855684932	28.27103836	-2.169021918
maize	IN-06-2006	2023	21.20531233	31.10810685	2.888824658	18375938.36	25.76443288	4.713958904	26.75375342	-1.825134247
maize	IN-06-1071	2001	18.84587397	29.67847123	4.273405479	18177094.46	23.98493425	4.259852055	25.6967863	0.013553425
maize	IN-06-1071	2002	19.1456137	30.4272137	2.524638356	19085403.69	24.58635342	4.604994521	28.6501726	-2.080356164
maize	IN-06-1071	2003	19.03735342	29.54937534	3.596553425	18081746.08	24.06856712	4.231931507	25.79799178	-0.635378082
maize	IN-06-1071	2004	19.01384699	29.92420765	2.608551913	18969379.36	24.22075683	4.441715847	26.96716667	-1.833163934
maize	IN-06-1071	2005	19.08362192	29.85871781	4.14589863	18739657.95	24.19725479	4.358682192	27.39810411	-0.212783562
maize	IN-06-1071	2006	19.29347671	29.93472877	3.691238356	18340520.75	24.40672877	4.308279452	26.20191233	-0.617041096
maize	IN-06-1071	2007	19.22204384	30.01226301	3.328476712	18515336.63	24.31980822	4.371131507	26.92913699	-1.042654795
maize	IN-06-1071	2008	19.00663661	29.87284153	3.551202186	18396563.02	24.17164481	4.297885246	26.51396448	-0.74668306
maize	IN-06-1071	2009	19.66078904	30.83576712	2.778882192	19042524.94	25.07580548	4.640476712	29.70768493	-1.861594521
maize	IN-06-1071	2010	19.95103288	30.79771781	3.095912329	18711431.59	25.19918356	4.556717808	29.18220822	-1.460805479
maize	IN-06-1071	2011	18.92595616	29.99949041	4.596293151	18260050.21	24.16367945	4.280460274	26.86160548	0.315832877
maize	IN-06-1071	2012	19.08288251	30.14548087	3.122592896	18476753.63	24.37597268	4.458551913	28.48734973	-1.335959016
maize	IN-06-1071	2013	18.90175068	29.67434795	4.072046575	17774136.48	23.90651507	4.141868493	25.53634521	-0.069821918
maize	IN-06-1071	2014	18.90973973	29.58567945	3.151947945	18494033.54	23.95497534	4.284652055	25.35120274	-1.13270411
maize	IN-06-1071	2015	19.20998904	29.9013726	2.880715068	18299695.14	24.26424384	4.229131507	24.91481096	-1.348416438
maize	IN-06-1071	2016	19.64364481	30.3958224	3.982439891	17991833.64	24.71373497	4.296420765	26.87561749	-0.313980874
maize	IN-06-1071	2017	19.61727671	30.67734247	2.841624658	18632665.92	24.92011233	4.495068493	28.28448219	-1.653443836
maize	IN-06-1071	2018	19.22282192	30.27232055	2.911657534	18260320.16	24.49668767	4.348468493	27.50262192	-1.436810959
maize	IN-06-1071	2019	19.7102274	30.13130411	3.896054795	17783137.05	24.70832055	4.240967123	26.45709589	-0.344912329
maize	IN-06-1071	2020	19.00202186	28.97045082	4.022510929	17584333.79	23.6951612	3.876019126	21.11390437	0.146491803
maize	IN-06-1071	2021	19.23818356	29.74111781	3.293449315	17820326.02	24.16770137	4.069490411	23.74232877	-0.776041096
maize	IN-06-1071	2022	19.54219726	30.23434521	3.790057534	18228761.69	24.63042192	4.259378082	26.53813425	-0.469320548
maize	IN-06-1071	2023	19.45229863	30.13349315	2.757345205	18374645.48	24.50844932	4.263052055	25.05899726	-1.505706849
maize	IN-06-1081	2001	19.44874795	30.65440822	2.29549863	18793701.07	24.72000548	4.894693151	29.92309041	-2.599194521
maize	IN-06-1081	2002	20.33232603	31.60050959	1.753608219	19308198.28	25.6983726	5.340052055	33.18175068	-3.586443836
maize	IN-06-1081	2003	19.99595616	30.48056712	2.549205479	18254433.72	24.98130137	4.825139726	29.32828219	-2.275934247
maize	IN-06-1081	2004	20.11849454	30.96013388	2.101666667	18992980.39	25.28157377	5.051699454	30.8952459	-2.950032787
maize	IN-06-1081	2005	19.59736986	30.39669041	2.346145205	18912566.14	24.79069589	4.893942466	29.8424411	-2.54779726
maize	IN-06-1081	2006	20.13510411	30.76481644	2.703419178	18528192.87	25.20447123	4.776054795	29.18680548	-2.072635616
maize	IN-06-1081	2007	19.88823288	30.90946301	1.761572603	18941295.51	25.16286027	4.936783562	30.52156712	-3.175210959
maize	IN-06-1081	2008	19.6176694	30.43026776	2.886346995	18470024.26	24.74490437	4.730360656	28.81908197	-1.844013661
maize	IN-06-1081	2009	20.47479726	31.13803014	2.221241096	18902298.59	25.65025205	5.013742466	30.5823726	-2.79250137
maize	IN-06-1081	2010	20.70981644	31.13001918	2.212863014	18522354.35	25.73308493	4.947364384	30.66499452	-2.73450137
maize	IN-06-1081	2011	19.80334521	30.52893425	3.942668493	18305834.05	24.92103014	4.679575342	28.92058356	-0.736906849
maize	IN-06-1081	2012	19.57912295	30.54597541	2.788948087	18494080.19	24.80639891	4.919174863	30.49584426	-2.130226776
maize	IN-06-1081	2013	19.30431507	29.52006301	3.877030137	17588199.86	24.04683288	4.374849315	25.32743288	-0.497819178
maize	IN-06-1081	2014	19.87711781	30.30570411	2.231438356	18705301.42	24.81247123	4.775021918	28.29571233	-2.543583562
maize	IN-06-1081	2015	20.10591781	30.56187123	2.552345205	18319353.55	25.02783562	4.705775342	28.0452274	-2.153430137
maize	IN-06-1081	2016	20.40503825	31.17584153	2.917806011	18202048.84	25.48615027	4.732215847	29.34137158	-1.814409836
maize	IN-06-1081	2017	20.15347123	30.96623836	2.015054795	18614147.06	25.26429589	4.846345205	29.48165479	-2.831290411
maize	IN-06-1081	2018	19.98783836	31.21974521	2.737131507	18228488.48	25.3252	4.780775342	30.94087945	-2.043643836
maize	IN-06-1081	2019	20.09009589	30.30189863	3.815490411	17723931.86	24.84976164	4.523109589	27.50981096	-0.707619178
maize	IN-06-1081	2020	19.66842077	30.28912842	1.980409836	18233406.56	24.55998361	4.508718579	26.45763661	-2.528308743
maize	IN-06-1081	2021	19.72478356	30.52914247	3.462172603	18032629.9	24.7146137	4.567591781	27.39784384	-1.105419178
maize	IN-06-1081	2022	20.01522466	30.7753863	3.264408219	18654972.58	24.99564658	4.782016438	28.94462192	-1.517608219
maize	IN-06-1081	2023	19.81472603	30.23791233	2.727556164	18174548.75	24.63553151	4.518205479	25.80609041	-1.790649315
maize	IN-06-0008	2001	20.45761644	31.11332329	3.717912329	18201484.23	25.41586301	4.462635616	28.65828493	-0.744723288
maize	IN-06-0008	2002	20.63109863	31.71312603	3.626616438	18735338.24	25.80884658	4.727482192	31.19791507	-1.100865753
maize	IN-06-0008	2003	20.63591233	30.93953699	5.013630137	17851747.64	25.43546575	4.425690411	28.23127671	0.587939726
maize	IN-06-0008	2004	20.42478962	31.4032541	3.092948087	18812479.59	25.52121585	4.595762295	29.97572404	-1.502814208
maize	IN-06-0008	2005	20.44694521	31.17504658	4.001545205	18530375.84	25.42479726	4.559838356	29.95729315	-0.558293151
maize	IN-06-0008	2006	20.58613699	31.20901096	4.239630137	18129247.05	25.50872603	4.402832877	28.11205205	-0.16320274
maize	IN-06-0008	2007	20.42249589	31.22841918	3.934879452	18403818.09	25.4036411	4.470463014	28.61331507	-0.535583562
maize	IN-06-0008	2008	20.40102732	31.23130601	3.278827869	18319238.03	25.37729781	4.496849727	29.11843989	-1.218021858
maize	IN-06-0008	2009	21.17081096	32.4023863	3.553287671	18772541.18	26.51330959	4.739268493	33.00065479	-1.185980822
maize	IN-06-0008	2010	21.27614247	31.78374795	3.941082192	18092305.77	26.18232055	4.517939726	29.95912603	-0.576857534
maize	IN-06-0008	2011	20.32644658	31.22397808	4.255928767	18253424.19	25.36821918	4.426139726	28.60332055	-0.170210959
maize	IN-06-0008	2012	20.48165574	31.25997814	3.920915301	18131396.76	25.46562842	4.507125683	29.94535792	-0.586210383
maize	IN-06-0008	2013	20.53435068	30.7337863	4.824668493	17269866.27	25.16009041	4.231978082	26.94253425	0.592690411
maize	IN-06-0008	2014	20.61520822	31.2702	2.89390411	18296411.24	25.47868493	4.488490411	28.56472329	-1.594586301
maize	IN-06-0008	2015	20.83909589	31.33923014	3.658767123	18155983.52	25.64175068	4.399123288	27.13892877	-0.740356164
maize	IN-06-0008	2016	21.00508743	31.64481967	4.352871585	17887778.4	25.91129508	4.430079235	28.50118306	-0.07720765
maize	IN-06-0008	2017	21.00110411	32.00544932	2.891936986	18557502.39	26.22558356	4.625446575	30.64326849	-1.733509589
maize	IN-06-0008	2018	20.70690411	31.47688219	3.7744	17967475.71	25.71132329	4.452657534	29.28985205	-0.678257534
maize	IN-06-0008	2019	21.18937534	31.22706301	4.768915068	17492148.5	25.93909863	4.329515068	27.97242192	0.4394
maize	IN-06-0008	2020	20.43169945	30.20558197	4.617243169	17264605.2	24.90449454	3.988800546	22.82968033	0.628442623
maize	IN-06-0008	2021	20.76750959	30.87134247	3.358956164	17660970.3	25.43279726	4.216657534	25.46598904	-0.85770137
maize	IN-06-0008	2022	20.92403836	31.16854521	4.595263014	17877463.41	25.69053699	4.319027397	27.23833699	0.276235616
maize	IN-06-0008	2023	20.72710685	31.10198082	3.925167123	18036067.63	25.5058137	4.323745205	26.02007397	-0.398578082
maize	IN-06-1060	2001	20.61768493	31.77818904	1.839216438	19164552.55	25.94933425	5.113767123	31.50905205	-3.274550685
maize	IN-06-1060	2002	20.65249863	32.00298082	2.242336986	19042937.53	26.09132877	5.18979726	32.55176164	-2.947460274
maize	IN-06-1060	2003	20.92880274	31.80940822	2.51880274	18920375.09	26.18964658	5.112084932	31.34186575	-2.593282192
maize	IN-06-1060	2004	20.9274071	31.99166667	2.492396175	19138639.18	26.22345902	5.15660929	31.919	-2.664213115
maize	IN-06-1060	2005	20.38839178	31.59326849	2.183515068	19347819.65	25.78236986	5.165928767	31.93635342	-2.982413699
maize	IN-06-1060	2006	20.89016164	31.81377808	2.835282192	18772615.46	26.15081096	4.967572603	30.52017808	-2.132290411
maize	IN-06-1060	2007	21.07020822	31.9360411	3.625432877	18919363.77	26.29046027	4.9632	30.9207863	-1.337767123
maize	IN-06-1060	2008	20.66246995	31.453	2.277204918	18642348.2	25.81318033	4.97786612	30.21621585	-2.700661202
maize	IN-06-1060	2009	21.44008767	32.53751507	2.467526027	19117605.37	26.81846027	5.216147945	32.94104658	-2.748621918
maize	IN-06-1060	2010	21.70670685	32.2324	2.369873973	18568718.82	26.80939178	5.064558904	31.20546027	-2.694684932
maize	IN-06-1060	2011	20.9866	31.71965753	2.711575342	18501449.74	26.1680411	4.854013699	30.40620274	-2.142438356
maize	IN-06-1060	2012	20.71157923	31.57977049	2.550352459	18872352.4	25.92764481	5.076554645	30.92142077	-2.526202186
maize	IN-06-1060	2013	20.89300822	30.7773726	4.051172603	17717974.68	25.61421644	4.696605479	27.49734247	-0.645432877
maize	IN-06-1060	2014	21.30148767	31.69303836	2.336120548	18923762.27	26.28975342	5.032336986	29.99589863	-2.696216438
maize	IN-06-1060	2015	21.56786301	31.97168219	1.942454795	18657988.22	26.52129041	4.947545205	30.16907945	-3.005090411
maize	IN-06-1060	2016	21.51077322	32.15049454	2.785959016	18349389.73	26.57325956	4.961010929	30.68199454	-2.175051913
maize	IN-06-1060	2017	21.46099726	32.31125479	2.119706849	18906821.23	26.62280274	5.127720548	31.60353425	-3.008013699
maize	IN-06-1060	2018	21.61596164	32.55286575	2.251169863	18645231.54	26.90655068	5.153282192	33.50099726	-2.902112329
maize	IN-06-1060	2019	21.67132329	31.51883836	3.774641096	17782439.87	26.41264384	4.873019178	29.10255068	-1.098378082
maize	IN-06-1060	2020	21.4671776	31.63647541	2.648713115	18299313.19	26.28198361	4.781502732	28.35579781	-2.132789617
maize	IN-06-1060	2021	21.36270411	31.60159452	2.246783562	18007516.22	26.19053699	4.71740274	28.26824658	-2.470619178
maize	IN-06-1060	2022	21.33824658	31.80824932	3.075430137	18665157.47	26.31997534	4.943035616	30.02916164	-1.867605479
maize	IN-06-1060	2023	21.3488	31.24247945	2.93440274	18332693.02	26.05608219	4.72409589	27.47356164	-1.789693151
maize	IN-06-0040	2001	19.47025205	29.53832603	2.859027397	18589172.76	24.29305753	4.669227397	26.6878274	-1.8102
maize	IN-06-0040	2002	19.54600548	29.92093425	2.868263014	18846627.23	24.54333699	4.820517808	27.95606849	-1.952254795
maize	IN-06-0040	2003	19.66174795	29.59179452	2.927769863	18180503.92	24.43053425	4.631810959	26.60953151	-1.704041096
maize	IN-06-0040	2004	19.52663115	29.7538388	2.90492623	19077591.11	24.40870492	4.769404372	27.26395628	-1.864478142
maize	IN-06-0040	2005	19.4286137	29.67481644	3.089147945	18911030.34	24.31321644	4.792868493	27.97213699	-1.703720548
maize	IN-06-0040	2006	19.53371781	29.45603562	3.841684932	18277948.27	24.21598904	4.452616438	24.91250685	-0.610931507
maize	IN-06-0040	2007	19.60414247	29.84874521	3.485843836	18694167.9	24.44492603	4.623830137	26.76481096	-1.137986301
maize	IN-06-0040	2008	19.54477869	29.68893716	2.882155738	18577520.21	24.37385519	4.664415301	27.03407923	-1.782259563
maize	IN-06-0040	2009	20.27899452	30.49469315	3.457279452	18799969.48	25.24295068	4.83469589	28.79324932	-1.377416438
maize	IN-06-0040	2010	20.32165479	30.09680274	4.013531507	18229990.87	25.01668767	4.635391781	26.87688767	-0.621860274
maize	IN-06-0040	2011	19.50289589	29.66250959	3.258153425	18332762.75	24.2822411	4.520586301	26.12853973	-1.262432877
maize	IN-06-0040	2012	19.45899727	29.48894809	4.86081694	18349035.18	24.19838251	4.620259563	26.68023224	0.240557377
maize	IN-06-0040	2013	19.60476712	28.97298356	4.932350685	17220487.15	23.97408493	4.282013699	23.96148493	0.650336986
maize	IN-06-0040	2014	19.83890959	29.63872329	3.007783562	18595521.09	24.42635068	4.647082192	25.86467397	-1.63929863
maize	IN-06-0040	2015	19.86742466	29.53427945	3.277972603	18186532.48	24.39456164	4.418673973	24.27672603	-1.14070137
maize	IN-06-0040	2016	20.01194536	29.97144809	4.002737705	18026111.23	24.73904098	4.496915301	25.94575956	-0.494177596
maize	IN-06-0040	2017	19.88463836	30.12907945	2.495786301	18760177.73	24.7734137	4.66590137	26.74496164	-2.170115068
maize	IN-06-0040	2018	19.82864658	29.91558904	3.048005479	18030179.36	24.70178082	4.535591781	27.04698356	-1.487586301
maize	IN-06-0040	2019	20.18470959	29.45672877	5.188835616	17226249.23	24.66529863	4.39820274	25.11385479	0.790632877
maize	IN-06-0040	2020	19.63410109	29.15565301	3.865672131	17620305.24	24.10904918	4.178412568	22.51131694	-0.312740437
maize	IN-06-0040	2021	19.81675068	29.4222274	3.0072	17590541.3	24.37674521	4.277413699	23.94486301	-1.270213699
maize	IN-06-0040	2022	19.87732055	29.53386301	5.176865753	18014041.99	24.47873151	4.426372603	25.07227123	0.750493151
maize	IN-06-0040	2023	19.73989041	29.24680274	3.689090411	18010217.81	24.21907397	4.335969863	23.18487397	-0.646879452
maize	IN-06-0027	2001	19.17526575	30.92186849	1.830156164	18855972.53	24.63150685	4.617506849	28.17766849	-2.787350685
maize	IN-06-0027	2002	20.15660274	31.78466575	1.611019178	19106899.06	25.64172877	5.016632877	31.75409041	-3.405613699
maize	IN-06-0027	2003	19.56744932	30.6415863	3.530156164	18038952.66	24.79983836	4.527131507	28.702	-0.996975342
maize	IN-06-0027	2004	20.19503005	31.48769126	1.506423497	19004226.32	25.49262022	4.954685792	30.50178415	-3.448262295
maize	IN-06-0027	2005	19.85168493	31.30521096	2.558745205	18832040.31	25.33692055	4.856191781	30.94644932	-2.297446575
maize	IN-06-0027	2006	20.18183562	31.61218082	1.743641096	18839967.8	25.61520274	4.793117808	29.94358904	-3.049476712
maize	IN-06-0027	2007	20.02595342	31.57530959	1.682268493	18743412.38	25.47783562	4.913786301	30.61069589	-3.231517808
maize	IN-06-0027	2008	19.47668579	30.57074317	3.629494536	17939992.91	24.68229508	4.395915301	26.72336066	-0.766420765
maize	IN-06-0027	2009	20.07352603	31.35279178	2.119189041	18988556.96	25.44553425	4.846690411	29.56118082	-2.72750137
maize	IN-06-0027	2010	20.39448493	31.48178356	2.274328767	18410773.2	25.71536164	4.64479726	29.70891781	-2.370468493
maize	IN-06-0027	2011	19.33027671	30.61967397	2.72850411	18284834.22	24.67121918	4.410169863	27.20147671	-1.681665753
maize	IN-06-0027	2012	19.291	30.78249727	2.389590164	18592138.87	24.70306831	4.806046448	29.75545628	-2.416456284
maize	IN-06-0027	2013	19.23614795	30.15484658	3.488167123	17823675.25	24.36577534	4.287613699	25.33219726	-0.799446575
maize	IN-06-0027	2014	19.63826849	30.59988493	1.819926027	18626127.13	24.84539452	4.599742466	27.86757534	-2.779816438
maize	IN-06-0027	2015	20.32290685	31.31202466	1.73630411	18385275.44	25.55492329	4.635646575	28.97897534	-2.899342466
maize	IN-06-0027	2016	20.61879235	31.91772951	1.975972678	18366919.28	25.90953825	4.607054645	29.2678388	-2.631081967
maize	IN-06-0027	2017	20.24816712	31.82400548	1.521287671	18510971.59	25.69068493	4.689032877	30.01818904	-3.167745205
maize	IN-06-0027	2018	20.01669315	31.67055068	2.743419178	18322759.52	25.42075342	4.647926027	29.73764384	-1.904506849
maize	IN-06-0027	2019	19.91576164	30.4857863	2.716479452	17824281.73	24.83210685	4.395482192	26.61808219	-1.67900274
maize	IN-06-0027	2020	19.82763661	31.04481148	1.562811475	18206647.83	25.02435246	4.501114754	27.9350929	-2.938303279
maize	IN-06-0027	2021	19.91989041	31.18360548	2.273356164	18150876.41	25.10418356	4.519446575	27.86491781	-2.246090411
maize	IN-06-0027	2022	20.16683836	31.46306575	2.201383562	18547862.62	25.38282466	4.668884932	29.49913151	-2.46750137
maize	IN-06-0027	2023	19.91860822	30.76400548	2.71209589	18112308.8	24.91072329	4.405342466	26.0714274	-1.693246575
maize	IN-06-0502	2001	19.71133973	30.67949315	2.609857534	18723508.8	24.97960274	4.942010959	29.98020274	-2.332153425
maize	IN-06-0502	2002	20.03938904	31.30009589	2.319627397	19146887.52	25.47765479	5.246693151	32.1278411	-2.927065753
maize	IN-06-0502	2003	20.06289041	30.61404384	2.70099726	18294044.08	25.14393151	4.907079452	29.51393973	-2.206082192
maize	IN-06-0502	2004	20.00051093	30.93862842	2.531713115	18970793.49	25.26280328	5.042303279	30.5712541	-2.510590164
maize	IN-06-0502	2005	19.63213425	30.66796986	2.341315068	18912135.33	24.98130137	5.042164384	30.83553973	-2.700849315
maize	IN-06-0502	2006	20.05746027	30.73002192	3.863589041	18392746.22	25.16661918	4.76810137	28.70867945	-0.904512329
maize	IN-06-0502	2007	19.76016438	30.73927671	2.568123288	18813913.84	25.01456438	4.851928767	29.44146301	-2.283805479
maize	IN-06-0502	2008	19.59858743	30.58692896	2.377827869	18585669.43	24.85879235	4.866265027	29.43178962	-2.488437158
maize	IN-06-0502	2009	20.58177534	31.22888219	3.102120548	18805024.2	25.71266575	5.004852055	30.4763863	-1.902731507
maize	IN-06-0502	2010	20.7133726	31.16829863	2.911720548	18629997.59	25.73992603	4.976621918	30.14672877	-2.06490137
maize	IN-06-0502	2011	19.77746575	30.49345205	3.705493151	18203140.76	24.92247671	4.696336986	28.48244384	-0.990843836
maize	IN-06-0502	2012	19.53781148	30.40192896	2.876519126	18452745.25	24.75570765	4.884833333	29.48072404	-2.008314208
maize	IN-06-0502	2013	19.61813425	29.73047123	4.778271233	17414417.23	24.38299452	4.480663014	25.94336986	0.297608219
maize	IN-06-0502	2014	20.14290959	30.46993151	2.615909589	18732975.94	25.07363836	4.827512329	28.24176438	-2.21160274
