crop_name	adm_id	latitude	longitude	region_area	harvest_year	yield	production	harvest_area	awc	bulk_density	drainage_class	ssm	rsm	ndvi	tmin	tmax	prec	rad	tavg	et0	vpd	cwb	fpar	crop_area	crop_area_percentage
maize	IN-14-0001	21.36836	81.32449	2296	2013	1.111	200	180	10.71	1.592	4	6.228345205	333.3097836	0.414297297	20.88652877	31.23621918	4.20769589	17447138.83	25.75228493	4.264978082	27.38951507	-0.057282192	35.35097222	26.6	1.157
maize	IN-14-0001	21.36836	81.32449	2296	2014	1.204	590	490	10.71	1.592	4	5.906531507	311.1082603	0.422170732	20.97317808	31.65169041	3.288112329	18284007.18	25.9941863	4.496238356	28.58367945	-1.208126027	36.89125	26.6	1.157
maize	IN-14-0001	21.36836	81.32449	2296	2015	1.556	280	180	10.71	1.592	4	5.622454795	298.7706712	0.421666667	21.25265205	31.84296986	3.168509589	18372247.88	26.22474521	4.457227397	27.50744384	-1.288717808	37.16786111	26.6	1.157
maize	IN-14-0001	21.36836	81.32449	2296	2016	2.091	410	200	10.71	1.592	4	5.493937158	307.2836667	0.388837838	21.4787459	32.11379781	3.925576503	17887737.14	26.52363115	4.471306011	28.65892896	-0.545729508	34.60866667	26.6	1.157
maize	IN-14-0001	21.36836	81.32449	2296	2017	1.864	840	450	10.71	1.592	4	5.285279452	294.9901233	0.425275	21.44207945	32.34792603	2.586906849	18681713.22	26.67324932	4.658279452	30.19410685	-2.071372603	36.76894444	26.6	1.157
maize	IN-14-0002	19.28723	81.90359	5396	2003	1.692	25450	15040	10.739	1.573	4	4.408431138	221.0794581	0.397871795	19.53356164	29.92849589	4.667769863	17635973.2	24.40349589	4.246052055	25.27352877	0.421717808	31.25466667	10.5	0.194
maize	IN-14-0002	19.28723	81.90359	5396	2004	1.741	27590	15850	10.739	1.573	4	4.378631148	214.9485164	0.43304878	18.80657377	29.54025137	3.82418306	18535126	23.71443716	4.205297814	23.27488251	-0.381114754	35.01630556	10.5	0.194
maize	IN-14-0002	19.28723	81.90359	5396	2005	1.741	27590	15850	10.739	1.573	4	4.192786301	208.7712548	0.420769231	19.31372329	29.9614411	3.720893151	18400680.94	24.21297534	4.301260274	24.68010959	-0.580367123	34.87583333	10.5	0.194
maize	IN-14-0002	19.28723	81.90359	5396	2006	1.289	21090	16360	10.739	1.573	4	4.501660274	220.8268575	0.424975	19.13560822	29.63538082	4.584838356	18351085.82	23.97881644	4.13310411	22.98528767	0.451734247	34.355	10.5	0.194
maize	IN-14-0002	19.28723	81.90359	5396	2007	1.781	30040	16870	10.739	1.573	4	4.523016438	222.0711479	0.437813953	19.25423836	29.98246301	4.456805479	18386892.32	24.19150137	4.256194521	24.39039726	0.200610959	34.52322222	10.5	0.194
maize	IN-14-0002	19.28723	81.90359	5396	2008	1.605	28370	17680	10.739	1.573	4	4.404331507	217.0519233	0.420153846	19.19330055	29.72826776	3.652352459	17968313.59	24.03740984	4.143513661	23.83362022	-0.491161202	33.52116667	10.5	0.194
maize	IN-14-0002	19.28723	81.90359	5396	2009	1.931	37050	19190	10.739	1.573	4	3.935958904	198.4277863	0.41197561	19.65240274	30.94487123	3.140243836	18923018.79	24.90342192	4.47489589	27.5847726	-1.334652055	34.72258333	10.5	0.194
maize	IN-14-0002	19.28723	81.90359	5396	2010	1.995	38900	19500	10.739	1.573	4	4.470860274	221.9062137	0.452	19.93139726	29.88165479	4.899838356	17671766.54	24.41865753	4.14069589	23.09818082	0.759142466	37.07008333	10.5	0.194
maize	IN-14-0002	19.28723	81.90359	5396	2011	2.063	18880	9150	10.739	1.573	4	4.203427397	209.4988603	0.422342105	19.0005589	29.94332877	3.90979726	18528326.76	23.91466575	4.209528767	24.17513425	-0.299731507	36.61116667	10.5	0.194
maize	IN-14-0002	19.28723	81.90359	5396	2012	2.353	22350	9500	10.739	1.573	4	4.343040984	219.3471366	0.414447368	19.38039071	30.11971858	4.588352459	18067824.53	24.23451366	4.255344262	25.55780328	0.333008197	35.54480556	10.5	0.194
maize	IN-14-0002	19.28723	81.90359	5396	2013	2.343	22400	9560	10.739	1.573	4	4.712109589	233.3306904	0.450342105	19.53423288	29.5968	4.837361644	17325581.3	24.08431781	4.080378082	23.5128137	0.756983562	37.90841667	10.5	0.194
maize	IN-14-0002	19.28723	81.90359	5396	2014	2.003	19870	9920	10.739	1.573	4	4.478334247	221.5049589	0.449525	19.30101918	29.78461096	4.579758904	18102883.71	24.01080274	4.159520548	23.64284658	0.420238356	38.24286111	10.5	0.194
maize	IN-14-0002	19.28723	81.90359	5396	2015	2.315	21000	9070	10.739	1.573	4	4.292613699	212.2700849	0.432027027	19.76820274	30.34477808	3.677649315	18133869.16	24.62649315	4.189928767	24.13614247	-0.512279452	38.72775	10.5	0.194
maize	IN-14-0002	19.28723	81.90359	5396	2016	3.276	28540	8710	10.739	1.573	4	4.109756831	205.645112	0.4444	19.95054098	30.5084153	4.317631148	17984463.15	24.84013388	4.249325137	24.82388525	0.068306011	38.80666667	10.5	0.194
maize	IN-14-0002	19.28723	81.90359	5396	2017	3.264	30350	9300	10.739	1.573	4	4.209032877	210.3322137	0.457756757	19.854	30.70520822	3.800545205	18365282.07	24.92753425	4.340172603	25.7888274	-0.539627397	39.77375	10.5	0.194
maize	IN-14-0003	21.45383	81.76657	2903	2003	0.946	1580	1670	10.711	1.591	4	6.080853293	349.6007695	0.387775	21.29193151	31.69739726	5.918331507	17735027.95	26.30256438	4.498260274	29.92143836	1.420071233	32.31866667	13	0.446
maize	IN-14-0003	21.45383	81.76657	2903	2004	1.064	830	780	10.711	1.591	4	6.019213115	319.1329399	0.407926829	20.73744262	31.55915027	3.348428962	18878747.4	25.87832787	4.620803279	28.74047541	-1.272374317	35.54933333	13	0.446
maize	IN-14-0003	21.45383	81.76657	2903	2005	1.064	830	780	10.711	1.591	4	5.557717808	312.9904137	0.407261905	21.04258082	31.72930959	3.711739726	18492080.23	26.18065479	4.571534247	30.01992877	-0.859794521	33.53322222	13	0.446
maize	IN-14-0003	21.45383	81.76657	2903	2006	0.882	1860	2110	10.711	1.591	4	5.963008219	317.0537315	0.389878049	21.03838904	31.73885753	3.19130137	18300471.67	26.18699178	4.505054795	28.38647397	-1.313753425	33.46625	13	0.446
maize	IN-14-0003	21.45383	81.76657	2903	2007	1.128	2470	2190	10.711	1.591	4	6.167367123	326.3868301	0.387825	20.92826575	31.61253973	4.281364384	18369330.64	25.98849589	4.479715068	28.33835068	-0.198350685	33.12236111	13	0.446
maize	IN-14-0003	21.45383	81.76657	2903	2008	1.073	1030	960	10.711	1.591	4	6.121463014	325.0422137	0.387555556	20.76936066	31.55668579	3.821385246	18230870.36	25.86992077	4.44773224	28.48156557	-0.626346995	33.77947222	13	0.446
maize	IN-14-0003	21.45383	81.76657	2903	2009	1.25	1050	840	10.711	1.591	4	5.312334247	307.2769589	0.361487805	21.63446027	32.90578904	3.220775342	19015385.24	27.07975068	4.796213699	33.5954274	-1.575438356	32.48627778	13	0.446
maize	IN-14-0003	21.45383	81.76657	2903	2010	1.333	1600	1200	10.711	1.591	4	5.552586301	316.0292438	0.3985	21.81088493	32.34245205	3.97489863	18073428.53	26.82117534	4.643734247	30.74183562	-0.668835616	33.77672222	13	0.446
maize	IN-14-0003	21.45383	81.76657	2903	2011	1.111	100	90	10.711	1.591	4	5.863117808	318.9050082	0.396378378	20.59323562	31.49662192	3.925884932	18353037.88	25.65889041	4.428646575	27.8390274	-0.502761644	34.39111111	13	0.446
maize	IN-14-0003	21.45383	81.76657	2903	2012	1.632	310	190	10.711	1.591	4	5.948174863	328.7679563	0.384470588	20.97234973	31.56948361	4.092625683	18095156.87	25.99052459	4.466568306	29.19037432	-0.373942623	33.58569444	13	0.446
maize	IN-14-0003	21.45383	81.76657	2903	2013	1.864	410	220	10.711	1.591	4	6.379320548	341.6700932	0.395621622	20.94887123	31.22563562	4.232953425	17503670.26	25.76383562	4.26	27.14587671	-0.027046575	35.27508333	13	0.446
maize	IN-14-0003	21.45383	81.76657	2903	2014	1.719	980	570	10.711	1.591	4	6.164238356	323.4087808	0.391475	21.08761644	31.5861726	3.578931507	18222328.8	26.05214795	4.477117808	28.30010411	-0.898186301	35.71363889	13	0.446
maize	IN-14-0003	21.45383	81.76657	2903	2015	1.477	650	440	10.711	1.591	4	5.782024658	307.7056192	0.410027027	21.43977534	31.85708767	3.342424658	18356045.38	26.34323836	4.469550685	27.52778356	-1.127126027	36.44463889	13	0.446
maize	IN-14-0003	21.45383	81.76657	2903	2016	1.837	700	380	10.711	1.591	4	5.668989071	316.6930956	0.384473684	21.59319126	32.1047377	3.987270492	17837130.26	26.60113661	4.46645082	28.62390984	-0.479180328	33.85522222	13	0.446
maize	IN-14-0003	21.45383	81.76657	2903	2017	1.918	770	400	10.711	1.591	4	5.520334247	307.3171671	0.387	21.55952329	32.3384137	2.816832877	18665573.2	26.72826301	4.659591781	30.06696712	-1.842758904	34.95513889	13	0.446
maize	IN-14-0004	22.24958	82.05829	5535	2003	1.238	5460	4410	10.735	1.574	4	4.478032934	227.6973413	0.423309524	20.97089589	31.36268767	5.143057534	17832605.82	25.91660274	4.44250137	29.11250685	0.700556164	34.40880556	10.6	0.191
maize	IN-14-0004	22.24958	82.05829	5535	2004	1.318	5550	4210	10.735	1.574	4	4.072964481	204.4675628	0.460568182	20.51936885	31.3807623	3.222620219	18867707.95	25.6255765	4.562051913	28.65001093	-1.339431694	37.99038889	10.6	0.191
maize	IN-14-0004	22.24958	82.05829	5535	2005	1.318	5550	4210	10.735	1.574	4	3.812389041	196.992	0.439767442	20.90000822	31.46722192	4.368183562	18541622.12	25.92127123	4.550052055	29.90652055	-0.181868493	35.70769444	10.6	0.191
maize	IN-14-0004	22.24958	82.05829	5535	2006	1.162	4740	4080	10.735	1.574	4	3.984410959	200.8219479	0.418255814	20.91597808	31.47655068	3.644523288	18168029.49	25.89884384	4.439063014	28.15709589	-0.794539726	34.18336111	10.6	0.191
maize	IN-14-0004	22.24958	82.05829	5535	2007	1.352	5150	3810	10.735	1.574	4	4.061172603	204.0480658	0.456511111	20.7288274	31.29746575	4.428287671	18343226.43	25.64634521	4.4348	27.87740274	-0.006512329	35.68769444	10.6	0.191
maize	IN-14-0004	22.24958	82.05829	5535	2008	1.26	4600	3650	10.735	1.574	4	4.019610959	204.0462795	0.449333333	20.61784426	31.32180328	4.104527322	18160908.85	25.59357104	4.407480874	28.1755929	-0.302953552	35.47608333	10.6	0.191
maize	IN-14-0004	22.24958	82.05829	5535	2009	1.621	9210	5680	10.735	1.574	4	3.532649315	189.748063	0.420363636	21.37278082	32.59666301	3.437693151	18932631.23	26.74469863	4.771043836	32.96634521	-1.333350685	35.35166667	10.6	0.191
maize	IN-14-0004	22.24958	82.05829	5535	2010	1.737	9900	5700	10.735	1.574	4	3.628115068	192.7108603	0.42504878	21.52639452	32.27328767	3.599542466	18255821.7	26.61634795	4.645	31.24689041	-1.045457534	36.10247222	10.6	0.191
maize	IN-14-0004	22.24958	82.05829	5535	2011	1.375	4550	3310	10.735	1.574	4	3.965638356	203.9940712	0.45055	20.55968219	31.45250137	4.833975342	18217671.17	25.61866301	4.436405479	28.5251863	0.397569863	36.83261111	10.6	0.191
maize	IN-14-0004	22.24958	82.05829	5535	2012	1.781	5360	3010	10.735	1.574	4	4.030251366	206.686765	0.441512821	20.76984699	31.43495082	3.993155738	17993511.48	25.76302459	4.49297541	29.66171311	-0.499819672	37.59322222	10.6	0.191
maize	IN-14-0004	22.24958	82.05829	5535	2013	1.871	5650	3020	10.735	1.574	4	4.367893151	218.7990192	0.472625	20.80486575	31.15254521	4.554657534	17585221.16	25.56681918	4.291890411	27.52140548	0.262767123	38.01569444	10.6	0.191
maize	IN-14-0004	22.24958	82.05829	5535	2014	1.822	5740	3150	10.735	1.574	4	4.162660274	208.3725644	0.460268293	20.90291781	31.3896	3.637027397	18159926.21	25.80689315	4.454550685	28.25714795	-0.817523288	39.76477778	10.6	0.191
maize	IN-14-0004	22.24958	82.05829	5535	2015	1.535	4620	3010	10.735	1.574	4	3.823353425	192.7642301	0.469309524	21.20359452	31.55746575	3.230663014	18311085.25	26.03352603	4.419728767	27.03461096	-1.189065753	40.03875	10.6	0.191
maize	IN-14-0004	22.24958	82.05829	5535	2016	2.272	6540	2880	10.735	1.574	4	3.967319672	203.2463361	0.43725	21.34827596	31.98994809	4.229751366	17820323.04	26.3366694	4.47018306	29.0205929	-0.240431694	37.07186111	10.6	0.191
maize	IN-14-0004	22.24958	82.05829	5535	2017	1.971	4960	2520	10.735	1.574	4	3.685260274	191.4007041	0.441365854	21.50707945	32.33654521	3.408745205	18622254.53	26.66879726	4.673457534	30.83114521	-1.264712329	37.74161111	10.6	0.191
maize	IN-14-0005	21.92868	83.14716	7050	2003	1.296	1270	980	12.494	1.474	5	5.173491018	265.5763413	0.440425	21.1130137	31.49782192	5.015835616	17782479.31	26.08273973	4.374827397	29.30050959	0.641008219	36.50138889	5.8	0.082
maize	IN-14-0005	21.92868	83.14716	7050	2004	1.357	1330	980	12.494	1.474	5	5.063579235	254.3094536	0.467136364	20.58995628	31.41463115	3.896672131	18707269.86	25.75083333	4.492101093	28.61085246	-0.595428962	38.92972222	5.8	0.082
maize	IN-14-0005	21.92868	83.14716	7050	2005	1.357	1330	980	12.494	1.474	5	4.754778082	245.3247096	0.474477273	21.05767123	31.67395616	4.163723288	18481230	26.16414247	4.497871233	29.94126575	-0.334147945	37.09852778	5.8	0.082
maize	IN-14-0005	21.92868	83.14716	7050	2006	1.363	1390	1020	12.494	1.474	5	4.938769863	248.9832	0.447731707	20.98447397	31.63547123	4.170408219	18272026.73	26.06140822	4.411643836	28.40375616	-0.241235616	37.89833333	5.8	0.082
maize	IN-14-0005	21.92868	83.14716	7050	2007	1.647	1680	1020	12.494	1.474	5	5.018484932	251.5189068	0.458318182	20.87787671	31.50772055	4.416205479	18171764.27	25.90207671	4.411709589	28.5407589	0.00449589	37.31497222	5.8	0.082
maize	IN-14-0005	21.92868	83.14716	7050	2008	1.505	1520	1010	12.494	1.474	5	4.978838356	252.3049096	0.458157895	20.68947541	31.33434973	4.416155738	17904975.51	25.72499454	4.286224044	27.94681967	0.129931694	37.88888889	5.8	0.082
maize	IN-14-0005	21.92868	83.14716	7050	2009	1.268	1230	970	12.494	1.474	5	4.348257534	233.0755096	0.455209302	21.38310959	32.7849589	3.819621918	18910546.89	26.90828493	4.726868493	33.56543562	-0.907246575	38.01783333	5.8	0.082
maize	IN-14-0005	21.92868	83.14716	7050	2010	1.7	1700	1000	12.494	1.474	5	4.428383562	234.2405836	0.471512195	21.51870685	32.28318904	3.696120548	18235161.89	26.6712411	4.548986301	31.02397534	-0.852865753	39.14427778	5.8	0.082
maize	IN-14-0005	21.92868	83.14716	7050	2011	1.561	1530	980	12.494	1.474	5	4.81069589	246.1115178	0.461897436	20.44709315	31.36328767	5.012457534	18158719.92	25.59753151	4.301243836	27.93339726	0.711213699	39.0855	5.8	0.082
maize	IN-14-0005	21.92868	83.14716	7050	2012	2.016	1270	630	12.494	1.474	5	4.856428962	251.3737541	0.459131579	20.8389153	31.44942896	4.557254098	17921698.68	25.87154372	4.386448087	29.22184699	0.170806011	39.59727778	5.8	0.082
maize	IN-14-0005	21.92868	83.14716	7050	2013	2.131	2110	990	12.494	1.474	5	5.060627397	256.0138575	0.492461538	20.83609041	31.30463288	4.256515068	17521046.08	25.72938904	4.232778082	27.70655068	0.023736986	41.01438889	5.8	0.082
maize	IN-14-0005	21.92868	83.14716	7050	2014	2.076	1910	920	12.494	1.474	5	4.971958904	250.6533397	0.4787	20.95483288	31.52166301	4.02230411	18020124.03	25.95746027	4.364106849	28.34078356	-0.34180274	42.04825	5.8	0.082
maize	IN-14-0005	21.92868	83.14716	7050	2015	2.105	2210	1050	12.494	1.474	5	4.649224658	235.6907808	0.464534884	21.49942192	31.87659178	3.619405479	18148472.54	26.42622192	4.406761644	28.0265589	-0.787356164	41.21838889	5.8	0.082
maize	IN-14-0005	21.92868	83.14716	7050	2016	2.468	2190	890	12.494	1.474	5	4.655489071	241.9977732	0.456153846	21.5465082	32.15831421	4.016030055	17788235.46	26.61499727	4.441062842	29.3701776	-0.425032787	39.79819444	5.8	0.082
maize	IN-14-0005	21.92868	83.14716	7050	2017	2.487	2130	860	12.494	1.474	5	4.53930411	236.8779123	0.458435897	21.59055068	32.45336164	4.014386301	18386047.62	26.78609315	4.571679452	30.7866411	-0.557293151	41.76002778	5.8	0.082
maize	IN-14-0006	23.06172	83.30609	4008	2003	1.32	48900	37050	11.319	1.549	4	4.807134731	240.6594551	0.421139535	18.51024384	28.1832	4.915115068	17927943.82	23.05024384	4.109408219	22.77935616	0.805706849	34.35777778	22.4	0.559
maize	IN-14-0006	23.06172	83.30609	4008	2004	1.338	49600	37080	11.319	1.549	4	4.726229508	234.1894098	0.435844444	18.32719126	28.49813661	4.084644809	18765954.28	23.08683607	4.290448087	23.53038798	-0.205803279	36.03691667	22.4	0.559
maize	IN-14-0006	23.06172	83.30609	4008	2005	1.338	49600	37080	11.319	1.549	4	4.413753425	221.5580274	0.433404762	18.67928493	28.59504384	3.596328767	18563473.4	23.38749041	4.312789041	24.32689315	-0.716460274	34.99561111	22.4	0.559
maize	IN-14-0006	23.06172	83.30609	4008	2006	0.91	33580	36910	11.319	1.549	4	4.556821918	226.3007233	0.424272727	18.73539178	28.56292329	3.466778082	18147478	23.32990411	4.162635616	22.96005205	-0.695857534	35.26527778	22.4	0.559
maize	IN-14-0006	23.06172	83.30609	4008	2007	1.493	54960	36800	11.319	1.549	4	4.624739726	228.6807151	0.435181818	18.45555068	28.32370959	4.188909589	18172972.18	23.01859726	4.169534247	22.67621644	0.019375342	36.47886111	22.4	0.559
maize	IN-14-0006	23.06172	83.30609	4008	2008	1.345	48600	36130	11.319	1.549	4	4.529679452	226.6336466	0.438325	18.44101639	28.36044809	4.391901639	17845793.98	23.05213661	4.075174863	22.86924044	0.316726776	35.96477778	22.4	0.559
maize	IN-14-0006	23.06172	83.30609	4008	2009	1.142	40870	35790	11.319	1.549	4	4.039427397	208.0370521	0.419909091	18.98298082	29.58630685	3.305175342	18866302.99	24.03795616	4.554969863	26.8506137	-1.249794521	35.69533333	22.4	0.559
maize	IN-14-0006	23.06172	83.30609	4008	2010	1.763	63100	35800	11.319	1.549	4	3.900775342	201.3551918	0.43652381	19.14871507	29.42387671	2.930643836	18509435.62	24.07168493	4.39719726	25.91290959	-1.466553425	37.75538889	22.4	0.559
maize	IN-14-0006	23.06172	83.30609	4008	2011	1.395	12260	8790	11.319	1.549	4	4.424942466	224.0953014	0.425315789	18.22372329	28.44666301	5.478079452	17966490.99	22.96064932	4.106991781	23.08126027	1.371087671	37.54169444	22.4	0.559
maize	IN-14-0006	23.06172	83.30609	4008	2012	2.02	18600	9210	11.319	1.549	4	4.512051913	227.9655082	0.44165	18.56206011	28.59409836	4.000128415	18081326.65	23.28870219	4.26245082	24.58119126	-0.262322404	37.49477778	22.4	0.559
maize	IN-14-0006	23.06172	83.30609	4008	2013	2.03	19160	9440	11.319	1.549	4	4.717106849	234.1929397	0.4723	18.40813425	28.36752055	4.552389041	17631335.9	22.95422192	4.060865753	22.39559726	0.491523288	40.63780556	22.4	0.559
maize	IN-14-0006	23.06172	83.30609	4008	2014	1.792	16680	9310	11.319	1.549	4	4.570608219	226.6123288	0.483046512	18.44424384	28.41558904	3.794189041	18027719.6	23.1075726	4.16639726	22.84609863	-0.372208219	39.88833333	22.4	0.559
maize	IN-14-0006	23.06172	83.30609	4008	2015	2.031	19150	9430	11.319	1.549	4	4.381068493	217.0589014	0.450045455	18.87544658	28.70195068	4.023183562	18012279.57	23.54186027	4.118750685	22.47459726	-0.095567123	39.53861111	22.4	0.559
maize	IN-14-0006	23.06172	83.30609	4008	2016	2.169	20540	9470	11.319	1.549	4	4.536491803	228.1444317	0.447105263	19.11449454	29.07304918	4.290177596	17847607.61	23.81377869	4.192846995	23.61563934	0.097330601	38.87416667	22.4	0.559
maize	IN-14-0006	23.06172	83.30609	4008	2017	2.141	19320	9030	11.319	1.549	4	4.361912329	221.5815123	0.4511	19.13587945	29.49085205	4.10550411	18246858.85	24.01951507	4.352142466	25.49496164	-0.246638356	39.90836111	22.4	0.559
maize	IN-06-0007	23.3809	79.9574	5091	2003	2.5	11000	4400	14.628	1.567	4	5.591389222	317.0901407	0.435292683	19.95306027	30.62486849	3.922726027	18093535.05	25.05967945	4.550416438	28.57613699	-0.627690411	36.23141667	849.6	16.689
maize	IN-06-0007	23.3809	79.9574	5091	2004	2.064	9390	4550	14.628	1.567	4	5.312180328	301.2119262	0.448093023	19.93669945	30.88814208	2.760163934	18859418.72	25.17312842	4.720453552	29.50239617	-1.960289617	37.77122222	849.6	16.689
maize	IN-06-0007	23.3809	79.9574	5091	2005	1.665	7760	4660	14.628	1.567	4	5.150638356	303.1342466	0.437878049	19.74601096	30.76721096	3.865389041	18758600.94	25.06064932	4.650523288	29.89055616	-0.785134247	34.93608333	849.6	16.689
maize	IN-06-0007	23.3809	79.9574	5091	2006	0.862	3700	4290	14.628	1.567	4	5.167643836	296.0206658	0.455357143	20.0922411	30.94972603	3.168120548	18267511.9	25.29659452	4.554679452	28.57417534	-1.386558904	36.71413889	849.6	16.689
maize	IN-06-0007	23.3809	79.9574	5091	2007	1.156	5200	4500	14.628	1.567	4	5.142608219	296.3673562	0.449363636	19.81331233	30.79896986	2.64190411	18613075.02	25.03947945	4.606490411	28.74010685	-1.964586301	36.75536111	849.6	16.689
maize	IN-06-0007	23.3809	79.9574	5091	2008	1.32	6600	5000	14.628	1.567	4	5.185043836	301.9967562	0.449025	19.64971585	30.70463661	3.468090164	18498806.25	24.93856831	4.54647541	28.60740164	-1.078385246	37.49127778	849.6	16.689
maize	IN-06-0007	23.3809	79.9574	5091	2009	1.07	4600	4300	14.628	1.567	4	4.831561644	294.6633507	0.444477273	20.53026301	31.70904658	2.878545205	18854496.27	25.97001918	4.838049315	31.51326575	-1.95950411	37.56341667	849.6	16.689
maize	IN-06-0007	23.3809	79.9574	5091	2010	1.326	5700	4300	14.628	1.567	4	4.879778082	294.8651644	0.449634146	20.70644932	31.61644932	2.811473973	18656935.34	25.96489863	4.764610959	30.92085205	-1.953136986	38.10363889	849.6	16.689
maize	IN-06-0007	23.3809	79.9574	5091	2011	1.188	5700	4800	14.628	1.567	4	5.234249315	309.1388712	0.469146341	19.63426575	30.65083014	4.416345205	18345454.25	24.85594521	4.487441096	28.07824658	-0.07109589	38.65608333	849.6	16.689
maize	IN-06-0007	23.3809	79.9574	5091	2012	1.947	8780	4510	14.628	1.567	4	5.533699454	309.8733661	0.459	19.60231694	30.78813388	3.193715847	18488496.01	24.94844536	4.649117486	29.74396175	-1.455401639	38.92302778	849.6	16.689
maize	IN-06-0007	23.3809	79.9574	5091	2013	1.389	6000	4320	14.628	1.567	4	6.06309863	327.1381342	0.472736842	19.52650137	30.20646301	4.435484932	17538810.49	24.53276438	4.289942466	26.47535342	0.145542466	40.83833333	849.6	16.689
maize	IN-06-0007	23.3809	79.9574	5091	2014	3	30000	10000	14.628	1.567	4	5.677038356	305.1038521	0.485534884	19.77393151	30.47546027	2.71569589	18490644.14	24.81736986	4.504547945	27.11302466	-1.788852055	42.29947222	849.6	16.689
maize	IN-06-0007	23.3809	79.9574	5091	2015	1.5	9000	6000	14.628	1.567	4	5.522613699	298.1705479	0.500813953	20.12627945	30.74211781	3.08189863	18207972.92	25.17411507	4.429761644	26.75487123	-1.347863014	43.51369444	849.6	16.689
maize	IN-06-0007	23.3809	79.9574	5091	2016	2.429	17000	7000	14.628	1.567	4	5.420571038	307.1093197	0.497804878	20.1963388	31.17488525	4.367357923	18119773.14	25.40050273	4.478505464	28.19730601	-0.111147541	41.92897222	849.6	16.689
maize	IN-06-0007	23.3809	79.9574	5091	2017	2.504	17530	7000	14.628	1.567	4	5.112156164	294.2012603	0.500512821	20.23732877	31.42181918	2.894517808	18530376.99	25.60651233	4.666789041	29.62229863	-1.772271233	43.71180556	849.6	16.689
maize	IN-06-0008	21.9066	80.13445	9243	2003	1.864	8200	4400	14.514	1.542	4	5.532838323	314.2310958	0.494604651	20.63591233	30.93953699	5.013630137	17851747.64	25.43546575	4.425690411	28.23127671	0.587939726	37.3765	18.3	0.199
maize	IN-06-0008	21.9066	80.13445	9243	2004	1.63	7140	4380	14.514	1.542	4	5.333379781	296.7670464	0.482452381	20.42478962	31.4032541	3.092948087	18812479.59	25.52121585	4.595762295	29.97572404	-1.502814208	39.737	18.3	0.199
maize	IN-06-0008	21.9066	80.13445	9243	2005	1.827	8110	4440	14.514	1.542	4	5.147786301	297.4777616	0.493395349	20.44694521	31.17504658	4.001545205	18530375.84	25.42479726	4.559838356	29.95729315	-0.558293151	38.73994444	18.3	0.199
maize	IN-06-0008	21.9066	80.13445	9243	2006	1.034	4510	4360	14.514	1.542	4	5.319873973	294.808737	0.4972	20.58613699	31.20901096	4.239630137	18129247.05	25.50872603	4.402832877	28.11205205	-0.16320274	38.99683333	18.3	0.199
