crop_name	adm_id	crop_area	crop_area_percentage
wheat	IN-12-0215	842	18.925
wheat	IN-12-0236	535.9	13.944
wheat	IN-08-0729	1.5	0.025
wheat	IN-12-0199	1357.9	32.958
wheat	IN-14-0002	0.8	0.014
wheat	IN-12-0223	562.7	20.205
wheat	IN-12-1044	89.6	8.832
wheat	IN-08-0714	0.1	0.003
wheat	IN-12-0205	45.7	0.992
wheat	IN-14-0004	9.7	0.175
wheat	IN-12-0192	2021.1	57.369
wheat	IN-12-1036	143	5.604
wheat	IN-12-1037	712.7	22.342
wheat	IN-01-0054	255.3	1.701
wheat	IN-01-0053	45.5	0.297
wheat	IN-08-0703	3.6	0.094
wheat	IN-08-0730	1	0.033
wheat	IN-12-0222	1243.5	48.955
wheat	IN-14-1056	3	0.072
wheat	IN-12-0231	226.2	8.417
wheat	IN-14-0001	93.6	4.076
wheat	IN-01-0046	16.3	0.126
wheat	IN-12-0198	1365.9	56.349
wheat	IN-12-0209	748	17.956
wheat	IN-08-0720	0.2	0.005
wheat	IN-12-1038	736	52.014
wheat	IN-12-0219	935.1	27.642
wheat	IN-12-0232	286.2	7.193
wheat	IN-12-0221	1687.4	50.644
wheat	IN-01-0049	72.4	0.635
wheat	IN-12-0214	1617.9	41.548
wheat	IN-12-0229	2079.4	34.749
wheat	IN-19-0654	0	0.001
wheat	IN-08-0716	0	0.001
wheat	IN-12-0213	1394	30.55
wheat	IN-14-1066	2.5	0.042
wheat	IN-12-0218	1064.8	26.403
wheat	IN-12-0211	1856.5	36.952
wheat	IN-12-1041	576	27.575
wheat	IN-12-0547	742.5	24.776
wheat	IN-12-0548	1349.4	42.757
wheat	IN-12-2013	880	44.899
wheat	IN-12-1042	355.3	19.872
wheat	IN-08-0707	3.9	0.047
wheat	IN-12-0230	1081.9	14.079
wheat	IN-08-0725	0.5	0.018
wheat	IN-19-0659	0.6	0.025
wheat	IN-14-2039	0.3	0.006
wheat	IN-14-1067	1	0.016
wheat	IN-14-1065	14	0.213
wheat	IN-19-0655	100.1	4.538
wheat	IN-19-0656	1.4	0.06
wheat	IN-01-0048	0.2	0.002
wheat	IN-01-0051	186.8	1.072
wheat	IN-12-1029	659.6	22.912
wheat	IN-12-0212	3003.1	59.49
wheat	IN-12-0225	218.2	8.629
wheat	IN-12-0533	1636.2	50.098
wheat	IN-12-0197	1440	52.592
wheat	IN-19-0657	16.2	0.456
wheat	IN-08-0722	0.3	0.005
wheat	IN-12-0195	2479.1	74.136
wheat	IN-12-0530	627	36.094
wheat	IN-12-0191	166.9	6.429
wheat	IN-12-0217	401.5	9.094
wheat	IN-14-2040	191.1	6.887
wheat	IN-12-0190	28.7	1.047
wheat	IN-08-0723	4.7	0.086
wheat	IN-01-0050	328.6	2.487
wheat	IN-19-0663	16	0.603
wheat	IN-12-0203	1537.1	40.859
wheat	IN-01-0504	91.4	0.519
wheat	IN-12-0235	771.4	20.794
wheat	IN-08-0711	9.3	0.269
wheat	IN-12-0227	625.6	15.93
wheat	IN-14-0005	26.5	0.376
wheat	IN-14-0003	9.9	0.341
wheat	IN-08-0712	3.4	0.05
wheat	IN-12-2031	756	31.111
wheat	IN-12-1045	735.3	44.782
wheat	IN-12-0532	1520.8	52.513
wheat	IN-12-0529	838.2	12.169
wheat	IN-01-0044	10.2	0.174
wheat	IN-08-0732	1	0.041
wheat	IN-14-2041	0.6	0.01
wheat	IN-12-0234	552	20.652
wheat	IN-08-0713	1.5	0.015
wheat	IN-14-0006	18.3	0.457
wheat	IN-19-0661	0.5	0.023
wheat	IN-12-0226	1082.4	23.705
wheat	IN-12-0216	139.1	9.071
wheat	IN-01-0045	4.8	0.042
wheat	IN-01-0503	39.5	0.643
wheat	IN-19-0664	0	0.002
wheat	IN-01-0047	20.2	0.243
wheat	IN-08-0728	3.5	0.112
wheat	IN-12-0210	561	10.256
wheat	IN-09-0166	1797.1	67.155
wheat	IN-09-0174	2875	85.16
wheat	IN-13-0823	0	0
wheat	IN-09-0173	1273.3	87.209
wheat	IN-09-0172	2026.1	85.489
wheat	IN-13-0810	0.3	0.009
wheat	IN-09-0168	1028.2	38.992
wheat	IN-12-0531	1338.3	45.411
wheat	IN-09-1019	1733	77.055
wheat	IN-13-0803	57.6	1.479
wheat	IN-09-1017	494.3	39.139
wheat	IN-13-0802	1	0.026
wheat	IN-13-0824	0.3	0.004
wheat	IN-13-0817	0.6	0.01
wheat	IN-13-0801	0	0
wheat	IN-17-2018	0	0
wheat	IN-17-0615	2.4	0.104
wheat	IN-17-0622	3.3	0.064
wheat	IN-17-1047	1.4	0.122
wheat	IN-17-0601	2.2	0.057
wheat	IN-17-0610	1.2	0.046
wheat	IN-17-2019	0.1	0.003
wheat	IN-17-0602	0.4	0.028
wheat	IN-17-1048	0.3	0.012
wheat	IN-17-0616	0.5	0.023
wheat	IN-17-0603	0.4	0.012
wheat	IN-17-0604	0.7	0.036
wheat	IN-17-0617	0.1	0.003
wheat	IN-17-1049	0.2	0.015
wheat	IN-17-0609	28.8	0.714
wheat	IN-17-0618	0	0.001
wheat	IN-17-2028	0.3	0.026
wheat	IN-17-0605	0.4	0.014
wheat	IN-17-0606	0	0
wheat	IN-17-0619	7.5	0.412
wheat	IN-17-0620	0	0.001
wheat	IN-17-0607	0.2	0.007
wheat	IN-17-1050	3.3	0.216
wheat	IN-17-0621	0.2	0.023
wheat	IN-17-1051	1.2	0.032
wheat	IN-17-2017	0.1	0.005
wheat	IN-17-0608	0.2	0.002
wheat	IN-03-2056	504.5	10.126
wheat	IN-03-1001	144.6	4.552
wheat	IN-03-2053	314.6	7.569
wheat	IN-03-0129	796.5	13.466
wheat	IN-03-0132	428.2	1.053
wheat	IN-03-0126	210	3.1
wheat	IN-03-1004	9	0.407
wheat	IN-03-0127	2.4	0.081
wheat	IN-12-0196	2248	55.466
wheat	IN-19-0651	199.5	14.046
wheat	IN-16-0238	1.6	0.05
wheat	IN-03-2050	565.4	17.943
wheat	IN-05-1010	36.6	0.559
wheat	IN-16-1032	0.7	0.031
wheat	IN-12-1033	128.5	9.713
wheat	IN-08-0701	0.1	0.001
wheat	IN-05-0073	177.2	2.093
wheat	IN-14-2034	12.1	0.359
wheat	IN-14-2036	56.5	0.9
wheat	IN-03-0123	657	6.094
wheat	IN-05-0075	80.1	0.597
wheat	IN-14-2037	615.7	27.524
wheat	IN-05-0077	310.4	5.693
wheat	IN-14-2014	2.2	0.024
wheat	IN-18-0626	2.3	0.194
wheat	IN-15-0953	1.2	0.043
wheat	IN-18-0627	0.6	0.01
wheat	IN-16-1035	0	0
wheat	IN-15-0952	88.6	2.328
wheat	IN-03-2052	42	1.216
wheat	IN-05-2005	0.8	0.018
wheat	IN-05-0072	8.9	0.105
wheat	IN-03-1002	246.5	6.773
wheat	IN-05-0080	2.8	0.057
wheat	IN-03-0128	2.6	0.149
wheat	IN-14-1055	0.1	0.003
wheat	IN-05-1012	2.7	0.045
wheat	IN-15-0914	0.2	0.009
wheat	IN-15-0940	34.3	1.382
wheat	IN-05-0074	20.7	0.486
wheat	IN-15-0910	10.7	0.284
wheat	IN-19-0653	3.2	0.105
wheat	IN-12-0207	1003.4	43.14
wheat	IN-05-1013	20.5	0.439
wheat	IN-08-0705	3.4	0.041
wheat	IN-15-0954	146.8	3.575
wheat	IN-14-2038	4.6	0.094
wheat	IN-03-2054	164.6	6.227
wheat	IN-15-0933	63.7	1.283
wheat	IN-15-0937	4	0.175
wheat	IN-15-0942	4.7	0.088
wheat	IN-18-0628	0.2	0.016
wheat	IN-12-2033	472.7	42.284
wheat	IN-16-0527	27.3	1.19
wheat	IN-05-0069	1	0.015
wheat	IN-12-1039	955.7	53.572
wheat	IN-05-1014	9	0.187
wheat	IN-15-0913	97.6	2.25
wheat	IN-08-0717	0.6	0.02
wheat	IN-15-0962	0.3	0.016
wheat	IN-08-0731	0.8	0.037
wheat	IN-14-1068	379.8	9.06
wheat	IN-05-0079	358.1	3.268
wheat	IN-08-0710	0.6	0.007
wheat	IN-18-0629	75.1	1.309
wheat	IN-14-1070	21.1	0.294
wheat	IN-19-0662	1.4	0.072
wheat	IN-08-0718	0	0
wheat	IN-15-2023	1.4	0.053
wheat	IN-05-0082	0.1	0.004
wheat	IN-15-0955	63.4	3.873
wheat	IN-05-0065	0.9	0.022
wheat	IN-05-1015	87.9	1.578
wheat	IN-08-0708	1	0.012
wheat	IN-18-0631	0.1	0.002
wheat	IN-15-0963	9.3	0.219
wheat	IN-15-0941	23.3	1.545
wheat	IN-14-1069	5.3	0.112
wheat	IN-03-2055	100.4	3.998
wheat	IN-05-0068	0.4	0.007
wheat	IN-18-0634	2.8	0.07
wheat	IN-16-0237	24.3	0.608
wheat	IN-03-1003	11.3	0.402
wheat	IN-08-0726	1.6	0.041
wheat	IN-15-0957	41.2	2.291
wheat	IN-15-0915	89	2.011
wheat	IN-15-0944	0.3	0.004
wheat	IN-16-0243	0.4	0.007
wheat	IN-15-0943	0.8	0.023
wheat	IN-14-0501	507.7	6.296
wheat	IN-15-2024	1.1	0.081
wheat	IN-05-2004	0.3	0.008
wheat	IN-12-0204	951.1	40.2
wheat	IN-15-0916	36	0.722
wheat	IN-08-0724	6.1	0.083
wheat	IN-16-1043	0	0
wheat	IN-12-0189	263.9	7.095
wheat	IN-15-0938	121	5.523
wheat	IN-15-0964	0.2	0.007
wheat	IN-12-2032	172.3	13.629
wheat	IN-18-0635	0	0.001
wheat	IN-05-0070	0.8	0.009
wheat	IN-12-1046	843.6	43.71
wheat	IN-15-0965	0.2	0.004
wheat	IN-18-0636	26.7	0.943
wheat	IN-12-0228	397.2	6.924
wheat	IN-18-0633	20.9	1.081
wheat	IN-03-2001	36.5	1.163
wheat	IN-16-0242	0.4	0.011
wheat	IN-16-1030	438.5	16.423
wheat	IN-05-1016	6.5	0.182
wheat	IN-18-0637	46.8	3.032
wheat	IN-05-0081	1.4	0.014
wheat	IN-03-0125	132.4	3.234
wheat	IN-05-0076	54.7	0.521
wheat	IN-05-2025	140.5	2.663
wheat	IN-03-0122	702.4	9.597
wheat	IN-03-1006	239	10.334
wheat	IN-03-0135	1540.1	20.027
wheat	IN-03-0138	526.9	5.737
wheat	IN-03-2051	183	7.372
wheat	IN-03-0131	153.9	4.471
wheat	IN-03-0133	409.9	9.27
wheat	IN-03-0518	152	7.224
wheat	IN-03-1005	592.6	10.232
wheat	IN-20-0063	173	4.324
wheat	IN-04-0183	647.1	42.742
wheat	IN-02-0945	60.1	2.155
wheat	IN-02-0961	15.9	2.487
wheat	IN-02-0949	84.1	2.782
wheat	IN-13-0807	0.4	0.006
wheat	IN-13-0805	0.4	0.008
wheat	IN-09-2010	1272.6	89.43
wheat	IN-02-0931	820.9	42.709
wheat	IN-02-0948	110	3.262
wheat	IN-02-0909	509.9	19.956
wheat	IN-04-0179	2471.6	75.148
wheat	IN-02-0921	248.4	10.387
wheat	IN-02-0947	181.9	10.68
wheat	IN-16-0240	0	0
wheat	IN-13-0820	5.9	0.263
wheat	IN-02-0903	589.7	23.439
wheat	IN-13-0813	0	0
wheat	IN-09-0546	802.8	69.752
wheat	IN-09-2043	2117.5	73.679
wheat	IN-02-0912	462.6	9.309
wheat	IN-02-0924	520.9	25.558
wheat	IN-09-0165	1541.7	59.252
wheat	IN-04-0180	542.4	43.394
wheat	IN-13-0811	0	0
wheat	IN-04-0177	3237.4	79.503
wheat	IN-09-0169	551.7	16.322
wheat	IN-20-0055	0	0.001
wheat	IN-13-0812	0	0
wheat	IN-04-1008	1324.6	71.291
wheat	IN-04-0181	2319.5	84.996
wheat	IN-04-0524	1721.6	75.708
wheat	IN-20-0062	16.4	0.817
wheat	IN-04-0184	1892.3	76.396
wheat	IN-02-0932	264.8	8.664
wheat	IN-02-0936	410.2	27.514
wheat	IN-20-2107	17.4	0.252
wheat	IN-18-0630	0	0
wheat	IN-02-0946	0	0.001
wheat	IN-13-0816	1.7	0.051
wheat	IN-04-0185	986.4	58.857
wheat	IN-18-0632	0	0
wheat	IN-02-0956	262.6	21.528
wheat	IN-09-0171	2119.4	57.468
wheat	IN-02-0935	406.3	22.495
wheat	IN-02-0929	82	2.343
wheat	IN-20-0058	20.3	0.389
wheat	IN-04-0182	1295.8	66.999
wheat	IN-13-0814	127	3.542
wheat	IN-09-0545	1940.4	89.42
wheat	IN-20-2112	11.9	0.32
wheat	IN-04-2002	917	60.526
wheat	IN-09-1018	2348.3	88.983
wheat	IN-02-0908	283.5	20.108
wheat	IN-02-0902	696	21.895
wheat	IN-02-0918	618	26.097
wheat	IN-20-0059	35.1	0.488
wheat	IN-02-0919	400.9	16.093
wheat	IN-20-0056	100	2.37
wheat	IN-04-2003	1084.7	79.754
wheat	IN-04-1009	86.6	9.828
wheat	IN-04-0525	928.8	71.283
wheat	IN-02-0926	558.4	10.667
wheat	IN-09-2030	178.2	18.775
wheat	IN-09-0176	2278.1	68.722
wheat	IN-02-0907	463.2	14.496
wheat	IN-16-0239	0.1	0.001
wheat	IN-20-0520	8.8	0.175
wheat	IN-04-0526	1076.7	69.332
wheat	IN-04-0186	1232.1	73.868
wheat	IN-02-0922	164.6	4.273
wheat	IN-02-0904	320.7	19.236
wheat	IN-02-0930	684.3	25.601
wheat	IN-02-0906	473.8	17.934
wheat	IN-09-2011	268.4	24.557
wheat	IN-02-0958	91.5	13.501
wheat	IN-02-0960	53.2	11.946
wheat	IN-04-0178	3717.3	87.076
wheat	IN-02-0928	199.5	9.115
wheat	IN-02-0923	720.6	32.43
wheat	IN-04-0187	1570.6	72.047
wheat	IN-02-0951	195	8.059
wheat	IN-09-2009	2038.7	84.488
wheat	IN-13-0819	5.9	0.187
wheat	IN-16-0241	0.3	0.004
wheat	IN-02-0927	288.6	14.168
wheat	IN-04-0523	540	31.375
wheat	IN-04-2057	1036.3	74.931
wheat	IN-13-2063	0	0.001
wheat	IN-13-2062	0	0
wheat	IN-20-2108	17.7	0.686
wheat	IN-20-2101	21.1	0.466
wheat	IN-20-2102	51.3	1.33
wheat	IN-20-2103	150.7	4.052
wheat	IN-20-2115	123.6	3.293
wheat	IN-20-2111	51.4	1.152
wheat	IN-20-2109	17.2	0.277
wheat	IN-20-2110	6.2	0.285
wheat	IN-20-2117	55.3	1.49
wheat	IN-20-2116	0.3	0.031
wheat	IN-20-2114	6.1	0.188
wheat	IN-20-2113	3.8	0.106
wheat	IN-20-0061	2.5	0.052
wheat	IN-20-2121	3.5	0.1
wheat	IN-20-2119	4.6	0.191
wheat	IN-20-2120	5.6	0.477
wheat	IN-20-0060	20.3	0.908
wheat	IN-20-2118	39.8	0.556
wheat	IN-20-2105	13	0.594
wheat	IN-20-2104	1.2	0.042
wheat	IN-20-2106	13.8	0.765
wheat	IN-20-0057	4	0.147
wheat	IN-11-0083	16	0.358
wheat	IN-11-0999	0	0
wheat	IN-11-0087	3.1	0.066
wheat	IN-11-0084	88.1	2.381
wheat	IN-11-0506	4.5	0.1
wheat	IN-11-0509	34.6	0.572
wheat	IN-11-0507	5.5	0.108
wheat	IN-11-0543	32	0.445
wheat	IN-11-0094	4.2	0.249
wheat	IN-11-0090	20.5	0.552
wheat	IN-11-0093	0.2	0.008
wheat	IN-11-0542	2.6	0.102
wheat	IN-11-1023	8.5	0.247
wheat	IN-11-0508	23.5	0.505
wheat	IN-11-0085	52	0.856
wheat	IN-11-0086	12.4	0.206
wheat	IN-11-0512	6.2	0.147
wheat	IN-11-1025	7.4	0.256
wheat	IN-11-0092	128	1.911
wheat	IN-11-0088	114.7	2.551
wheat	IN-11-0521	51.7	0.836
wheat	IN-11-0513	16.7	0.351
wheat	IN-11-0510	6.2	0.146
wheat	IN-11-1080	3.8	0.075
wheat	IN-03-0121	938.1	12.938
wheat	IN-10-0139	1521.2	17.964
wheat	IN-10-0140	4295.7	51.255
wheat	IN-14-2035	23.6	0.506
wheat	IN-10-0141	918.4	20.378
wheat	IN-10-0536	3526.8	50.361
wheat	IN-10-0142	411.8	1.45
wheat	IN-10-0143	3426.5	67.677
wheat	IN-10-0144	2054.3	19.602
wheat	IN-10-0145	3867.8	12.785
wheat	IN-05-1011	1.8	0.032
wheat	IN-10-0147	1751.2	22.425
wheat	IN-10-0537	1556.6	45.581
wheat	IN-08-0704	5.6	0.125
wheat	IN-10-0519	1436.9	47.312
wheat	IN-12-0206	469.1	21.508
wheat	IN-12-0528	1284.2	53.023
wheat	IN-10-0539	4832.4	49.803
wheat	IN-10-0151	2985.8	26.824
wheat	IN-10-0152	1218.2	3.168
wheat	IN-10-0153	815.6	7.654
wheat	IN-14-1059	88.7	1.976
wheat	IN-10-0156	3008.3	13.258
wheat	IN-08-0706	20.5	0.26
wheat	IN-10-1020	1697	33.819
wheat	IN-10-0150	5564.4	50.919
wheat	IN-10-0157	2535.7	49.847
wheat	IN-10-0158	2104.9	11.826
wheat	IN-14-2015	0	0.001
wheat	IN-19-0658	174	3.881
wheat	IN-10-0159	1430	11.547
wheat	IN-03-0134	47.3	1.441
wheat	IN-10-2012	1097	24.73
wheat	IN-10-0538	312.4	6.753
wheat	IN-03-0136	743.6	17.518
wheat	IN-10-0160	2298.5	45.75
wheat	IN-12-0202	2128.6	49.354
wheat	IN-10-0161	1941.1	25.127
wheat	IN-10-0162	498.8	9.707
wheat	IN-10-0163	3062.6	42.583
wheat	IN-10-0164	953.2	8.132
wheat	IN-07-0102	332.9	1.949
wheat	IN-07-0114	415.4	7.634
wheat	IN-13-2060	0	0
wheat	IN-07-0115	676.7	5.539
wheat	IN-02-0920	61.4	1.855
wheat	IN-07-0108	750	7.415
wheat	IN-07-0119	246	5.949
wheat	IN-07-0110	359.4	3.39
wheat	IN-07-0113	372.4	3.823
wheat	IN-07-0120	295.8	2.603
wheat	IN-07-0100	768	10.692
wheat	IN-04-0188	316.9	42.598
wheat	IN-04-1007	2245.6	88.899
wheat	IN-07-0516	39.7	0.274
wheat	IN-07-1072	9.3	0.179
wheat	IN-07-1073	422	8.955
wheat	IN-02-0934	46.6	4.97
wheat	IN-07-0101	1429.6	12.132
wheat	IN-07-0514	541.5	7.058
wheat	IN-07-0107	6.3	0.082
wheat	IN-07-2027	0	0
wheat	IN-13-0804	214.7	4.017
wheat	IN-07-0118	1066.3	10.772
wheat	IN-07-0111	944	8.953
wheat	IN-07-1074	386.2	6.488
wheat	IN-07-0099	745.9	4.81
wheat	IN-07-2059	1	0.019
wheat	IN-07-0109	226.4	3.59
wheat	IN-07-0103	152	0.972
wheat	IN-07-0097	0.3	0.005
wheat	IN-07-0098	0	0.001
wheat	IN-07-0105	45.4	0.528
wheat	IN-07-0104	56.3	0.538
wheat	IN-07-0517	0.2	0.004
wheat	IN-07-0106	189.2	1.274
wheat	IN-07-1076	0	0.001
wheat	IN-07-0096	0.6	0.015
wheat	IN-07-0117	677.2	10.729
wheat	IN-07-1075	477.3	9.296
wheat	IN-07-0116	695.9	5.115
wheat	IN-13-2061	2.6	0.083
wheat	IN-11-0091	3	0.072
wheat	IN-12-0193	279.1	30.604
wheat	IN-10-0154	2424.7	38.245
wheat	IN-12-0201	397	20.369
wheat	IN-07-0112	451.8	5.966
wheat	IN-19-0652	1.4	0.047
wheat	IN-08-0709	6.4	0.062
wheat	IN-14-2042	28.8	0.529
wheat	IN-19-0660	85.5	2.823
wheat	IN-13-0806	118.3	2.602
wheat	IN-09-0167	830	50.887
wheat	IN-09-0170	401.5	29.197
wheat	IN-09-0175	3181.8	88.236
wheat	IN-03-0124	97.8	1.983
wheat	IN-03-0137	10.9	0.252
wheat	IN-05-0549	0.2	0.01
wheat	IN-05-0550	0.3	0.013
wheat	IN-05-0071	0.2	0.003
wheat	IN-16-0244	29.2	0.941
wheat	IN-03-0130	1039.9	16.922
wheat	IN-05-0067	0.6	0.01
wheat	IN-08-0721	9.9	0.257
wheat	IN-05-0078	368.2	4.36
wheat	IN-05-0066	2	0.019
wheat	IN-02-0950	128.9	4.158
wheat	IN-02-0925	784.1	19.735
wheat	IN-02-0905	204.3	6.331
wheat	IN-11-1077	73.5	3.797
wheat	IN-11-1022	21.5	0.741
wheat	IN-11-1024	55.2	3.139
wheat	IN-11-0089	297.4	8.68
wheat	IN-11-1026	62.6	2.763
wheat	IN-11-2020	58.3	1.121
wheat	IN-11-1027	17.1	0.531
wheat	IN-10-0146	2677.8	46.385
wheat	IN-10-0148	1871	13.52
wheat	IN-10-0149	420	11.143
wheat	IN-10-0155	2253.9	38.073
wheat	IN-07-0515	877.4	12.179
