crop_name	adm_id	latitude	longitude	region_area	harvest_year	yield	production	harvest_area	awc	bulk_density	drainage_class	ssm	rsm	ndvi	tmin	tmax	prec	rad	tavg	et0	vpd	cwb	fpar	crop_area	crop_area_percentage
wheat	IN-14-0002	19.22685	81.9142	5396	2011	2	860	430	10.745	1.573	4	4.233276712	210.7665589	0.409810811	19.01190411	29.86127671	4.00280274	18530113.6	23.88136164	4.213378082	23.93531507	-0.210575342	33.5855	0.8	0.014
wheat	IN-14-0002	19.22685	81.9142	5396	2012	2.2	880	400	10.745	1.573	4	4.375155738	220.432724	0.405894737	19.40443443	30.0456776	4.753398907	18071753.26	24.21529781	4.259612022	25.3577459	0.493786885	32.218	0.8	0.014
wheat	IN-14-0002	19.22685	81.9142	5396	2013	2.143	750	350	10.745	1.573	4	4.749673973	234.944126	0.442837838	19.55043562	29.52247671	4.959358904	17338179.54	24.05743288	4.086654795	23.29228767	0.87270411	34.78675	0.8	0.014
wheat	IN-14-0002	19.22685	81.9142	5396	2014	2.296	620	270	10.745	1.573	4	4.512808219	222.9641397	0.420921053	19.31505479	29.69450137	4.610194521	18115268.34	23.97386575	4.161328767	23.36061918	0.448865753	35.20263889	0.8	0.014
wheat	IN-14-0002	19.22685	81.9142	5396	2015	2.467	740	300	10.745	1.573	4	4.321786301	213.5502767	0.438142857	19.79383562	30.26720274	3.69770411	18135785.49	24.60338904	4.192778082	23.9020274	-0.495073973	35.35886111	0.8	0.014
wheat	IN-14-0002	19.22685	81.9142	5396	2016	2.48	610	250	10.745	1.573	4	4.135527322	206.7167623	0.423820513	19.96056831	30.43678962	4.380021858	17999683.71	24.81454918	4.257997268	24.63324044	0.12202459	34.86827778	0.8	0.014
wheat	IN-14-0002	19.22685	81.9142	5396	2017	1.949	850	440	10.745	1.573	4	4.243594521	211.753474	0.443945946	19.86466849	30.59696986	3.913745205	18365467.65	24.8790137	4.33930137	25.44006301	-0.425556164	36.23133333	0.8	0.014
wheat	IN-14-0003	21.46568	81.8051	2903	2003	1.243	12380	9960	10.71	1.592	4	6.089841317	350.2343144	0.38815	21.30759726	31.66166849	5.997884932	17734266.32	26.30518082	4.503767123	29.84560274	1.494117808	31.40727778	9.9	0.341
wheat	IN-14-0003	21.46568	81.8051	2903	2004	1.041	9450	9080	10.71	1.592	4	6.033229508	319.9462049	0.408292683	20.74314208	31.5095929	3.313579235	18877524.79	25.87232514	4.624612022	28.59824863	-1.311032787	34.81294444	9.9	0.341
wheat	IN-14-0003	21.46568	81.8051	2903	2005	1.041	9450	9080	10.71	1.592	4	5.562189041	313.548263	0.402097561	21.06784658	31.71235068	3.69539726	18492243.32	26.20084658	4.581906849	30.01700822	-0.886509589	32.92469444	9.9	0.341
wheat	IN-14-0003	21.46568	81.8051	2903	2006	0.931	8150	8750	10.71	1.592	4	5.980180822	317.9341151	0.392731707	21.05708767	31.70802466	3.201246575	18297073.78	26.19794795	4.512210959	28.32664932	-1.310964384	32.82205556	9.9	0.341
wheat	IN-14-0003	21.46568	81.8051	2903	2007	1.125	9800	8710	10.71	1.592	4	6.184016438	327.2264	0.38825	20.95161644	31.58056164	4.254542466	18364729.09	25.99893699	4.487663014	28.28019726	-0.233120548	32.6625	9.9	0.341
wheat	IN-14-0003	21.46568	81.8051	2903	2008	1.004	8270	8240	10.71	1.592	4	6.13960274	325.8821699	0.391277778	20.77765027	31.51516667	3.83852459	18228111.75	25.86743443	4.448800546	28.37619399	-0.610275956	33.24913889	9.9	0.341
wheat	IN-14-0003	21.46568	81.8051	2903	2009	1.405	11970	8520	10.71	1.592	4	5.32190411	307.9284219	0.366756098	21.64661096	32.86409315	3.181164384	19019596.4	27.08013973	4.803758904	33.48888493	-1.622594521	31.95244444	9.9	0.341
wheat	IN-14-0003	21.46568	81.8051	2903	2010	1.349	11600	8600	10.71	1.592	4	5.563479452	316.809674	0.400394737	21.81640548	32.30790685	3.955649315	18083006.33	26.81953151	4.652268493	30.65615616	-0.696619178	33.98830556	9.9	0.341
wheat	IN-14-0003	21.46568	81.8051	2903	2011	1.742	5400	3100	10.71	1.592	4	5.878832877	319.5176137	0.400459459	20.59530137	31.45387123	3.964860274	18350304.79	25.65237808	4.431339726	27.7336274	-0.466479452	33.89	9.9	0.341
wheat	IN-14-0003	21.46568	81.8051	2903	2012	1.837	5420	2950	10.71	1.592	4	5.953972678	329.404918	0.388382353	20.97927869	31.52436339	4.114	18091198.18	25.98507104	4.469877049	29.07042077	-0.355877049	33.26480556	9.9	0.341
wheat	IN-14-0003	21.46568	81.8051	2903	2013	1.786	4500	2520	10.71	1.592	4	6.383723288	342.0590493	0.4045	20.95072877	31.18876986	4.225868493	17512330.96	25.76056164	4.264775342	27.04741644	-0.038906849	34.82213889	9.9	0.341
wheat	IN-14-0003	21.46568	81.8051	2903	2014	2.042	8310	4070	10.71	1.592	4	6.178290411	324.1344904	0.395076923	21.10271507	31.55340548	3.576605479	18219943.51	26.06063562	4.483353425	28.24283562	-0.906747945	35.37019444	9.9	0.341
wheat	IN-14-0003	21.46568	81.8051	2903	2015	1.926	5760	2990	10.71	1.592	4	5.793216438	308.3900438	0.409297297	21.46070685	31.82787671	3.361372603	18354093.77	26.35096712	4.475583562	27.46231233	-1.114210959	35.76763889	9.9	0.341
wheat	IN-14-0003	21.46568	81.8051	2903	2016	2.097	6190	2950	10.71	1.592	4	5.67373224	317.0604672	0.387631579	21.61498361	32.07924044	3.985204918	17835297.67	26.61790437	4.475571038	28.59006284	-0.49036612	33.50894444	9.9	0.341
wheat	IN-14-0003	21.46568	81.8051	2903	2017	1.725	7440	4320	10.71	1.592	4	5.528778082	307.879074	0.376918919	21.57176164	32.29964658	2.825287671	18667049.18	26.72375616	4.664810959	29.94521096	-1.839523288	34.852	9.9	0.341
wheat	IN-14-0004	22.3658	82.03855	5535	2003	1.016	13500	13290	10.735	1.574	4	4.46605988	226.3592605	0.408804878	20.55830137	30.87967397	4.979635616	17859681.14	25.46696986	4.403764384	28.17373425	0.575871233	33.89383333	9.7	0.175
wheat	IN-14-0004	22.3658	82.03855	5535	2004	0.843	10880	12900	10.735	1.574	4	4.084590164	204.8164918	0.449386364	20.15791803	30.98371585	3.121125683	18876588.83	25.25915847	4.548795082	28.08724317	-1.427669399	37.14488889	9.7	0.175
wheat	IN-14-0004	22.3658	82.03855	5535	2005	0.843	10880	12900	10.735	1.574	4	3.831369863	197.0962219	0.433511628	20.49086027	31.01433151	4.364726027	18562562.01	25.49183014	4.52260274	29.07523562	-0.157876712	34.95822222	9.7	0.175
wheat	IN-14-0004	22.3658	82.03855	5535	2006	0.9	11130	12370	10.735	1.574	4	3.969649315	199.9834986	0.416404762	20.52898904	31.01713699	3.65869589	18180889.03	25.48763836	4.414989041	27.3793589	-0.756293151	33.66188889	9.7	0.175
wheat	IN-14-0004	22.3658	82.03855	5535	2007	1.096	13520	12340	10.735	1.574	4	4.030723288	202.530189	0.443977273	20.36916164	30.87893151	4.368487671	18347088.41	25.26719178	4.421323288	27.24967671	-0.052835616	35.14622222	9.7	0.175
wheat	IN-14-0004	22.3658	82.03855	5535	2008	1.034	13260	12830	10.735	1.574	4	3.993569863	202.8566658	0.437642857	20.25609836	30.90129235	4.059256831	18174022.84	25.21946175	4.388923497	27.52475137	-0.329666667	34.94127778	9.7	0.175
wheat	IN-14-0004	22.3658	82.03855	5535	2009	1.146	21850	19060	10.735	1.574	4	3.534153425	189.1315808	0.413909091	20.98569863	32.14004384	3.34970137	18932756.83	26.33419178	4.75879726	32.10379452	-1.40909589	34.69005556	9.7	0.175
wheat	IN-14-0004	22.3658	82.03855	5535	2010	1.193	23500	19700	10.735	1.574	4	3.599142466	190.9015616	0.420219512	21.13511233	31.82075616	3.569561644	18309124.64	26.21275342	4.620520548	30.43665479	-1.050958904	35.76591667	9.7	0.175
wheat	IN-14-0004	22.3658	82.03855	5535	2011	1.433	11350	7920	10.735	1.574	4	3.946849315	203.4019836	0.442825	20.17763014	31.03666301	4.854246575	18204557.25	25.23908767	4.411591781	27.91564932	0.442654795	36.23769444	9.7	0.175
wheat	IN-14-0004	22.3658	82.03855	5535	2012	1.507	12400	8230	10.735	1.574	4	4.020581967	205.813112	0.432307692	20.39251093	31.03422131	3.915702186	18039866.72	25.3922541	4.489125683	29.0730082	-0.573423497	37.15638889	9.7	0.175
wheat	IN-14-0004	22.3658	82.03855	5535	2013	1.447	11950	8260	10.735	1.574	4	4.366106849	218.5693288	0.4648	20.40043288	30.73032877	4.532967123	17606864.97	25.15868767	4.272684932	26.83452329	0.260282192	37.6465	9.7	0.175
wheat	IN-14-0004	22.3658	82.03855	5535	2014	1.602	12320	7690	10.735	1.574	4	4.148526027	207.3968301	0.453439024	20.47897534	30.93172329	3.640205479	18183137.59	25.36840274	4.429846575	27.48936712	-0.789641096	39.28030556	9.7	0.175
wheat	IN-14-0004	22.3658	82.03855	5535	2015	1.486	10770	7250	10.735	1.574	4	3.825926027	192.4775616	0.449170732	20.79468493	31.09655616	3.22849863	18287879.3	25.61194521	4.386120548	26.29655616	-1.157621918	39.48455556	9.7	0.175
wheat	IN-14-0004	22.3658	82.03855	5535	2016	1.605	9930	6190	10.735	1.574	4	3.980877049	203.5995765	0.431125	20.95363388	31.55903825	4.231379781	17825063.44	25.93184426	4.442688525	28.32379781	-0.211308743	36.72869444	9.7	0.175
wheat	IN-14-0004	22.3658	82.03855	5535	2017	1.465	9160	6260	10.735	1.574	4	3.680879452	190.8162822	0.436658537	21.12430137	31.92143836	3.434282192	18598274.29	26.27592603	4.651539726	30.17011781	-1.217257534	37.46655556	9.7	0.175
wheat	IN-14-0005	21.73542	83.1602	7050	2003	1.413	3320	2350	11.894	1.504	4	5.231889222	265.6955269	0.42315	21.37088767	31.59826027	4.962838356	17831876.38	26.28169041	4.411194521	29.14386027	0.551643836	36.53680556	26.5	0.376
wheat	IN-14-0005	21.73542	83.1602	7050	2004	1.174	2230	1900	11.894	1.504	4	5.111579235	253.2746585	0.452340909	20.88864754	31.61186612	3.809169399	18784243.1	26.00301093	4.567969945	28.90875137	-0.758800546	38.71555556	26.5	0.376
wheat	IN-14-0005	21.73542	83.1602	7050	2005	1.174	2230	1900	11.894	1.504	4	4.816334247	244.307	0.456636364	21.32176164	31.85472877	4.417356164	18555899.15	26.39981918	4.546641096	30.0777726	-0.129284932	37.04527778	26.5	0.376
wheat	IN-14-0005	21.73542	83.1602	7050	2006	1.211	2300	1900	11.894	1.504	4	4.976942466	247.2277616	0.433047619	21.22676164	31.77966575	4.132961644	18380879.48	26.25695616	4.473208219	28.37861918	-0.340246575	38.40327778	26.5	0.376
wheat	IN-14-0005	21.73542	83.1602	7050	2007	1.525	2790	1830	11.894	1.504	4	5.055219178	249.9888055	0.446697674	21.15430959	31.66859178	4.345076712	18259137.41	26.1354	4.474438356	28.56272055	-0.129361644	37.74697222	26.5	0.376
wheat	IN-14-0005	21.73542	83.1602	7050	2008	1.415	3000	2120	11.894	1.504	4	5.042386301	251.6611205	0.456775	20.93792896	31.55481694	4.107612022	18005769.38	25.97801366	4.354215847	28.25388251	-0.246603825	37.62363889	26.5	0.376
wheat	IN-14-0005	21.73542	83.1602	7050	2009	1.197	2850	2380	11.894	1.504	4	4.419591781	230.9761096	0.434404762	21.65554795	32.92673425	3.550484932	19008847.35	27.13978356	4.788153425	33.61252877	-1.237668493	37.57483333	26.5	0.376
wheat	IN-14-0005	21.73542	83.1602	7050	2010	1.714	3600	2100	11.894	1.504	4	4.502178082	232.9221945	0.448609756	21.77074521	32.39255616	3.777561644	18281277.99	26.84399726	4.59749589	30.85591507	-0.819934247	38.10541667	26.5	0.376
wheat	IN-14-0005	21.73542	83.1602	7050	2011	1.745	4240	2430	11.894	1.504	4	4.846668493	243.5087945	0.440051282	20.59669863	31.41704384	4.935126027	18278141.67	25.71115616	4.329967123	27.49004658	0.605158904	38.16969444	26.5	0.376
wheat	IN-14-0005	21.73542	83.1602	7050	2012	1.827	4330	2370	11.894	1.504	4	4.89292623	249.1854836	0.447175	21.0629235	31.55638798	4.522653005	17996516.05	26.03968852	4.421838798	29.02345355	0.100814208	38.61308333	26.5	0.376
wheat	IN-14-0005	21.73542	83.1602	7050	2013	1.732	9560	5520	11.894	1.504	4	5.076452055	253.4072164	0.462075	21.06853699	31.45225205	3.965317808	17606029.79	25.93607945	4.271531507	27.74027671	-0.306213699	39.86544444	26.5	0.376
wheat	IN-14-0005	21.73542	83.1602	7050	2014	2.171	5340	2460	11.894	1.504	4	5.030550685	249.898263	0.45225	21.23424932	31.68440548	3.906832877	18118882.27	26.2088	4.414882192	28.3958411	-0.508049315	40.7735	26.5	0.376
wheat	IN-14-0005	21.73542	83.1602	7050	2015	1.891	4860	2570	11.894	1.504	4	4.659342466	232.4650767	0.451930233	21.75136712	31.99029315	3.480564384	18254066.72	26.61437534	4.458794521	27.85469041	-0.978230137	40.31863889	26.5	0.376
wheat	IN-14-0005	21.73542	83.1602	7050	2016	1.922	5350	2780	11.894	1.504	4	4.665923497	238.4041393	0.4478	21.80084153	32.3166776	4.091284153	17860377.11	26.83354098	4.498338798	29.49686339	-0.407054645	39.86211111	26.5	0.376
wheat	IN-14-0005	21.73542	83.1602	7050	2017	1.761	5290	3000	11.894	1.504	4	4.570435616	233.6815699	0.438846154	21.8339726	32.58613699	3.714638356	18497238.83	26.99953151	4.63140274	30.73923836	-0.916764384	40.65105556	26.5	0.376
wheat	IN-14-0006	23.08254	83.26329	4008	2003	1.175	24160	20560	11.258	1.547	4	4.722194611	236.1807395	0.422093023	18.54369589	28.30090959	4.931928767	17930600.37	23.12699178	4.128619178	23.03895342	0.803309589	34.42563889	18.3	0.457
wheat	IN-14-0006	23.08254	83.26329	4008	2004	1.055	20670	19600	11.258	1.547	4	4.644901639	230.0155984	0.439022222	18.35643169	28.61113934	4.071846995	18782748.2	23.15634153	4.308699454	23.75565301	-0.236852459	36.08041667	18.3	0.457
wheat	IN-14-0006	23.08254	83.26329	4008	2005	1.055	20670	19600	11.258	1.547	4	4.333926027	217.3737863	0.436166667	18.70241096	28.69339452	3.613575342	18576621.83	23.44654247	4.330010959	24.51994795	-0.716435616	35.04747222	18.3	0.457
wheat	IN-14-0006	23.08254	83.26329	4008	2006	1.023	19670	19230	11.258	1.547	4	4.471863014	221.9132	0.424977273	18.77491507	28.67553973	3.447978082	18157507.23	23.4069589	4.18119726	23.19426027	-0.733219178	35.24925	18.3	0.457
wheat	IN-14-0006	23.08254	83.26329	4008	2007	1.294	25900	20020	11.258	1.547	4	4.539575342	224.2666959	0.438636364	18.48052603	28.42834521	4.192032877	18185954.46	23.08026849	4.185893151	22.87254795	0.006139726	36.29841667	18.3	0.457
wheat	IN-14-0006	23.08254	83.26329	4008	2008	1.2	24150	20120	11.258	1.547	4	4.453978082	222.6598849	0.438025	18.46672678	28.47372951	4.377740437	17860570.17	23.11975683	4.094748634	23.0930765	0.282991803	35.79222222	18.3	0.457
wheat	IN-14-0006	23.08254	83.26329	4008	2009	1.124	22980	20450	11.258	1.547	4	3.969147945	204.144126	0.419613636	19.00812329	29.68718082	3.304126027	18881948.24	24.10266575	4.569413699	27.04516986	-1.265287671	35.57463889	18.3	0.457
wheat	IN-14-0006	23.08254	83.26329	4008	2010	1.181	24100	20400	11.258	1.547	4	3.819413699	197.0270575	0.43597619	19.18659452	29.54228493	2.922975342	18525477.97	24.14789315	4.419706849	26.17323836	-1.496731507	37.61836111	18.3	0.457
wheat	IN-14-0006	23.08254	83.26329	4008	2011	1.227	6800	5540	11.258	1.547	4	4.354523288	220.365863	0.424684211	18.25778904	28.57029589	5.508320548	17978433.37	23.03739178	4.129054795	23.34916712	1.379265753	37.39775	18.3	0.457
wheat	IN-14-0006	23.08254	83.26329	4008	2012	1.563	8360	5350	11.258	1.547	4	4.452185792	224.4382869	0.4436	18.5950765	28.71136612	4.030576503	18096335.01	23.36298634	4.283579235	24.84421858	-0.253002732	37.65202778	18.3	0.457
wheat	IN-14-0006	23.08254	83.26329	4008	2013	1.6	8350	5220	11.258	1.547	4	4.647608219	230.3694192	0.482731707	18.43127671	28.48092603	4.533980822	17646797.61	23.01663562	4.080490411	22.63552055	0.453490411	40.70830556	18.3	0.457
wheat	IN-14-0006	23.08254	83.26329	4008	2014	1.83	9920	5420	11.258	1.547	4	4.49640274	222.7257699	0.485116279	18.46379726	28.51340822	3.808139726	18040930.27	23.16056438	4.180753425	23.02992877	-0.372613699	39.90230556	18.3	0.457
wheat	IN-14-0006	23.08254	83.26329	4008	2015	1.43	7910	5530	11.258	1.547	4	4.296526027	212.7164301	0.451159091	18.8932	28.80413425	4.054808219	18028424.9	23.59577808	4.135016438	22.66111233	-0.080208219	39.4485	18.3	0.457
wheat	IN-14-0006	23.08254	83.26329	4008	2016	1.416	7360	5200	11.258	1.547	4	4.466863388	224.3841311	0.447789474	19.1460082	29.1784918	4.331636612	17847138.57	23.87750273	4.207169399	23.82708197	0.124467213	38.68947222	18.3	0.457
wheat	IN-14-0006	23.08254	83.26329	4008	2017	1.516	8200	5410	11.258	1.547	4	4.28630411	217.4336986	0.45035	19.15931233	29.58745753	4.109578082	18265957.81	24.07586575	4.367865753	25.67869589	-0.258287671	39.64569444	18.3	0.457
wheat	IN-06-0007	23.33384	79.85394	5091	2003	1.836	154600	84200	14.689	1.574	4	5.56252994	316.7889371	0.432853659	20.06247397	30.72685753	3.892027397	18093553.41	25.17192603	4.583684932	28.93560822	-0.691657534	35.39005556	2273	44.646
wheat	IN-06-0007	23.33384	79.85394	5091	2003	1.836	154600	84200	14.689	1.574	4	5.56252994	316.7889371	0.432853659	20.06247397	30.72685753	3.892027397	18093553.41	25.17192603	4.583684932	28.93560822	-0.691657534	35.39005556	2273	44.646
wheat	IN-06-0007	23.33384	79.85394	5091	2004	1.833	156320	85280	14.689	1.574	4	5.280631148	300.6333661	0.443046512	19.99124863	30.92686612	2.740860656	18864688.67	25.22056011	4.734576503	29.61887432	-1.993715847	37.09702778	2273	44.646
wheat	IN-06-0007	23.33384	79.85394	5091	2004	1.833	156320	85280	14.689	1.574	4	5.280631148	300.6333661	0.443046512	19.99124863	30.92686612	2.740860656	18864688.67	25.22056011	4.734576503	29.61887432	-1.993715847	37.09702778	2273	44.646
wheat	IN-06-0007	23.33384	79.85394	5091	2005	2.154	183590	85250	14.689	1.574	4	5.118221918	302.4562137	0.433829268	19.80499726	30.83777808	3.81739726	18754521.93	25.12319726	4.668268493	30.13744932	-0.850871233	34.33638889	2273	44.646
wheat	IN-06-0007	23.33384	79.85394	5091	2005	2.154	183590	85250	14.689	1.574	4	5.118221918	302.4562137	0.433829268	19.80499726	30.83777808	3.81739726	18754521.93	25.12319726	4.668268493	30.13744932	-0.850871233	34.33638889	2273	44.646
wheat	IN-06-0007	23.33384	79.85394	5091	2006	2.105	184970	87880	14.689	1.574	4	5.147594521	295.9117589	0.452952381	20.16012603	31.0169589	3.193561644	18260020.03	25.35776438	4.57199726	28.76284658	-1.378435616	36.36408333	2273	44.646
wheat	IN-06-0007	23.33384	79.85394	5091	2006	2.105	184970	87880	14.689	1.574	4	5.147594521	295.9117589	0.452952381	20.16012603	31.0169589	3.193561644	18260020.03	25.35776438	4.57199726	28.76284658	-1.378435616	36.36408333	2273	44.646
wheat	IN-06-0007	23.33384	79.85394	5091	2007	1.481	126600	85500	14.689	1.574	4	5.136813699	296.4775123	0.449454545	19.8418274	30.85249863	2.623723288	18617631.69	25.07884384	4.610309589	28.86177534	-1.986586301	36.73319444	2273	44.646
wheat	IN-06-0007	23.33384	79.85394	5091	2007	1.481	126600	85500	14.689	1.574	4	5.136813699	296.4775123	0.449454545	19.8418274	30.85249863	2.623723288	18617631.69	25.07884384	4.610309589	28.86177534	-1.986586301	36.73319444	2273	44.646
wheat	IN-06-0007	23.33384	79.85394	5091	2008	1.858	171500	92300	14.689	1.574	4	5.165816438	301.6515726	0.443225	19.70825137	30.76446175	3.349071038	18511314.02	24.99435792	4.563300546	28.80941257	-1.214229508	36.89166667	2273	44.646
wheat	IN-06-0007	23.33384	79.85394	5091	2008	1.858	171500	92300	14.689	1.574	4	5.165816438	301.6515726	0.443225	19.70825137	30.76446175	3.349071038	18511314.02	24.99435792	4.563300546	28.80941257	-1.214229508	36.89166667	2273	44.646
wheat	IN-06-0007	23.33384	79.85394	5091	2009	1.662	158600	95400	14.689	1.574	4	4.827520548	294.8998384	0.440681818	20.59761096	31.78739178	2.873578082	18843935.63	26.03931507	4.85210137	31.71377534	-1.978523288	37.04416667	2273	44.646
wheat	IN-06-0007	23.33384	79.85394	5091	2009	1.662	158600	95400	14.689	1.574	4	4.827520548	294.8998384	0.440681818	20.59761096	31.78739178	2.873578082	18843935.63	26.03931507	4.85210137	31.71377534	-1.978523288	37.04416667	2273	44.646
wheat	IN-06-0007	23.33384	79.85394	5091	2010	2.928	280500	95800	14.689	1.574	4	4.885027397	295.2044192	0.445682927	20.82350685	31.70851781	2.744838356	18630054.29	26.06446849	4.790753425	31.20427397	-2.045915068	37.91961111	2273	44.646
wheat	IN-06-0007	23.33384	79.85394	5091	2010	2.928	280500	95800	14.689	1.574	4	4.885027397	295.2044192	0.445682927	20.82350685	31.70851781	2.744838356	18630054.29	26.06446849	4.790753425	31.20427397	-2.045915068	37.91961111	2273	44.646
wheat	IN-06-0007	23.33384	79.85394	5091	2011	3.063	284900	93000	14.689	1.574	4	5.24310137	309.5966082	0.465853659	19.70154521	30.71609589	4.476835616	18343171.08	24.92324384	4.503493151	28.28040822	-0.026657534	38.33861111	2273	44.646
