crop_name	country_code	adm_id	season_name	planting_year	planting_date	harvest_year	harvest_date	yield	production	planted_area	harvest_area
wheat	IN	IN-14-0002				2003		1.526	1770		1160
wheat	IN	IN-14-0002				2004		1.545	1700		1100
wheat	IN	IN-14-0002				2005		1.545	1700		1100
wheat	IN	IN-14-0002				2006		1.663	1630		980
wheat	IN	IN-14-0002				2007		2.092	1820		870
wheat	IN	IN-14-0002				2008		1.944	1730		890
wheat	IN	IN-14-0002				2009		2.012	1650		820
wheat	IN	IN-14-0002				2010		2	1760		880
wheat	IN	IN-14-0002				2011		2	860		430
wheat	IN	IN-14-0002				2012		2.2	880		400
wheat	IN	IN-14-0002				2013		2.143	750		350
wheat	IN	IN-14-0002				2014		2.296	620		270
wheat	IN	IN-14-0002				2015		2.467	740		300
wheat	IN	IN-14-0002				2016		2.48	610		250
wheat	IN	IN-14-0002				2017		1.949	850		440
wheat	IN	IN-14-0003				1990		1.112	18900		17000
wheat	IN	IN-14-0003				1991		0.907	13700		15100
wheat	IN	IN-14-0003				1992		0.988	16500		16700
wheat	IN	IN-14-0003				1993		1.153	21800		18900
wheat	IN	IN-14-0003				1994		1.217	22400		18400
wheat	IN	IN-14-0003				1995		1.226	19500		15900
wheat	IN	IN-14-0003				1996		1.176	16700		14200
wheat	IN	IN-14-0003				1997		0.978	13200		13500
wheat	IN	IN-14-0003				1998		1.014	14600		14400
wheat	IN	IN-14-0003				2000		1.301	7040		5410
wheat	IN	IN-14-0003				2001		1.28	12350		9650
wheat	IN	IN-14-0003				2002		1.33	10190		7660
wheat	IN	IN-14-0003				2003		1.243	12380		9960
wheat	IN	IN-14-0003				2004		1.041	9450		9080
wheat	IN	IN-14-0003				2005		1.041	9450		9080
wheat	IN	IN-14-0003				2006		0.931	8150		8750
wheat	IN	IN-14-0003				2007		1.125	9800		8710
wheat	IN	IN-14-0003				2008		1.004	8270		8240
wheat	IN	IN-14-0003				2009		1.405	11970		8520
wheat	IN	IN-14-0003				2010		1.349	11600		8600
wheat	IN	IN-14-0003				2011		1.742	5400		3100
wheat	IN	IN-14-0003				2012		1.837	5420		2950
wheat	IN	IN-14-0003				2013		1.786	4500		2520
wheat	IN	IN-14-0003				2014		2.042	8310		4070
wheat	IN	IN-14-0003				2015		1.926	5760		2990
wheat	IN	IN-14-0003				2016		2.097	6190		2950
wheat	IN	IN-14-0003				2017		1.725	7440		4320
wheat	IN	IN-14-0004				1990		0.872	16300		18700
wheat	IN	IN-14-0004				1991		0.8	13600		17000
wheat	IN	IN-14-0004				1992		0.97	16300		16800
wheat	IN	IN-14-0004				1993		0.966	19900		20600
wheat	IN	IN-14-0004				1994		1.059	19900		18800
wheat	IN	IN-14-0004				1995		1.018	17100		16800
wheat	IN	IN-14-0004				1996		1.046	16000		15300
wheat	IN	IN-14-0004				1997		0.467	6300		13500
wheat	IN	IN-14-0004				1998		0.829	9200		11100
wheat	IN	IN-14-0004				2000		0.001	10		8540
wheat	IN	IN-14-0004				2001		1.057	12950		12250
wheat	IN	IN-14-0004				2002		1.046	11320		10820
wheat	IN	IN-14-0004				2003		1.016	13500		13290
wheat	IN	IN-14-0004				2004		0.843	10880		12900
wheat	IN	IN-14-0004				2005		0.843	10880		12900
wheat	IN	IN-14-0004				2006		0.9	11130		12370
wheat	IN	IN-14-0004				2007		1.096	13520		12340
wheat	IN	IN-14-0004				2008		1.034	13260		12830
wheat	IN	IN-14-0004				2009		1.146	21850		19060
wheat	IN	IN-14-0004				2010		1.193	23500		19700
wheat	IN	IN-14-0004				2011		1.433	11350		7920
wheat	IN	IN-14-0004				2012		1.507	12400		8230
wheat	IN	IN-14-0004				2013		1.447	11950		8260
wheat	IN	IN-14-0004				2014		1.602	12320		7690
wheat	IN	IN-14-0004				2015		1.486	10770		7250
wheat	IN	IN-14-0004				2016		1.605	9930		6190
wheat	IN	IN-14-0004				2017		1.465	9160		6260
wheat	IN	IN-14-0005				1990		1.391	3200		2300
wheat	IN	IN-14-0005				1991		1.238	2600		2100
wheat	IN	IN-14-0005				1992		1.263	2400		1900
wheat	IN	IN-14-0005				1993		1.409	3100		2200
wheat	IN	IN-14-0005				1994		1.455	3200		2200
wheat	IN	IN-14-0005				1995		1.542	3700		2400
wheat	IN	IN-14-0005				1996		1.583	5700		3600
wheat	IN	IN-14-0005				1997		1.318	2900		2200
wheat	IN	IN-14-0005				1998		1.455	3200		2200
wheat	IN	IN-14-0005				2000		1.551	1520		980
wheat	IN	IN-14-0005				2001		1.41	1890		1340
wheat	IN	IN-14-0005				2002		1.491	2370		1590
wheat	IN	IN-14-0005				2003		1.413	3320		2350
wheat	IN	IN-14-0005				2004		1.174	2230		1900
wheat	IN	IN-14-0005				2005		1.174	2230		1900
wheat	IN	IN-14-0005				2006		1.211	2300		1900
wheat	IN	IN-14-0005				2007		1.525	2790		1830
wheat	IN	IN-14-0005				2008		1.415	3000		2120
wheat	IN	IN-14-0005				2009		1.197	2850		2380
wheat	IN	IN-14-0005				2010		1.714	3600		2100
wheat	IN	IN-14-0005				2011		1.745	4240		2430
wheat	IN	IN-14-0005				2012		1.827	4330		2370
wheat	IN	IN-14-0005				2013		1.732	9560		5520
wheat	IN	IN-14-0005				2014		2.171	5340		2460
wheat	IN	IN-14-0005				2015		1.891	4860		2570
wheat	IN	IN-14-0005				2016		1.922	5350		2780
wheat	IN	IN-14-0005				2017		1.761	5290		3000
wheat	IN	IN-14-0006				1990		1.24	25300		20400
wheat	IN	IN-14-0006				1991		0.989	18000		18200
wheat	IN	IN-14-0006				1992		1.008	13000		12900
wheat	IN	IN-14-0006				1993		1.19	20700		17400
wheat	IN	IN-14-0006				1994		1.284	25800		20100
wheat	IN	IN-14-0006				1995		1.288	26800		20800
wheat	IN	IN-14-0006				1996		1.307	27700		21200
wheat	IN	IN-14-0006				1997		1.09	23100		21200
wheat	IN	IN-14-0006				1998		1.259	20900		16600
wheat	IN	IN-14-0006				2000		1.477	27560		18660
wheat	IN	IN-14-0006				2001		1.32	26290		19920
wheat	IN	IN-14-0006				2002		1.363	26820		19670
wheat	IN	IN-14-0006				2003		1.175	24160		20560
wheat	IN	IN-14-0006				2004		1.055	20670		19600
wheat	IN	IN-14-0006				2005		1.055	20670		19600
wheat	IN	IN-14-0006				2006		1.023	19670		19230
wheat	IN	IN-14-0006				2007		1.294	25900		20020
wheat	IN	IN-14-0006				2008		1.2	24150		20120
wheat	IN	IN-14-0006				2009		1.124	22980		20450
wheat	IN	IN-14-0006				2010		1.181	24100		20400
wheat	IN	IN-14-0006				2011		1.227	6800		5540
wheat	IN	IN-14-0006				2012		1.563	8360		5350
wheat	IN	IN-14-0006				2013		1.6	8350		5220
wheat	IN	IN-14-0006				2014		1.83	9920		5420
wheat	IN	IN-14-0006				2015		1.43	7910		5530
wheat	IN	IN-14-0006				2016		1.416	7360		5200
wheat	IN	IN-14-0006				2017		1.516	8200		5410
wheat	IN	IN-06-0007				1990		1.01	167900		166300
wheat	IN	IN-06-0007				1991		0.934	134000		143500
wheat	IN	IN-06-0007				1992		1.209	194900		161200
wheat	IN	IN-06-0007				1993		1.174	200400		170700
wheat	IN	IN-06-0007				1994		1.301	215500		165600
wheat	IN	IN-06-0007				1995		1.219	182000		149300
wheat	IN	IN-06-0007				1996		1.155	166500		144200
wheat	IN	IN-06-0007				1997		0.91	169100		185800
wheat	IN	IN-06-0007				1998		1.306	136500		104500
wheat	IN	IN-06-0007				1999		1.52	157900		103900
wheat	IN	IN-06-0007				2000		1.418	133900		94400
wheat	IN	IN-06-0007				2001		1.605	141400		88100
wheat	IN	IN-06-0007				2002		1.472	116900		79400
wheat	IN	IN-06-0007				2003		1.836	154600		84200
wheat	IN	IN-06-0007				2004		1.833	156320		85280
wheat	IN	IN-06-0007				2005		2.154	183590		85250
wheat	IN	IN-06-0007				2006		2.105	184970		87880
wheat	IN	IN-06-0007				2007		1.481	126600		85500
wheat	IN	IN-06-0007				2008		1.858	171500		92300
wheat	IN	IN-06-0007				2009		1.662	158600		95400
wheat	IN	IN-06-0007				2010		2.928	280500		95800
wheat	IN	IN-06-0007				2011		3.063	284900		93000
wheat	IN	IN-06-0007				2012		2.741	299370		109230
wheat	IN	IN-06-0007				2013		2.779	332710		119710
wheat	IN	IN-06-0007				2014		3.023	399000		132000
wheat	IN	IN-06-0007				2015		3.531	459000		130000
wheat	IN	IN-06-0007				2016		3.733	489000		131000
wheat	IN	IN-06-0007				2017		3.775	647640		171560
wheat	IN	IN-06-0008				1990		0.954	22700		23800
wheat	IN	IN-06-0008				1991		0.622	11700		18800
wheat	IN	IN-06-0008				1992		0.707	13500		19100
wheat	IN	IN-06-0008				1993		0.863	19500		22600
wheat	IN	IN-06-0008				1994		0.929	24800		26700
wheat	IN	IN-06-0008				1995		0.877	22100		25200
wheat	IN	IN-06-0008				1996		0.917	14300		15600
wheat	IN	IN-06-0008				1997		0.496	6500		13100
wheat	IN	IN-06-0008				1998		0.738	14100		19100
wheat	IN	IN-06-0008				1999		1.005	18600		18500
wheat	IN	IN-06-0008				2000		0.7	9800		14000
wheat	IN	IN-06-0008				2001		0.913	14600		16000
wheat	IN	IN-06-0008				2002		1.06	17600		16600
wheat	IN	IN-06-0008				2003		1.067	17400		16300
wheat	IN	IN-06-0008				2004		0.697	7900		11340
wheat	IN	IN-06-0008				2005		0.955	15840		16580
wheat	IN	IN-06-0008				2006		0.759	11430		15050
wheat	IN	IN-06-0008				2007		0.898	13200		14700
wheat	IN	IN-06-0008				2008		0.815	12300		15100
wheat	IN	IN-06-0008				2009		1.327	19500		14700
wheat	IN	IN-06-0008				2010		1.517	22900		15100
wheat	IN	IN-06-0008				2011		1.313	29800		22700
wheat	IN	IN-06-0008				2012		1.295	23720		18320
wheat	IN	IN-06-0008				2013		1.304	22850		17520
wheat	IN	IN-06-0008				2014		1.474	56000		38000
wheat	IN	IN-06-0008				2015		1.35	27000		20000
wheat	IN	IN-06-0008				2016		1.829	64000		35000
wheat	IN	IN-06-0008				2017		2.486	138120		55560
wheat	IN	IN-06-0009				1990		1.687	137000		81200
wheat	IN	IN-06-0009				1991		1.035	58500		56500
wheat	IN	IN-06-0009				1992		1.635	90900		55600
wheat	IN	IN-06-0009				1993		1.961	152200		77600
wheat	IN	IN-06-0009				1994		2.208	201800		91400
wheat	IN	IN-06-0009				1995		1.572	134700		85700
wheat	IN	IN-06-0009				1996		1.793	158100		88200
wheat	IN	IN-06-0009				1997		0.959	86700		90400
wheat	IN	IN-06-0009				1998		1.713	175400		102400
wheat	IN	IN-06-0009				1999		2.617	272700		104200
wheat	IN	IN-06-0009				2000		1.511	92900		61500
wheat	IN	IN-06-0009				2001		1.42	84900		59800
wheat	IN	IN-06-0009				2002		1.472	105100		71400
wheat	IN	IN-06-0009				2003		2.021	170200		84200
wheat	IN	IN-06-0009				2004		1.728	145570		84260
wheat	IN	IN-06-0009				2005		1.518	139560		91940
wheat	IN	IN-06-0009				2006		1.878	198970		105950
wheat	IN	IN-06-0009				2007		2.018	223400		110700
wheat	IN	IN-06-0009				2008		2.116	175200		82800
wheat	IN	IN-06-0009				2009		3.827	425200		111100
wheat	IN	IN-06-0009				2010		3.397	388900		114500
wheat	IN	IN-06-0009				2011		2.284	278840		122100
wheat	IN	IN-06-0009				2012		3.166	438740		138570
wheat	IN	IN-06-0009				2013		2.275	332520		146140
wheat	IN	IN-06-0009				2014		2.935	455000		155000
wheat	IN	IN-06-0009				2015		3.855	636000		165000
wheat	IN	IN-06-0009				2016		3.229	578000		179000
wheat	IN	IN-06-0009				2017		3.421	619200		181000
wheat	IN	IN-06-0010				1990		2.167	112900		52100
wheat	IN	IN-06-0010				1991		2.491	134500		54000
wheat	IN	IN-06-0010				1992		2.568	146100		56900
wheat	IN	IN-06-0010				1993		2.606	161600		62000
wheat	IN	IN-06-0010				1994		2.909	181800		62500
wheat	IN	IN-06-0010				1995		2.657	160500		60400
wheat	IN	IN-06-0010				1996		2.966	176800		59600
wheat	IN	IN-06-0010				1997		1.361	120300		88400
wheat	IN	IN-06-0010				1998		1.806	163300		90400
wheat	IN	IN-06-0010				1999		3.183	259400		81500
wheat	IN	IN-06-0010				2000		3.27	252800		77300
wheat	IN	IN-06-0010				2001		3.196	216400		67700
wheat	IN	IN-06-0010				2002		2.73	170600		62500
wheat	IN	IN-06-0010				2003		3.003	181700		60500
wheat	IN	IN-06-0010				2004		2.854	168940		59190
wheat	IN	IN-06-0010				2005		2.965	161660		54520
wheat	IN	IN-06-0010				2006		2.863	151930		53070
wheat	IN	IN-06-0010				2007		2.864	157500		55000
wheat	IN	IN-06-0010				2008		3.045	189700		62300
wheat	IN	IN-06-0010				2009		2.602	169400		65100
wheat	IN	IN-06-0010				2010		3.298	226900		68800
wheat	IN	IN-06-0010				2011		3.981	253200		63600
wheat	IN	IN-06-0010				2012		2.937	240820		82000
wheat	IN	IN-06-0010				2013		2.125	198020		93170
wheat	IN	IN-06-0010				2014		3.245	305000		94000
wheat	IN	IN-06-0010				2015		4.084	388000		95000
wheat	IN	IN-06-0010				2016		4.04	404000		100000
wheat	IN	IN-06-0010				2017		3.486	320710		92000
wheat	IN	IN-06-0011				1990		0.667	58800		88100
wheat	IN	IN-06-0011				1991		0.572	29100		50900
wheat	IN	IN-06-0011				1992		0.659	38800		58900
wheat	IN	IN-06-0011				1993		0.874	71700		82000
wheat	IN	IN-06-0011				1994		0.888	84200		94800
wheat	IN	IN-06-0011				1995		0.864	72300		83700
wheat	IN	IN-06-0011				1996		0.874	76800		87900
wheat	IN	IN-06-0011				1997		0.442	40300		91200
wheat	IN	IN-06-0011				1998		0.756	71400		94500
wheat	IN	IN-06-0011				1999		0.908	95000		104600
wheat	IN	IN-06-0011				2000		0.609	52100		85500
wheat	IN	IN-06-0011				2001		0.868	83100		95700
wheat	IN	IN-06-0011				2002		0.817	78800		96500
wheat	IN	IN-06-0011				2003		0.943	93100		98700
wheat	IN	IN-06-0011				2004		0.835	77700		93000
wheat	IN	IN-06-0011				2005		0.885	91150		103030
wheat	IN	IN-06-0011				2006		0.967	101310		104720
wheat	IN	IN-06-0011				2007		0.845	93400		110500
wheat	IN	IN-06-0011				2008		0.874	90100		103100
wheat	IN	IN-06-0011				2009		0.832	90500		108800
wheat	IN	IN-06-0011				2010		0.914	102100		111700
wheat	IN	IN-06-0011				2011		1.103	127500		115600
wheat	IN	IN-06-0011				2012		2.833	374260		132110
wheat	IN	IN-06-0011				2013		2.258	346040		153280
wheat	IN	IN-06-0011				2014		2.889	286000		99000
wheat	IN	IN-06-0011				2015		2.409	277000		115000
wheat	IN	IN-06-0011				2016		2.947	445000		151000
wheat	IN	IN-06-0011				2017		2.61	523880		200720
wheat	IN	IN-06-0012				1990		0.749	63700		85000
wheat	IN	IN-06-0012				1991		0.519	33600		64700
wheat	IN	IN-06-0012				1992		0.584	38600		66100
wheat	IN	IN-06-0012				1993		0.925	73000		78900
wheat	IN	IN-06-0012				1994		0.9	75500		83900
wheat	IN	IN-06-0012				1995		0.7	59100		84400
wheat	IN	IN-06-0012				1996		0.749	63400		84600
wheat	IN	IN-06-0012				1997		0.352	27100		76900
wheat	IN	IN-06-0012				1998		0.84	64000		76200
wheat	IN	IN-06-0012				1999		0.765	31900		41700
wheat	IN	IN-06-0012				2000		0.389	9100		23400
wheat	IN	IN-06-0012				2001		0.86	26400		30700
wheat	IN	IN-06-0012				2002		0.774	22600		29200
wheat	IN	IN-06-0012				2003		0.879	26800		30500
wheat	IN	IN-06-0012				2004		0.902	26630		29520
wheat	IN	IN-06-0012				2005		0.938	28090		29950
wheat	IN	IN-06-0012				2006		0.857	24840		29000
wheat	IN	IN-06-0012				2007		0.869	25300		29100
wheat	IN	IN-06-0012				2008		0.905	26600		29400
wheat	IN	IN-06-0012				2009		0.774	23000		29700
wheat	IN	IN-06-0012				2010		0.954	16700		17500
wheat	IN	IN-06-0012				2011		0.972	17600		18100
wheat	IN	IN-06-0012				2012		1.718	69960		40710
wheat	IN	IN-06-0012				2013		1.761	75180		42690
wheat	IN	IN-06-0012				2014		1.583	76000		48000
wheat	IN	IN-06-0012				2015		2.378	107000		45000
wheat	IN	IN-06-0012				2016		3.306	162000		49000
wheat	IN	IN-06-0012				2017		2.637	121300		46000
wheat	IN	IN-06-0013				1990		0.995	239500		240600
wheat	IN	IN-06-0013				1991		0.808	192500		238100
wheat	IN	IN-06-0013				1992		0.905	215300		238000
wheat	IN	IN-06-0013				1993		1.08	260200		240900
wheat	IN	IN-06-0013				1994		1.069	245300		229400
wheat	IN	IN-06-0013				1995		1.155	251300		217600
wheat	IN	IN-06-0013				1996		1.171	300100		256200
wheat	IN	IN-06-0013				1997		1.036	241100		232800
wheat	IN	IN-06-0013				1998		1.252	328100		262100
wheat	IN	IN-06-0013				1999		1.159	264900		228600
wheat	IN	IN-06-0013				2000		0.774	155200		200600
wheat	IN	IN-06-0013				2001		1.083	205700		190000
wheat	IN	IN-06-0013				2002		0.818	115100		140700
wheat	IN	IN-06-0013				2003		1.135	183700		161800
wheat	IN	IN-06-0013				2004		1.057	173090		163780
wheat	IN	IN-06-0013				2005		1.066	174650		163780
wheat	IN	IN-06-0013				2006		1.054	172580		163700
wheat	IN	IN-06-0013				2007		0.944	131800		139600
wheat	IN	IN-06-0013				2008		1.254	188200		150100
wheat	IN	IN-06-0013				2009		1.413	244500		173000
wheat	IN	IN-06-0013				2010		1.081	186500		172500
wheat	IN	IN-06-0013				2011		1.477	295100		199800
wheat	IN	IN-06-0013				2012		2.107	449700		213450
wheat	IN	IN-06-0013				2013		1.859	425350		228790
wheat	IN	IN-06-0013				2014		2.13	394000		185000
wheat	IN	IN-06-0013				2015		2.19	346000		158000
wheat	IN	IN-06-0013				2016		2.757	557000		202000
wheat	IN	IN-06-0013				2017		3.213	893210		278000
wheat	IN	IN-06-0014				1990		1.017	95600		94000
wheat	IN	IN-06-0014				1991		0.944	82200		87100
wheat	IN	IN-06-0014				1992		1.195	108000		90400
wheat	IN	IN-06-0014				1993		1.455	137200		94300
wheat	IN	IN-06-0014				1994		1.485	129600		87300
wheat	IN	IN-06-0014				1995		1.406	123700		88000
wheat	IN	IN-06-0014				1996		1.284	126900		98800
wheat	IN	IN-06-0014				1997		1.305	131700		100900
wheat	IN	IN-06-0014				1998		1.362	130900		96100
wheat	IN	IN-06-0014				1999		1.478	147500		99800
wheat	IN	IN-06-0014				2000		1.036	89200		86100
wheat	IN	IN-06-0014				2001		1.419	113200		79800
wheat	IN	IN-06-0014				2002		1.332	77100		57900
wheat	IN	IN-06-0014				2003		1.479	96600		65300
wheat	IN	IN-06-0014				2004		1.447	97850		67620
wheat	IN	IN-06-0014				2005		1.491	102840		68960
wheat	IN	IN-06-0014				2006		1.27	88410		69620
wheat	IN	IN-06-0014				2007		1.582	99800		63100
wheat	IN	IN-06-0014				2008		1.967	131800		67000
wheat	IN	IN-06-0014				2009		1.89	136300		72100
wheat	IN	IN-06-0014				2010		2.387	171400		71800
wheat	IN	IN-06-0014				2011		2.466	197000		79900
wheat	IN	IN-06-0014				2012		2.038	167970		82430
wheat	IN	IN-06-0014				2013		1.854	164340		88620
wheat	IN	IN-06-0014				2014		2.161	201000		93000
wheat	IN	IN-06-0014				2015		2.013	161000		80000
wheat	IN	IN-06-0014				2016		3.505	333000		95000
wheat	IN	IN-06-0014				2017		3.5	285600		81600
wheat	IN	IN-06-0015				1990		2.416	236000		97700
wheat	IN	IN-06-0015				1991		2.236	224900		100600
wheat	IN	IN-06-0015				1992		2.026	219200		108200
wheat	IN	IN-06-0015				1993		2.241	258400		115300
wheat	IN	IN-06-0015				1994		2.158	241300		111800
wheat	IN	IN-06-0015				1995		1.799	198600		110400
wheat	IN	IN-06-0015				1996		2.002	221800		110800
wheat	IN	IN-06-0015				1997		2.037	249900		122700
wheat	IN	IN-06-0015				1998		1.988	247800		124640
wheat	IN	IN-06-0015				1999		2.187	280400		128200
wheat	IN	IN-06-0015				2000		1.837	212900		115900
wheat	IN	IN-06-0015				2001		1.754	208000		118600
wheat	IN	IN-06-0015				2002		1.709	179600		105100
wheat	IN	IN-06-0015				2003		2.081	250300		120300
wheat	IN	IN-06-0015				2004		1.634	174820		106990
wheat	IN	IN-06-0015				2005		1.337	126280		94440
wheat	IN	IN-06-0015				2006		1.346	78240		58130
wheat	IN	IN-06-0015				2007		1.233	28000		22700
wheat	IN	IN-06-0015				2008		1.948	209200		107400
wheat	IN	IN-06-0015				2009		1.666	168300		101000
wheat	IN	IN-06-0015				2010		1.269	99000		78000
wheat	IN	IN-06-0015				2011		2.133	241500		113200
wheat	IN	IN-06-0015				2012		2.564	376240		146730
wheat	IN	IN-06-0015				2013		2.027	321520		158640
wheat	IN	IN-06-0015				2014		2.462	288000		117000
wheat	IN	IN-06-0015				2015		1.915	180000		94000
wheat	IN	IN-06-0015				2016		2.807	421000		150000
wheat	IN	IN-06-0015				2017		2.501	243070		97190
wheat	IN	IN-06-0016				1990		1.381	168900		122300
wheat	IN	IN-06-0016				1991		1.358	165500		121900
wheat	IN	IN-06-0016				1992		1.582	202000		127700
wheat	IN	IN-06-0016				1993		1.713	227700		132900
wheat	IN	IN-06-0016				1994		1.719	230500		134100
wheat	IN	IN-06-0016				1995		1.72	211200		122800
wheat	IN	IN-06-0016				1996		1.621	199900		123300
wheat	IN	IN-06-0016				1997		1.923	261400		135900
wheat	IN	IN-06-0016				1998		1.991	272000		136600
wheat	IN	IN-06-0016				1999		1.891	274600		145200
wheat	IN	IN-06-0016				2000		1.539	203400		132200
wheat	IN	IN-06-0016				2001		1.755	238500		135900
wheat	IN	IN-06-0016				2002		1.468	192900		131400
wheat	IN	IN-06-0016				2003		1.718	249600		145300
wheat	IN	IN-06-0016				2004		1.7	243740		143400
wheat	IN	IN-06-0016				2005		1.41	200170		141980
wheat	IN	IN-06-0016				2006		1.171	119210		101760
wheat	IN	IN-06-0016				2007		1.042	60100		57700
wheat	IN	IN-06-0016				2008		1.528	195800		128100
wheat	IN	IN-06-0016				2009		1.429	203900		142700
wheat	IN	IN-06-0016				2010		1.206	169100		140200
wheat	IN	IN-06-0016				2011		1.529	199500		130500
wheat	IN	IN-06-0016				2012		2.474	436150		176280
wheat	IN	IN-06-0016				2013		2.257	434620		192590
wheat	IN	IN-06-0016				2014		2.207	267000		121000
wheat	IN	IN-06-0016				2015		1.83	161000		88000
wheat	IN	IN-06-0016				2016		2.852	596000		209000
wheat	IN	IN-06-0016				2017		2.419	424070		175310
wheat	IN	IN-06-0017				1990		1.059	87900		83000
wheat	IN	IN-06-0017				1991		0.984	73200		74400
wheat	IN	IN-06-0017				1992		1.076	84900		78900
wheat	IN	IN-06-0017				1993		1.293	107600		83200
wheat	IN	IN-06-0017				1994		1.376	107900		78400
wheat	IN	IN-06-0017				1995		1.205	92300		76600
wheat	IN	IN-06-0017				1996		1.183	93800		79300
wheat	IN	IN-06-0017				1997		1.074	84700		78900
wheat	IN	IN-06-0017				1998		1.091	90200		82700
wheat	IN	IN-06-0017				1999		1.135	92200		81200
wheat	IN	IN-06-0017				2000		0.793	55500		70000
wheat	IN	IN-06-0017				2001		1.11	73700		66400
wheat	IN	IN-06-0017				2002		1.15	75200		65400
wheat	IN	IN-06-0017				2003		1.119	78900		70500
wheat	IN	IN-06-0017				2004		1.067	76700		71900
wheat	IN	IN-06-0017				2005		1.015	71840		70780
wheat	IN	IN-06-0017				2006		0.939	57870		61660
wheat	IN	IN-06-0017				2007		0.993	53200		53600
wheat	IN	IN-06-0017				2008		1.455	88300		60700
wheat	IN	IN-06-0017				2009		1.422	97100		68300
wheat	IN	IN-06-0017				2010		1.419	89100		62800
wheat	IN	IN-06-0017				2011		1.548	103700		67000
wheat	IN	IN-06-0017				2012		1.895	156450		82540
wheat	IN	IN-06-0017				2013		1.778	151520		85230
wheat	IN	IN-06-0017				2014		1.952	123000		63000
wheat	IN	IN-06-0017				2015		1.756	79000		45000
wheat	IN	IN-06-0017				2016		3.065	236000		77000
wheat	IN	IN-06-0017				2017		2.706	210500		77790
wheat	IN	IN-06-0018				1990		1.193	185200		155200
wheat	IN	IN-06-0018				1991		0.945	131900		139600
wheat	IN	IN-06-0018				1992		1.099	171500		156100
wheat	IN	IN-06-0018				1993		1.23	199700		162300
wheat	IN	IN-06-0018				1994		1.381	226500		164000
wheat	IN	IN-06-0018				1995		1.269	209300		164900
wheat	IN	IN-06-0018				1996		1.116	188500		168900
wheat	IN	IN-06-0018				1997		1.172	190700		162700
wheat	IN	IN-06-0018				1998		1.189	202100		170000
wheat	IN	IN-06-0018				1999		1.282	217700		169800
wheat	IN	IN-06-0018				2000		1.042	172200		165300
wheat	IN	IN-06-0018				2001		1.268	213100		168100
wheat	IN	IN-06-0018				2002		1.149	193000		167900
wheat	IN	IN-06-0018				2003		1.199	204400		170500
wheat	IN	IN-06-0018				2004		1.08	181080		167600
wheat	IN	IN-06-0018				2005		1.023	173440		169490
wheat	IN	IN-06-0018				2006		0.855	133060		155550
wheat	IN	IN-06-0018				2007		0.676	99300		147000
wheat	IN	IN-06-0018				2008		1.062	165300		155700
wheat	IN	IN-06-0018				2009		1.015	158000		155700
wheat	IN	IN-06-0018				2010		0.828	111300		134400
wheat	IN	IN-06-0018				2011		1.296	215400		166200
wheat	IN	IN-06-0018				2012		2.446	383750		156880
wheat	IN	IN-06-0018				2013		2.066	318560		154210
wheat	IN	IN-06-0018				2014		3.432	683000		199000
wheat	IN	IN-06-0018				2015		2.106	398000		189000
