	lat	lon	adm_id	harvest_year	crop_name	harvest_area	crop_area_percentage	awc	bulk_density	drainage_class	ssm	rsm	ndvi	tmin	tmax	tavg	prec	rad	et0	vpd	cwb	fpar	production
16	22.37752333	71.79959969	8428	2020	cotton	2.44	55.8	163.6	1.28	3	34.7	26.9	0.5	10.62660255	39.02547486	24.8	9.6	21042.2	6.57	1.68	-23.25	0.63	9.17
17	22.29955474	71.7880982	6820	2020	wheat	3.53	78.5	82.9	1.39	2	24.9	98.4	0.47	17.87622891	39.20770975	28.5	39.8	13274.6	5.66	2.16	11.5	0.54	15.59
18	22.39734525	71.89132629	2169	2020	mustard	1.93	50.7	193.6	1.12	5	5.4	110	0.75	12.35333059	30.5966126	21.5	14.3	21108	7.74	1.2	-24.4	0.9	8.74
19	22.34532685	71.80004736	9751	2019	mustard	0.69	46.8	92.8	1.55	2	10	25.5	0.42	12.24300005	26.15234475	19.2	2.8	12903.7	5.73	1.75	-25.85	0.53	1.79
20	22.36066312	71.80557066	7216	2021	wheat	1.23	40.3	175.1	1.56	3	13.5	63.3	0.64	17.13058378	32.16446428	24.6	34.7	18349.3	7.04	1.54	-0.5	0.72	6.38
21	22.3774915	71.87637515	4598	2022	mustard	4.32	43.3	90.4	1.23	3	10.4	109.9	0.36	13.51288955	33.92661067	23.7	8	17954.8	5.45	1.16	-19.25	0.45	12.29
22	22.35971628	71.81094097	1525	2019	wheat	0.54	62.3	112.8	1.44	3	9.7	99	0.27	10.77941576	37.3276999	24.1	20.2	16484.3	4.66	2.48	-3.1	0.41	1.93
23	22.3312925	71.77040869	2084	2020	cotton	3.64	44.6	87.9	1.38	2	12.2	100	0.33	12.45472482	28.97871719	20.7	24.7	22774.3	6.73	1.51	-8.95	0.44	13.11
24	22.29714459	71.76367802	4483	2020	mustard	1.65	54.2	107.7	1.14	4	20.7	51.6	0.53	15.74539986	29.33912895	22.5	22.7	23039.1	2.58	1.28	9.8	0.66	6.45
25	22.34978966	71.76110717	3340	2021	cotton	4.47	13.4	113.1	1.6	3	11.3	29.7	0.27	13.21673812	37.95832587	25.6	6.3	19999	3.65	1.6	-11.95	0.37	12.7
26	22.34939107	71.73774103	9830	2019	wheat	1.64	66.3	96.6	1.18	3	23.9	94.5	0.47	13.76051937	39.97054687	26.9	17.3	17130.3	2.48	1.21	4.9	0.6	5.69
27	22.3558484	71.81089777	8019	2022	mustard	1.12	10.2	160.4	1.5	5	31.7	44.4	0.23	14.32030974	30.06001033	22.2	37.9	15341.3	2.94	2.46	23.2	0.32	5.47
28	22.38583389	71.75046153	4593	2020	cotton	2.18	14.1	106.8	1.44	2	27.8	20.4	0.79	13.18841691	37.47763845	25.3	23.9	19843.8	5.83	1.51	-5.25	0.86	8.95
29	22.34060586	71.78346668	2489	2021	mustard	2.51	89.5	101.7	1.41	1	11.2	63.7	0.66	16.78424205	36.48164873	26.6	30.9	23660.7	3.72	2.39	12.3	0.73	10.81
30	22.36346262	71.76049496	3621	2019	wheat	1.83	37.5	174.6	1.52	4	16.6	89.1	0.77	16.5702431	37.54370294	27.1	26.7	16846	7.02	1.84	-8.4	0.86	8.95
31	22.3428062	71.73660102	7304	2018	mustard	4	86.3	103.7	1.39	4	9.2	33.3	0.67	12.28454701	30.52135493	21.4	34.1	22166.4	5.47	2.36	6.75	0.81	18
32	22.41549026	71.74708918	9669	2021	mustard	4.04	64.7	131.1	1.36	3	32.9	80.6	0.31	16.63683671	38.93664994	27.8	12.8	21118.2	4.8	1.96	-11.2	0.45	13.85
33	22.41520403	71.74888185	2876	2018	mustard	0.76	40.2	193.1	1.45	5	22.4	73.6	0.28	12.35178094	27.42244441	19.9	26.1	17515.5	5.39	2.2	-0.85	0.34	3.55
34	22.36990609	71.82910566	2827	2020	cotton	0.97	55.9	139.6	1.35	3	34.1	105.8	0.58	15.39303383	26.71135874	21.1	36.4	18225.7	7.8	2.5	-2.6	0.69	4.76
35	22.34202884	71.82134009	8433	2019	cotton	1.76	28.8	199	1.2	1	19	112.3	0.23	16.96479194	27.19375842	22.1	38.4	15327.3	6.17	2.18	7.55	0.32	9.42
36	22.33354322	71.82452427	9201	2020	mustard	3.46	18.7	197.5	1.48	2	30	98.1	0.65	11.68182815	36.87397698	24.3	15.1	23949.6	3.76	1.14	-3.7	0.72	15.41
37	22.28870801	71.74455376	5889	2018	mustard	2.99	34.2	130.3	1.28	5	6.4	44.6	0.38	12.18415937	25.61115757	18.9	17.6	21340	3.74	1.1	-1.1	0.46	11.16
38	22.34008585	71.84074867	3504	2019	mustard	3.34	10.8	133.6	1.12	3	10.1	37.9	0.22	13.82017262	38.93387137	26.4	30.4	16379.3	2.93	0.52	15.75	0.28	14.39
39	22.30583518	71.73054721	9689	2022	wheat	4.39	45.7	92.4	1.19	1	27.2	44.2	0.51	16.83746858	35.58670437	26.2	28.3	20593.4	7.99	0.9	-11.65	0.6	17.6
40	22.29215385	71.72972938	9005	2020	mustard	4.74	19.7	116.7	1.4	1	30.5	101.9	0.31	13.06159778	25.15476024	19.1	23.8	12651.1	3.68	0.55	5.4	0.37	18.13
41	22.33429185	71.82510549	6038	2020	wheat	2.51	74.3	141	1.36	2	11.4	77.4	0.3	14.43742475	39.24854374	26.8	9.3	21125.4	4.24	0.61	-11.9	0.36	8.39
42	22.40715495	71.78695011	2290	2019	wheat	4.57	38.8	174.4	1.52	1	8.1	96.2	0.42	14.67116964	32.60858231	23.6	17.8	19861.9	7.82	1.03	-21.3	0.57	19.04
43	22.36885702	71.85342113	2133	2021	mustard	2.58	54.5	180	1.39	5	26.1	48	0.64	13.57492459	37.98133186	25.8	18.6	19847.1	5.56	1.29	-9.2	0.69	11.52
44	22.35455092	71.83935767	8787	2019	wheat	3.04	16.7	163.3	1.14	5	31.5	60.3	0.39	11.60123267	36.41749017	24	7.6	23622.3	7.41	0.52	-29.45	0.49	10.93
45	22.37028469	71.75660686	9645	2020	wheat	3.16	46.5	185.4	1.33	5	21.5	91	0.52	11.86688296	30.00357492	20.9	25.1	13750.4	2.08	2.19	14.7	0.59	15.04
46	22.35373368	71.8155417	9835	2019	cotton	3.18	83.6	144.6	1.11	2	13.4	88.4	0.34	15.36262236	34.30138061	24.8	20.9	20970.2	3.23	0.66	4.75	0.45	12.85
47	22.31805259	71.75658713	7537	2020	mustard	2.84	74.4	101	1.13	3	30.6	104.6	0.27	15.6949172	35.83872746	25.8	11.2	20018.5	3.56	0.85	-6.6	0.35	8.69
48	22.35162928	71.76923364	8397	2022	cotton	3.39	62.9	174.1	1.23	1	6.7	99.7	0.73	11.58636146	38.12050842	24.9	35.6	12552.1	4.09	1.62	15.15	0.81	18.17
49	22.37202776	71.75526159	2049	2019	wheat	3.67	83.7	138.1	1.42	3	23.8	106	0.53	10.43527062	38.4178435	24.4	36.6	19586.7	6.86	1.15	2.3	0.64	17.8
50	22.3137668	71.78240202	4770	2022	wheat	3.68	36.2	116.1	1.32	5	9.4	67	0.6	15.29797499	27.2372664	21.3	12.9	16763.1	4.52	0.53	-9.7	0.74	12.96
51	22.39269326	71.83680328	2163	2018	wheat	3.78	82.8	83.4	1.23	1	19.5	41.3	0.59	13.65736399	36.8190143	25.2	31.8	16955.2	7.96	2.21	-8	0.71	15.69
52	22.37458637	71.73708419	1514	2018	wheat	1.34	66.6	177.5	1.3	3	19.7	98.6	0.79	14.33018437	33.09873289	23.7	21.7	13411.7	2.72	0.94	8.1	0.87	6.34
53	22.30564828	71.77449593	4899	2022	wheat	2.81	24.7	116.5	1.24	3	34.9	22.1	0.45	12.84962878	28.45893612	20.7	20.2	15092.1	4.35	1.03	-1.55	0.56	10.64
54	22.31163647	71.76931852	4510	2021	mustard	1.29	62	164.4	1.35	5	10	99.7	0.29	12.44865208	31.90783055	22.2	22.2	22551.4	3.66	1.77	3.9	0.34	5.44
55	22.39645086	71.81658425	8744	2022	wheat	2.21	37.9	149.7	1.32	2	14.2	86.9	0.62	17.17796383	35.38088336	26.3	29.5	21651.2	6.75	1.22	-4.25	0.73	10.4
56	22.32836213	71.74228105	4119	2021	cotton	1.89	32.6	139.9	1.36	1	16.1	83	0.69	15.90404917	34.40005081	25.2	33.6	12890.7	7.31	1	-2.95	0.76	9.18
57	22.2888986	71.73789655	6804	2021	wheat	2.63	33.5	186.6	1.3	4	10.5	93	0.3	11.08863923	33.78582996	22.4	35.4	12769.8	7.23	0.92	-0.75	0.45	13.46
58	22.31234294	71.74292966	1887	2021	cotton	4.69	23.6	167.6	1.17	1	12.7	115.2	0.35	10.74276702	37.6422228	24.2	7.8	20051.9	4.88	2.1	-16.6	0.46	16.94
59	22.3486356	71.75081628	6559	2021	wheat	1.74	73.4	110.6	1.31	1	11	103.6	0.47	13.26230122	37.9944244	25.6	2.7	12690.9	5.31	2.02	-23.85	0.56	4.97
60	22.39484987	71.89883075	4116	2019	wheat	1.05	31.5	141.1	1.21	5	8.5	51.1	0.21	15.88972119	30.36312855	23.1	37.8	22532.7	5.71	0.58	9.25	0.34	4.96
61	22.37339514	71.87349976	7912	2019	cotton	3.79	23.1	80.9	1.22	2	5.2	58	0.51	13.63760054	29.85089583	21.7	22	13396	6.17	0.57	-8.85	0.6	13.54
62	22.39717692	71.87767122	5092	2021	cotton	3.98	84.5	130.9	1.1	1	18	114.8	0.4	17.50377552	25.2117795	21.4	18.8	15874.7	5.28	1.82	-7.6	0.49	15.32
63	22.40180684	71.87492688	2604	2022	cotton	0.93	17.8	138.7	1.18	1	7.4	115.6	0.28	14.55965691	28.94855708	21.8	34.8	19495.9	2.02	1.43	24.7	0.35	4.29
64	22.30461456	71.79831222	1241	2022	mustard	1.98	59.5	87	1.16	1	24.3	104.8	0.65	12.53690339	37.4873857	25	9.2	18042.9	5.89	1.44	-20.25	0.79	6.17
65	22.37316304	71.848736	7658	2019	wheat	4.5	73.7	90.9	1.53	4	15.2	62	0.48	17.66455244	32.1612127	24.9	18.1	19975.9	3.51	0.94	0.55	0.53	15.26
66	22.30857115	71.76492646	7570	2019	cotton	3.96	83.6	181.1	1.6	1	22.4	57.5	0.65	17.19425846	36.64287958	26.9	34.1	19803	4.96	2	9.3	0.72	20.66
67	22.37208763	71.84640095	1035	2021	wheat	1.88	10.7	148.3	1.49	4	33.3	88.3	0.36	16.50584936	38.38554847	27.4	4.9	12632.3	6.96	2.3	-29.9	0.5	6.05
68	22.3756413	71.79083659	5673	2021	cotton	3.04	13.6	187.3	1.18	4	6.4	41.3	0.66	16.07398122	30.41965623	23.2	11.5	12886.2	4.55	1.83	-11.25	0.8	12.89
69	22.30561153	71.7293471	8973	2022	mustard	3.63	21.5	88.7	1.38	2	11.4	68.8	0.76	13.97782961	31.15372802	22.6	32.1	22547.2	5.8	0.57	3.1	0.87	15.7
70	22.29138287	71.74485326	4566	2020	wheat	2.7	59.4	185.5	1.25	1	23.2	83.7	0.59	15.99158551	33.97586596	25	33.5	16969.9	3.89	0.65	14.05	0.69	14.18
71	22.29585084	71.73749211	1998	2022	mustard	1.15	26	190.4	1.1	3	17.7	49.6	0.5	10.97683834	36.00016675	23.5	33.3	20678.2	3.53	1.03	15.65	0.57	6.04
72	22.38030635	71.86663769	8811	2018	wheat	3.83	75.6	89.5	1.43	5	5.1	107.4	0.66	11.21179815	25.93413716	18.6	24	17606.4	4.55	2.02	1.25	0.72	14.7
73	22.41358742	71.80700005	1931	2019	mustard	3.13	26.4	163.2	1.58	5	23.2	77.8	0.53	13.12469217	33.3493535	23.2	15.5	19109.1	5.74	1.9	-13.2	0.65	12.57
74	22.35319149	71.84258758	2122	2019	wheat	3.04	57.9	98.4	1.33	5	27.5	89.7	0.72	10.88761048	37.25926674	24.1	32.6	21202.4	7.35	1.08	-4.15	0.85	13.45
75	22.3766467	71.76137129	7615	2019	wheat	4.24	62.6	99.7	1.46	1	10.5	113.4	0.28	11.47702835	39.62934655	25.6	16.2	16945.6	6.9	1.23	-18.3	0.35	13.73
76	22.39188376	71.74843922	1651	2019	mustard	3.05	85.7	95.6	1.41	5	11.6	108.9	0.66	15.53734715	34.86553622	25.2	30.8	22506.3	5.06	1.13	5.5	0.77	12.94
77	22.2953747	71.74242438	9565	2021	wheat	0.86	54.1	194.4	1.42	3	34.4	43.7	0.36	10.40087551	30.03590799	20.2	13.1	21997.1	3.86	1.45	-6.2	0.5	3.53
78	22.34981682	71.73861674	6147	2019	cotton	1.41	43.1	137.4	1.4	2	16.5	33.4	0.25	15.53117348	33.19705099	24.4	9.9	13557.1	4.52	1.26	-12.7	0.39	4.64
79	22.32506522	71.79898905	3144	2021	cotton	4.66	68.9	118.7	1.17	3	10.7	21.7	0.78	14.38775242	38.48168583	26.4	4.6	13629.6	7.47	1.88	-32.75	0.88	15.41
80	22.2977056	71.78772785	2188	2020	cotton	1.59	25.7	108	1.22	1	27.7	67.1	0.45	13.17857716	26.67199339	19.9	38.2	18007.3	5.47	0.86	10.85	0.54	7.32
81	22.33554929	71.82175304	2638	2022	cotton	0.63	25.2	87	1.28	1	21.5	90.7	0.44	15.83802312	35.2692854	25.6	27.2	14853.8	3.63	0.61	9.05	0.57	2.41
82	22.37840595	71.87344252	9288	2019	mustard	2.39	72.7	178.7	1.53	3	31.5	64	0.68	13.19965459	39.91692772	26.6	34.7	23689.2	6.66	2.2	1.4	0.82	12.57
83	22.3875854	71.85158637	2127	2020	wheat	3.72	58.8	129.6	1.37	2	26.5	105	0.67	10.08533929	27.19079745	18.6	7.9	18747.8	3.46	1.79	-9.4	0.75	12.85
84	22.40434459	71.86987229	3584	2020	cotton	3.67	62.4	199.8	1.14	4	25.2	32.3	0.36	15.93387223	33.11995539	24.5	14.5	12321.7	6.81	0.67	-19.55	0.41	15.72
85	22.38511411	71.74883761	9666	2020	mustard	4.62	36.4	161.8	1.21	1	14	31.1	0.75	13.80504604	25.75608316	19.8	40	17371.5	4.31	2.49	18.45	0.83	25.3
86	22.36055965	71.74356244	5905	2022	mustard	3.24	68.1	144.6	1.13	1	7.6	97.1	0.77	10.01363062	39.03330458	24.5	17.5	20237.2	3.43	1.98	0.35	0.89	13.64
87	22.36889552	71.87236693	2891	2020	wheat	2.64	14	157.7	1.26	1	7.4	111.7	0.24	16.09562206	31.79160082	23.9	9.7	19813.2	2.69	0.54	-3.75	0.31	9.25
88	22.30387392	71.77199117	3546	2022	mustard	4.41	58.7	153.7	1.2	3	25.6	100.4	0.38	10.88230736	37.89849546	24.4	25.7	12241	2.92	0.97	11.1	0.53	19.34
89	22.30849241	71.76748395	4450	2022	cotton	2.98	64.7	193.9	1.53	3	24.4	22.9	0.67	17.62725912	35.97048902	26.8	7.2	14483.8	2.87	1.32	-7.15	0.74	12.01
90	22.37617855	71.81532418	9280	2020	wheat	3.95	51.9	162.7	1.13	4	25.9	118.8	0.4	13.81787966	36.55581239	25.2	2.2	23412.8	3.75	1.58	-16.55	0.47	13.16
91	22.40153457	71.78652724	2512	2018	cotton	4.77	39.9	98.8	1.35	4	34.9	56.4	0.51	12.48149102	33.48950236	23	36.6	20273.9	3.2	1.43	20.6	0.64	21.26
92	22.39835888	71.8756878	1058	2018	cotton	3.91	63	149.4	1.18	3	11.4	64.5	0.62	15.71930261	35.34824112	25.5	23	18807.3	5.72	2.27	-5.6	0.7	17.22
93	22.31333693	71.79496966	3647	2020	wheat	3.18	47.6	124.1	1.58	4	9.8	111.9	0.58	13.21496642	27.18907439	20.2	31.5	21540.7	2.54	2.27	18.8	0.72	14.2
94	22.30236725	71.77877699	1158	2021	mustard	4.16	59.8	187.8	1.24	1	20.6	83.7	0.28	16.35387109	36.99719356	26.7	23.3	12206.8	6.74	0.76	-10.4	0.39	18.8
95	22.32739142	71.73085787	9938	2019	wheat	1.93	39.9	145.1	1.4	1	26.8	96.3	0.25	14.91492672	26.57486978	20.7	24.1	17741.6	5.38	1.84	-2.8	0.38	7.87
96	22.36619326	71.83853496	3426	2022	cotton	2.24	55	139.2	1.15	4	10.3	118.3	0.46	15.36219965	36.08743536	25.7	6.9	19757.5	4.21	1.5	-14.15	0.53	7.56
97	22.35987831	71.81118293	6050	2018	wheat	0.71	82.6	110.3	1.2	3	14.5	34.3	0.5	15.65937835	37.29950267	26.5	12.3	19724.8	6.27	1.94	-19.05	0.61	2.4
98	22.40664808	71.8258661	4441	2020	wheat	2.43	29	192.8	1.38	2	30.1	111.3	0.51	15.43233784	26.32779794	20.9	18.2	22774.3	2.42	1.48	6.1	0.58	10.86
99	22.36630315	71.77970877	6794	2018	mustard	1.56	82.9	163.1	1.41	5	7.7	108.3	0.39	14.85175526	30.94753337	22.9	0.2	23160.5	2.48	2.15	-12.2	0.51	4.95
100	22.32910975	71.76792753	3532	2022	cotton	2.49	34.3	186	1.1	2	25.7	34.1	0.45	17.83157563	27.51468221	22.7	17.3	12479.1	5.78	1.98	-11.6	0.51	10.87
101	22.35252385	71.79538808	7755	2019	wheat	1.52	59.8	128.2	1.54	1	8.7	28.3	0.67	16.84215616	33.39989364	25.1	11.1	21664.1	3.02	2.28	-4	0.75	5.42
102	22.34204401	71.80009676	7745	2020	wheat	2.4	32.9	136.7	1.6	2	28.8	63.4	0.31	12.25817429	30.91207006	21.6	5.1	22565	6.41	1.85	-26.95	0.45	7.32
103	22.32628443	71.75396761	2771	2019	cotton	0.77	31.3	91.4	1.26	4	31.9	79	0.43	15.01812132	32.22246456	23.6	19.2	21137.3	7.92	1.82	-20.4	0.57	2.67
104	22.37948599	71.76327242	4644	2021	wheat	3.29	29.8	95.3	1.15	2	17.7	25.2	0.39	10.37053551	32.2224553	21.3	4.1	23225.4	7.56	1.17	-33.7	0.45	9.01
105	22.30203393	71.72925827	6000	2020	cotton	2.49	72.9	135.7	1.48	2	6.4	44.1	0.77	17.60890174	31.42063647	24.5	22.8	20726	6.15	2.01	-7.95	0.82	10.75
106	22.35675283	71.84469701	4164	2018	wheat	2.27	87.3	109.3	1.11	4	30.9	33	0.7	17.86240581	28.54207209	23.2	1.6	15299.1	3.57	1.23	-16.25	0.76	6.83
107	22.32919921	71.80233962	2137	2020	cotton	4.02	45.2	195.4	1.15	3	29.3	110.8	0.47	17.03715207	28.37624325	22.7	27	16145.7	5.59	1.29	-0.95	0.53	19.9
108	22.41821095	71.81616932	7548	2022	cotton	1.06	49.1	199.2	1.54	5	7.1	35.1	0.51	11.06661935	33.704641	22.4	18.8	18524.9	2.29	1.26	7.35	0.59	4.8
109	22.31015905	71.80791642	2889	2018	cotton	4.5	25.3	167.5	1.24	3	34.6	21.5	0.77	16.92494383	37.20600236	27.1	10.6	17679.1	3.73	1.35	-8.05	0.92	18.33
110	22.38347228	71.75313149	5349	2022	wheat	3.65	80.6	163.1	1.47	1	32.2	75.2	0.79	11.63048982	39.01999506	25.3	15.9	13109.4	5.61	1.55	-12.15	0.88	15.56
111	22.31930124	71.78905125	8119	2022	wheat	2.83	15.6	115.2	1.57	3	12.6	65.5	0.51	17.25848926	27.33739575	22.3	39	20435	4.78	2.15	15.1	0.63	13.29
112	22.41670878	71.76347811	8149	2020	mustard	3.88	68	165.9	1.59	5	12.8	92.8	0.38	12.4831266	39.07678126	25.8	26.7	17943.7	6.22	1.73	-4.4	0.45	17.38
113	22.29826044	71.79045133	7311	2018	mustard	1.9	78.4	196.1	1.51	5	26.4	114.6	0.61	16.13914836	26.67048735	21.4	22.6	15038.3	4.43	2.16	0.45	0.69	9.08
114	22.31778282	71.77733974	1727	2020	wheat	3.42	51.3	146.1	1.37	4	34.5	59.8	0.6	17.487779	30.27343626	23.9	4.4	15656.4	3.15	2.47	-11.35	0.69	11.58
115	22.36823325	71.81231578	9821	2022	wheat	2.84	62.7	194.3	1.4	2	30.2	92.6	0.7	10.0612611	29.36394449	19.7	36.2	18567.9	7.03	1.16	1.05	0.77	15.71
116	22.27746828	71.72195023	2146	2021	cotton	2.05	38.2	119.7	1.1	3	34.6	117.7	0.48	14.69387668	38.00408276	26.3	13.3	23211.2	5.66	1.15	-15	0.6	7.23
117	22.35712353	71.84021069	3041	2020	mustard	3.38	59.2	146.9	1.57	3	23.9	87.7	0.26	14.81592574	34.51865127	24.7	5.4	20664.2	7.37	1.7	-31.45	0.31	10.59
118	22.39388811	71.74499638	7691	2020	mustard	1.11	30.4	182.7	1.13	3	13.2	108.2	0.28	12.31414406	38.33974365	25.3	10.3	23951.6	6.43	0.97	-21.85	0.37	4.26
119	22.32770652	71.76404593	3085	2020	cotton	0.85	20.9	141.5	1.31	2	11.2	64.9	0.56	11.58334425	31.92330287	21.8	31.6	23578.9	2.97	1.89	16.75	0.64	3.98
120	22.38651558	71.76768745	3851	2021	cotton	2.94	62	95.1	1.24	5	11.9	50.1	0.33	15.50729462	28.546015	22	20	12812.3	7.05	0.84	-15.25	0.39	10.19
121	22.34335005	71.83224548	7653	2020	mustard	0.96	78.5	160.5	1.58	5	6.7	56.1	0.72	16.43747837	27.64883966	22	18.9	21163.1	5.28	1.06	-7.5	0.83	4.14
122	22.30461961	71.76521685	5700	2020	wheat	2.79	56.4	93.5	1.11	2	24.8	39	0.58	17.30305461	30.18569933	23.7	3	17589.6	2.51	0.67	-9.55	0.68	7.89
123	22.33384678	71.80195494	6279	2022	cotton	3.01	81.1	133	1.3	4	24.3	50.5	0.46	12.63288001	28.57856238	20.6	21.5	18070.9	4.02	0.66	1.4	0.61	12.08
124	22.34099167	71.75247813	4501	2021	cotton	2.08	48.7	109.2	1.21	5	31.6	67.1	0.78	16.44816342	26.03677917	21.2	7.3	19681.6	6.23	1.78	-23.85	0.9	6.95
125	22.30959941	71.77251185	2389	2019	cotton	2.65	35.5	199.8	1.37	3	17.4	35	0.57	12.69157169	35.70680989	24.2	35.1	14794.9	2.43	1.74	22.95	0.68	14.4
126	22.31281985	71.78560034	6491	2022	mustard	2.78	30.6	121.4	1.37	1	17.4	114.2	0.66	17.46920089	26.24783437	21.9	38.9	23930.3	6.63	0.72	5.75	0.76	13.66
127	22.36090334	71.79047959	4680	2020	wheat	2.35	82.5	159.9	1.36	2	18.6	68	0.22	16.89346346	30.51342738	23.7	8.1	18857.8	4.36	1.32	-13.7	0.34	8.01
128	22.33421145	71.74636648	1757	2018	wheat	2.37	61.7	186.2	1.47	2	27.9	84.3	0.49	10.49291018	26.68768974	18.6	23.5	14860.9	6.75	1.8	-10.25	0.6	10.98
129	22.39597746	71.85667628	2193	2022	cotton	2.91	62.3	175.7	1.36	4	20.4	47.9	0.62	10.47341525	38.77918828	24.6	17.5	19017.7	7.76	2.04	-21.3	0.75	12.68
130	22.38225634	71.76580121	4185	2022	cotton	3.32	69.8	96.8	1.49	4	13.8	94	0.36	14.18716251	30.76859657	22.5	12.7	18158.4	4.58	1.1	-10.2	0.48	10.27
131	22.32885126	71.81240203	4997	2021	cotton	0.52	81.2	166.2	1.44	2	34.9	67.6	0.32	14.52920068	39.93724328	27.2	5.1	17060.7	3.09	0.93	-10.35	0.44	1.76
132	22.3344472	71.77823207	2746	2018	mustard	1.31	46.2	165.5	1.27	4	8.8	112.2	0.4	10.56748944	29.88524247	20.2	28.8	21435.3	4.99	0.87	3.85	0.54	6.11
133	22.31933421	71.7334872	9486	2019	wheat	2.07	76.5	137.6	1.4	4	22.1	56.7	0.42	12.94712491	26.59021534	19.8	7	18324	7.34	0.78	-29.7	0.55	6.79
134	22.34608647	71.7502672	5082	2022	wheat	2.3	43.2	117.7	1.1	1	25.4	28.4	0.57	12.53143043	30.03167999	21.3	1.2	14388.5	3.89	1.76	-18.25	0.7	6.84
135	22.35699969	71.82951937	8612	2019	cotton	4.84	74	102.5	1.35	5	7.7	40.6	0.49	10.23943572	29.25424913	19.7	28.3	16255.8	4.35	1.71	6.55	0.64	19.66
136	22.28649132	71.73714221	6198	2022	mustard	4.65	87.4	124.9	1.24	4	14.6	92.5	0.65	17.67036076	28.14828163	22.9	12.1	20096.1	4.75	2.02	-11.65	0.71	16.86
137	22.3270701	71.81394616	7991	2022	mustard	1.51	72.2	147.8	1.19	5	16.5	53.1	0.25	14.50705057	34.81548048	24.7	1.4	13580.6	6.57	0.76	-31.45	0.33	4.55
138	22.39929004	71.80906112	8777	2019	cotton	3.39	46	98.9	1.19	4	22.2	75.4	0.65	14.66047035	25.35350292	20	16.7	16205.6	3.55	2.24	-1.05	0.79	12.22
139	22.34029853	71.77431212	5543	2019	cotton	2.31	67.6	117.8	1.14	5	15.7	61.1	0.48	10.29877023	27.61159306	19	24.4	22685.7	7.75	1	-14.35	0.56	9.36
